22
l_orderkey|l_partkey|l_suppkey|l_linenumber|l_quantity|l_extendedprice|l_discount|l_tax|l_returnflag|l_linestatus|l_shipdate|l_commitdate|l_receiptdate|l_shipinstruct|l_shipmode|l_comment|q3_annot|q10_annot|q18_annot|q8_annot|q9_annot1|q9_annot2|
807|238|29|4|10.00|11382.30|0.09|0.00|R|F|1994-01-19|1994-02-12|1994-01-28|NONE|TRUCK|furiously final depths sleep a|0|10358|0|10358|10358|10|
807|428|21|5|30.00|39852.60|0.02|0.01|R|F|1994-01-19|1994-01-09|1994-01-27|NONE|RAIL|cial accoun|0|39056|0|39056|39056|30|
807|35|30|6|11.00|10285.33|0.02|0.04|R|F|1994-03-25|1994-01-26|1994-04-14|NONE|FOB|unts above the slyly final ex|0|10080|0|10080|10080|11|
807|1|16|7|19.00|17119.00|0.08|0.05|A|F|1994-02-10|1994-02-20|1994-03-06|NONE|SHIP|ns haggle quickly across the furi|0|0|0|15749|15749|19|
832|309|27|1|45.00|54418.50|0.01|0.02|A|F|1992-05-08|1992-06-06|1992-06-04|COLLECT COD|MAIL|foxes engage slyly alon|0|0|0|53874|53874|45|
832|143|16|2|24.00|25035.36|0.05|0.06|A|F|1992-06-15|1992-07-14|1992-06-17|NONE|TRUCK|ully. carefully speci|0|0|0|23784|23784|24|
833|161|12|1|1.00|1061.16|0.04|0.04|R|F|1994-04-26|1994-04-05|1994-04-29|COLLECT COD|MAIL|ffily ironic theodolites|0|1019|0|1019|1019|1|
833|336|25|2|38.00|46980.54|0.05|0.05|A|F|1994-04-05|1994-04-21|1994-05-01|COLLECT COD|TRUCK| platelets promise furiously. |0|0|0|44632|44632|38|
833|484|14|3|9.00|12460.32|0.05|0.07|A|F|1994-02-28|1994-04-26|1994-03-20|TAKE BACK RETURN|FOB|ecial, even requests. even, bold instructi|0|0|0|11837|11837|9|
834|433|5|1|36.00|48003.48|0.06|0.04|R|F|1994-06-28|1994-07-25|1994-07-07|TAKE BACK RETURN|SHIP|ccounts haggle after the furiously |0|45123|0|45123|45123|36|
834|21|6|2|11.00|10131.22|0.03|0.00|A|F|1994-09-18|1994-08-03|1994-10-02|DELIVER IN PERSON|TRUCK|inst the regular packa|0|0|0|9827|9827|11|
835|320|25|1|33.00|40270.56|0.09|0.06|N|O|1995-11-01|1995-12-02|1995-11-24|DELIVER IN PERSON|RAIL|onic instructions among the carefully iro|36646|0|0|36646|36646|33|
835|554|5|2|28.00|40727.40|0.02|0.02|N|O|1995-12-27|1995-12-11|1996-01-21|NONE|SHIP| fluffily furious pinto beans|39913|0|0|39913|39913|28|
836|564|10|1|6.00|8787.36|0.09|0.03|N|O|1996-12-09|1997-01-31|1996-12-29|COLLECT COD|TRUCK|fully bold theodolites are daringly across|7996|0|0|7996|7996|6|
836|251|27|2|18.00|20722.50|0.03|0.05|N|O|1997-02-27|1997-02-11|1997-03-22|NONE|REG AIR|y pending packages use alon|20101|0|0|20101|20101|18|
836|423|25|3|46.00|60877.32|0.05|0.07|N|O|1997-03-21|1997-02-06|1997-04-05|NONE|REG AIR|boldly final pinto beans haggle furiously|57833|0|0|57833|57833|46|
837|170|3|1|39.00|41736.63|0.03|0.08|A|F|1994-07-22|1994-08-10|1994-08-11|NONE|RAIL|ecial pinto bea|0|0|0|40485|40485|39|
837|263|9|2|24.00|27918.24|0.08|0.00|R|F|1994-06-27|1994-09-02|1994-07-27|DELIVER IN PERSON|FOB|p carefully. theodolites use. bold courts a|0|25685|0|25685|25685|24|
838|402|3|1|20.00|26048.00|0.10|0.07|N|O|1998-04-11|1998-03-25|1998-04-19|COLLECT COD|TRUCK| furiously final ideas. slow, bold |23443|0|0|23443|23443|20|
838|85|26|2|27.00|26597.16|0.05|0.07|N|O|1998-02-15|1998-04-03|1998-02-20|DELIVER IN PERSON|SHIP| pending pinto beans haggle about t|25267|0|0|25267|25267|27|
838|285|2|3|23.00|27261.44|0.10|0.07|N|O|1998-03-26|1998-04-17|1998-04-02|COLLECT COD|AIR|ets haggle furiously furiously regular r|24535|0|0|24535|24535|23|
838|130|11|4|18.00|18542.34|0.09|0.00|N|O|1998-03-28|1998-04-06|1998-03-31|TAKE BACK RETURN|AIR|hely unusual foxes. furio|16874|0|0|16874|16874|18|
839|472|29|1|23.00|31566.81|0.07|0.02|N|O|1995-10-17|1995-11-03|1995-11-04|COLLECT COD|AIR|ng ideas haggle accord|29357|0|0|29357|29357|23|
839|565|26|2|47.00|68881.32|0.08|0.00|N|O|1995-10-17|1995-11-06|1995-11-10|NONE|AIR|refully final excuses about |63371|0|0|63371|63371|47|
864|389|19|1|34.00|43838.92|0.03|0.04|N|O|1997-12-16|1997-10-23|1998-01-12|TAKE BACK RETURN|SHIP|gside of the furiously special|42524|0|0|42524|42524|34|
864|294|27|2|7.00|8360.03|0.01|0.02|N|O|1997-11-13|1997-10-07|1997-12-13|TAKE BACK RETURN|MAIL|ven requests should sleep along |8276|0|0|8276|8276|7|
864|238|13|3|34.00|38699.82|0.03|0.00|N|O|1997-09-14|1997-11-04|1997-09-21|TAKE BACK RETURN|REG AIR|to the furiously ironic platelets! |37539|0|0|37539|37539|34|
865|592|19|1|16.00|23881.44|0.07|0.03|R|F|1993-08-24|1993-06-26|1993-08-28|TAKE BACK RETURN|TRUCK|y even accounts. quickly bold decoys|0|22210|0|22210|22210|16|
865|58|15|2|3.00|2874.15|0.02|0.05|A|F|1993-07-17|1993-07-14|1993-08-01|NONE|MAIL|fully regular the|0|0|0|2817|2817|3|
865|259|20|3|15.00|17388.75|0.00|0.06|R|F|1993-07-05|1993-06-25|1993-07-26|NONE|SHIP| deposits sleep quickl|0|17389|0|17389|17389|15|
865|506|6|4|34.00|47821.00|0.09|0.06|A|F|1993-05-09|1993-07-28|1993-05-18|DELIVER IN PERSON|REG AIR|furiously fluffily unusual account|0|0|0|43517|43517|34|
866|408|19|1|5.00|6542.00|0.08|0.00|R|F|1993-01-22|1993-01-14|1993-02-07|TAKE BACK RETURN|AIR|tegrate fluffily. carefully f|0|6019|0|6019|6019|5|
867|417|28|1|7.00|9221.87|0.04|0.07|A|F|1994-02-19|1993-12-25|1994-02-25|DELIVER IN PERSON|TRUCK|pendencies-- slyly unusual packages hagg|0|0|0|8853|8853|7|
868|504|25|1|8.00|11236.00|0.06|0.03|R|F|1992-10-07|1992-08-01|1992-10-16|NONE|MAIL|l deposits. blithely regular pint|0|10562|0|10562|10562|8|
868|86|15|2|13.00|12819.04|0.05|0.07|R|F|1992-07-25|1992-08-26|1992-08-04|NONE|AIR|gged instructi|0|12178|0|12178|12178|13|
868|203|20|3|19.00|20960.80|0.09|0.06|R|F|1992-06-22|1992-08-27|1992-07-04|COLLECT COD|SHIP|lyly ironic platelets wake. rut|0|19074|0|19074|19074|19|
868|364|13|4|43.00|54367.48|0.02|0.04|A|F|1992-07-02|1992-07-22|1992-07-21|COLLECT COD|SHIP|kly silent deposits wake dar|0|0|0|53280|53280|43|
868|74|12|5|27.00|26299.89|0.04|0.01|R|F|1992-08-01|1992-08-25|1992-08-12|TAKE BACK RETURN|RAIL|oss the fluffily unusual pinto |0|25248|0|25248|25248|27|
868|373|14|6|19.00|24194.03|0.02|0.05|R|F|1992-09-20|1992-07-18|1992-10-04|NONE|FOB|ely even deposits lose blithe|0|23710|0|23710|23710|19|
869|187|21|1|27.00|29353.86|0.07|0.07|N|O|1997-01-30|1997-02-17|1997-02-26|TAKE BACK RETURN|TRUCK|uffily even excuses? slyly even deposits |27299|0|0|27299|27299|27|
869|139|1|2|36.00|37408.68|0.04|0.01|N|O|1997-05-03|1997-03-17|1997-05-24|NONE|RAIL|ong the furiously bold instructi|35912|0|0|35912|35912|36|
870|148|2|1|36.00|37733.04|0.04|0.07|A|F|1993-10-18|1993-09-16|1993-11-15|COLLECT COD|MAIL|fily. furiously final accounts are |0|0|0|36224|36224|36|
870|558|19|2|5.00|7292.75|0.06|0.05|A|F|1993-08-13|1993-09-11|1993-08-24|COLLECT COD|FOB|e slyly excuses. ironi|0|0|0|6855|6855|5|
871|290|21|1|48.00|57133.92|0.10|0.03|N|O|1996-02-25|1996-02-09|1996-03-18|NONE|AIR|coys dazzle slyly slow notornis. f|51421|0|0|51421|51421|48|
871|164|9|2|47.00|50015.52|0.07|0.03|N|O|1995-12-25|1996-02-01|1996-01-24|TAKE BACK RETURN|RAIL|ss, final dep|46514|0|0|46514|46514|47|
871|324|16|3|13.00|15916.16|0.09|0.01|N|O|1996-01-25|1996-01-24|1996-02-03|NONE|REG AIR| haggle furiou|14484|0|0|14484|14484|13|
871|570|1|4|29.00|42646.53|0.06|0.07|N|O|1995-11-16|1996-01-27|1995-12-16|DELIVER IN PERSON|RAIL|ests are carefu|40088|0|0|40088|40088|29|
871|383|2|5|8.00|10267.04|0.00|0.01|N|O|1995-11-25|1996-01-12|1995-12-12|DELIVER IN PERSON|AIR|lar ideas-- slyly even accou|10267|0|0|10267|10267|8|
871|428|12|6|26.00|34538.92|0.00|0.06|N|O|1996-02-07|1996-01-05|1996-02-25|COLLECT COD|AIR|symptotes use quickly near the |34539|0|0|34539|34539|26|
871|521|30|7|4.00|5686.08|0.00|0.07|N|O|1996-03-09|1996-01-20|1996-03-26|COLLECT COD|FOB|l, regular dependencies w|5686|0|0|5686|5686|4|
896|117|28|1|47.00|47804.17|0.07|0.08|R|F|1993-05-28|1993-05-15|1993-06-15|DELIVER IN PERSON|TRUCK|ly even pinto beans integrate. b|0|44458|0|44458|44458|47|
896|593|12|2|10.00|14935.90|0.03|0.07|A|F|1993-07-07|1993-06-03|1993-07-24|COLLECT COD|SHIP| quickly even theodolites. carefully regu|0|0|0|14488|14488|10|
896|6|28|3|7.00|6342.00|0.09|0.02|A|F|1993-05-02|1993-05-24|1993-05-31|DELIVER IN PERSON|MAIL| requests |0|0|0|5771|5771|7|
896|455|6|4|11.00|14909.95|0.08|0.04|A|F|1993-05-19|1993-05-22|1993-06-08|COLLECT COD|MAIL|the multipliers sleep|0|0|0|13717|13717|11|
896|563|9|5|34.00|49761.04|0.00|0.05|R|F|1993-05-21|1993-06-01|1993-05-23|NONE|TRUCK|ular, close requests cajo|0|49761|0|49761|49761|34|
896|531|10|6|44.00|62987.32|0.09|0.08|R|F|1993-05-19|1993-04-14|1993-06-02|DELIVER IN PERSON|FOB|lar, pending packages. deposits are q|0|57318|0|57318|57318|44|
896|327|15|7|11.00|13500.52|0.01|0.07|A|F|1993-05-01|1993-04-09|1993-05-06|TAKE BACK RETURN|FOB|rding to the pinto beans wa|0|0|0|13366|13366|11|
897|272|5|1|15.00|17584.05|0.07|0.04|R|F|1995-05-25|1995-05-09|1995-06-07|COLLECT COD|REG AIR|r ideas. slyly spec|16353|16353|0|16353|16353|15|
897|550|26|2|26.00|37714.30|0.05|0.08|N|O|1995-07-01|1995-06-10|1995-07-14|COLLECT COD|MAIL|tions sleep according to the special|35829|0|0|35829|35829|26|
897|378|8|3|13.00|16618.81|0.07|0.00|A|F|1995-03-30|1995-05-17|1995-04-21|TAKE BACK RETURN|MAIL|bold accounts mold carefully! braids|15455|0|0|15455|15455|13|
897|304|9|4|2.00|2408.60|0.08|0.08|R|F|1995-05-22|1995-05-07|1995-06-16|COLLECT COD|RAIL|into beans. slyly special fox|2216|2216|0|2216|2216|2|
898|481|2|1|9.00|12433.32|0.07|0.08|A|F|1993-07-04|1993-07-09|1993-07-25|NONE|AIR|e slyly across the blithe|0|0|0|11563|11563|9|
898|536|9|2|37.00|53151.61|0.03|0.05|A|F|1993-08-17|1993-08-04|1993-09-01|DELIVER IN PERSON|REG AIR|packages sleep furiously|0|0|0|51557|51557|37|
898|145|29|3|11.00|11496.54|0.01|0.00|A|F|1993-09-13|1993-08-31|1993-09-25|TAKE BACK RETURN|MAIL|etly bold accounts |0|0|0|11382|11382|11|
898|577|30|4|36.00|53192.52|0.04|0.07|R|F|1993-08-04|1993-07-25|1993-08-23|DELIVER IN PERSON|REG AIR| after the carefully |0|51065|0|51065|51065|36|
899|181|15|1|18.00|19461.24|0.04|0.05|N|O|1998-08-06|1998-05-09|1998-09-05|DELIVER IN PERSON|AIR|re daring, pending deposits. blit|18683|0|0|18683|18683|18|
899|139|1|2|25.00|25978.25|0.00|0.07|N|O|1998-07-21|1998-05-12|1998-08-16|NONE|REG AIR|rly final sentiments. bold pinto beans |25978|0|0|25978|25978|25|
899|255|1|3|4.00|4621.00|0.09|0.05|N|O|1998-06-02|1998-06-28|1998-06-14|TAKE BACK RETURN|REG AIR|ter the carefully regular deposits are agai|4205|0|0|4205|4205|4|
899|540|19|4|14.00|20167.56|0.05|0.03|N|O|1998-05-21|1998-05-28|1998-06-03|TAKE BACK RETURN|FOB|ades impress carefully|19159|0|0|19159|19159|14|
899|213|2|5|4.00|4452.84|0.06|0.02|N|O|1998-04-11|1998-05-14|1998-04-27|NONE|TRUCK|ges. blithe, ironic waters cajole care|4186|0|0|4186|4186|4|
899|358|17|6|47.00|59142.45|0.00|0.04|N|O|1998-04-14|1998-05-30|1998-05-13|DELIVER IN PERSON|TRUCK|furiously final foxes after the s|59142|0|0|59142|59142|47|
899|41|28|7|11.00|10351.44|0.02|0.08|N|O|1998-06-03|1998-06-15|1998-06-20|COLLECT COD|REG AIR|t the ironic|10144|0|0|10144|10144|11|
900|596|23|1|44.00|65849.96|0.01|0.06|R|F|1994-12-15|1994-12-03|1994-12-27|COLLECT COD|MAIL| detect quick|0|65191|0|65191|65191|44|
900|344|15|2|48.00|59728.32|0.08|0.04|A|F|1994-12-22|1994-11-08|1995-01-19|COLLECT COD|TRUCK|cial pinto beans nag |0|0|0|54950|54950|48|
900|223|14|3|24.00|26957.28|0.03|0.00|R|F|1994-10-21|1994-12-25|1994-10-22|TAKE BACK RETURN|SHIP|-ray furiously un|0|26149|0|26149|26149|24|
901|64|14|1|36.00|34706.16|0.01|0.01|N|O|1998-08-11|1998-10-09|1998-08-27|DELIVER IN PERSON|REG AIR|. accounts are care|34359|0|0|34359|34359|36|
901|136|17|2|2.00|2072.26|0.09|0.02|N|O|1998-10-25|1998-09-27|1998-11-01|DELIVER IN PERSON|AIR|d foxes use slyly|1886|0|0|1886|1886|2|
901|128|20|3|37.00|38040.44|0.04|0.08|N|O|1998-11-01|1998-09-13|1998-11-05|NONE|AIR|ickly final deposits |36519|0|0|36519|36519|37|
901|54|25|4|11.00|10494.55|0.00|0.06|N|O|1998-11-13|1998-10-19|1998-11-14|TAKE BACK RETURN|TRUCK|ourts among the quickly expre|10495|0|0|10495|10495|11|
902|332|3|1|3.00|3696.99|0.06|0.00|R|F|1994-10-01|1994-10-25|1994-10-28|COLLECT COD|MAIL|into beans thrash blithely about the flu|0|3475|0|3475|3475|3|
902|352|11|2|8.00|10018.80|0.06|0.07|R|F|1994-10-25|1994-09-20|1994-11-07|COLLECT COD|RAIL| orbits al|0|9418|0|9418|9418|8|
902|495|2|3|24.00|33491.76|0.02|0.05|R|F|1994-11-08|1994-10-12|1994-11-26|NONE|FOB|. blithely even accounts poach furiously i|0|32822|0|32822|32822|24|
903|194|24|1|27.00|29543.13|0.04|0.03|N|O|1995-09-18|1995-09-20|1995-10-02|TAKE BACK RETURN|SHIP|lly pending foxes. furiously|28361|0|0|28361|28361|27|
903|27|5|2|35.00|32445.70|0.06|0.05|N|O|1995-09-18|1995-08-21|1995-10-12|TAKE BACK RETURN|TRUCK|rets wake fin|30499|0|0|30499|30499|35|
903|25|3|3|33.00|30525.66|0.02|0.03|N|O|1995-09-24|1995-09-01|1995-10-12|COLLECT COD|MAIL|ely ironic packages wake blithely|29915|0|0|29915|29915|33|
903|167|12|4|9.00|9604.44|0.09|0.00|N|O|1995-10-06|1995-09-14|1995-10-24|NONE|TRUCK|he slyly ev|8740|0|0|8740|8740|9|
903|124|5|5|1.00|1024.12|0.04|0.00|N|O|1995-10-22|1995-09-13|1995-11-03|NONE|AIR|y final platelets sublate among the |983|0|0|983|983|1|
903|502|23|6|13.00|18232.50|0.07|0.02|N|O|1995-09-11|1995-10-04|1995-10-03|COLLECT COD|SHIP|sleep along the final|16956|0|0|16956|16956|13|
928|505|26|1|29.00|40759.50|0.07|0.02|R|F|1995-05-17|1995-05-12|1995-05-21|NONE|REG AIR|ly alongside of the s|37906|37906|0|37906|37906|29|
928|144|28|2|24.00|25059.36|0.05|0.08|A|F|1995-04-06|1995-05-08|1995-04-24|DELIVER IN PERSON|AIR|s the furiously regular warthogs im|23806|0|0|23806|23806|24|
928|456|29|3|46.00|62396.70|0.08|0.00|A|F|1995-05-09|1995-04-09|1995-06-01|DELIVER IN PERSON|REG AIR| beans sleep against the carefully ir|57405|0|0|57405|57405|46|
928|154|11|4|43.00|45328.45|0.10|0.05|A|F|1995-04-14|1995-04-21|1995-05-09|NONE|REG AIR|blithely. express, silent requests doze at|40796|0|0|40796|40796|43|
928|36|7|5|38.00|35569.14|0.02|0.08|N|F|1995-06-08|1995-04-15|1995-06-30|TAKE BACK RETURN|SHIP|xpress grouc|34858|0|0|34858|34858|38|
928|163|14|6|50.00|53158.00|0.05|0.00|N|F|1995-06-07|1995-04-15|1995-07-01|DELIVER IN PERSON|TRUCK| slyly slyly special request|50500|0|0|50500|50500|50|
928|32|11|7|11.00|10252.33|0.00|0.01|A|F|1995-04-29|1995-04-16|1995-04-30|NONE|AIR|longside of|10252|0|0|10252|10252|11|
929|387|6|1|45.00|57932.10|0.09|0.01|R|F|1993-01-24|1992-12-06|1993-02-16|DELIVER IN PERSON|REG AIR|ges haggle careful|0|52718|0|52718|52718|45|
929|523|8|2|44.00|62634.88|0.02|0.00|A|F|1992-10-09|1992-11-20|1992-10-22|DELIVER IN PERSON|SHIP|s. excuses cajole. carefully regu|0|0|0|61382|61382|44|
929|220|11|3|14.00|15683.08|0.06|0.07|A|F|1992-10-21|1992-11-17|1992-11-15|NONE|FOB|gainst the|0|0|0|14742|14742|14|
929|305|23|4|7.00|8437.10|0.06|0.01|A|F|1992-12-24|1992-12-19|1993-01-08|TAKE BACK RETURN|TRUCK|ithely. slyly c|0|0|0|7931|7931|7|
930|135|19|1|36.00|37264.68|0.10|0.04|R|F|1994-12-21|1995-02-20|1994-12-24|COLLECT COD|RAIL|quickly regular pinto beans sle|0|33538|0|33538|33538|36|
930|52|17|2|47.00|44746.35|0.08|0.00|A|F|1995-03-20|1995-02-04|1995-04-04|DELIVER IN PERSON|AIR|ackages. fluffily e|41167|0|0|41167|41167|47|
930|193|23|3|10.00|10931.90|0.07|0.08|A|F|1994-12-18|1995-01-27|1995-01-16|COLLECT COD|AIR|ckly regular requests: regular instructions|0|0|0|10167|10167|10|
930|299|16|4|21.00|25185.09|0.06|0.02|A|F|1995-02-16|1995-03-03|1995-03-13|DELIVER IN PERSON|SHIP|foxes. regular deposits integrate carefu|0|0|0|23674|23674|21|
930|490|20|5|50.00|69524.50|0.03|0.06|A|F|1995-04-03|1995-01-29|1995-04-22|COLLECT COD|MAIL| excuses among the furiously express ideas |67439|0|0|67439|67439|50|
930|434|18|6|10.00|13344.30|0.00|0.04|A|F|1995-02-09|1995-02-17|1995-02-16|NONE|SHIP|blithely bold i|0|0|0|13344|13344|10|
930|499|6|7|30.00|41984.70|0.07|0.08|R|F|1995-01-20|1995-02-28|1995-02-04|TAKE BACK RETURN|RAIL|g accounts sleep along the platelets.|0|39046|0|39046|39046|30|
931|120|1|1|18.00|18362.16|0.00|0.05|A|F|1993-04-04|1993-01-11|1993-04-13|NONE|RAIL|slyly ironic re|0|0|0|18362|18362|18|
931|51|16|2|10.00|9510.50|0.05|0.07|A|F|1993-03-01|1993-01-09|1993-03-07|TAKE BACK RETURN|SHIP|ajole quickly. slyly sil|0|0|0|9035|9035|10|
931|439|23|3|48.00|64292.64|0.01|0.08|A|F|1993-02-03|1993-03-02|1993-02-09|TAKE BACK RETURN|FOB|ep alongside of the fluffy |0|0|0|63650|63650|48|
931|244|5|4|38.00|43481.12|0.08|0.08|A|F|1993-03-06|1993-02-24|1993-03-27|DELIVER IN PERSON|RAIL|usly final packages integrate carefully|0|0|0|40003|40003|38|
932|132|24|1|41.00|42317.33|0.01|0.05|N|O|1997-06-05|1997-07-22|1997-06-26|COLLECT COD|RAIL|foxes. ironic pl|41894|0|0|41894|41894|41|
933|145|29|1|23.00|24038.22|0.02|0.04|R|F|1992-08-13|1992-09-18|1992-08-25|DELIVER IN PERSON|MAIL| the furiously bold dinos. sly|0|23557|0|23557|23557|23|
933|37|8|2|27.00|25299.81|0.02|0.01|R|F|1992-10-03|1992-10-02|1992-10-26|DELIVER IN PERSON|RAIL|ests. express|0|24794|0|24794|24794|27|
933|298|15|3|26.00|31155.54|0.05|0.00|A|F|1992-11-09|1992-11-03|1992-11-16|DELIVER IN PERSON|AIR| the deposits affix slyly after t|0|0|0|29598|29598|26|
934|354|1|1|18.00|22578.30|0.07|0.01|N|O|1996-09-10|1996-09-20|1996-09-25|COLLECT COD|RAIL|y unusual requests dazzle above t|20998|0|0|20998|20998|18|
935|83|3|1|23.00|22610.84|0.05|0.00|N|O|1997-11-11|1997-11-22|1997-11-29|COLLECT COD|REG AIR|ular accounts about|21480|0|0|21480|21480|23|
935|194|24|2|23.00|25166.37|0.02|0.01|N|O|1998-01-11|1997-11-25|1998-02-05|COLLECT COD|TRUCK|hes haggle furiously dolphins. qu|24663|0|0|24663|24663|23|
935|403|4|3|36.00|46922.40|0.06|0.00|N|O|1997-11-05|1997-12-05|1997-11-25|TAKE BACK RETURN|AIR|leep about the exp|44107|0|0|44107|44107|36|
935|172|17|4|13.00|13938.21|0.08|0.04|N|O|1998-01-13|1997-11-30|1998-02-08|DELIVER IN PERSON|TRUCK|ld platelet|12823|0|0|12823|12823|13|
935|37|16|5|8.00|7496.24|0.02|0.05|N|O|1998-01-12|1997-11-02|1998-02-05|NONE|TRUCK|cept the quickly regular p|7346|0|0|7346|7346|8|
935|175|2|6|1.00|1075.17|0.01|0.08|N|O|1997-12-14|1997-11-22|1998-01-08|DELIVER IN PERSON|TRUCK| instructions. ironic acc|1064|0|0|1064|1064|1|
960|321|9|1|1.00|1221.32|0.07|0.00|A|F|1994-12-24|1994-10-26|1995-01-20|DELIVER IN PERSON|AIR|y ironic packages. quickly even |0|0|0|1136|1136|1|
960|349|14|2|25.00|31233.50|0.06|0.08|R|F|1994-12-01|1994-10-29|1994-12-27|DELIVER IN PERSON|RAIL|ts. fluffily regular requests |0|29359|0|29359|29359|25|
960|525|28|3|32.00|45616.64|0.01|0.08|R|F|1995-01-19|1994-12-17|1995-02-04|DELIVER IN PERSON|FOB|around the blithe, even pl|0|45160|0|45160|45160|32|
961|354|1|1|7.00|8780.45|0.10|0.00|N|O|1995-07-23|1995-07-20|1995-08-11|TAKE BACK RETURN|RAIL|usual dolphins. ironic pearls sleep blit|7902|0|0|7902|7902|7|
961|272|3|2|18.00|21100.86|0.09|0.05|N|O|1995-07-01|1995-08-14|1995-07-04|DELIVER IN PERSON|AIR|rmanent foxes haggle speci|19202|0|0|19202|19202|18|
961|291|22|3|42.00|50034.18|0.06|0.01|N|O|1995-08-24|1995-08-21|1995-09-10|TAKE BACK RETURN|SHIP|ests do cajole blithely. furiously bo|47032|0|0|47032|47032|42|
961|101|22|4|29.00|29031.90|0.00|0.07|N|F|1995-06-10|1995-08-20|1995-06-26|TAKE BACK RETURN|TRUCK|l accounts use blithely against the|29032|0|0|29032|29032|29|
961|76|17|5|38.00|37090.66|0.03|0.05|N|O|1995-08-21|1995-07-19|1995-08-27|NONE|RAIL|he blithely special requests. furiousl|35978|0|0|35978|35978|38|
961|591|22|6|30.00|44747.70|0.09|0.03|N|O|1995-07-06|1995-07-20|1995-07-26|DELIVER IN PERSON|MAIL|warhorses slee|40720|0|0|40720|40720|30|
962|170|21|1|36.00|38526.12|0.01|0.03|R|F|1994-08-09|1994-07-10|1994-09-02|COLLECT COD|TRUCK|al foxes. iron|0|38141|0|38141|38141|36|
962|106|27|2|27.00|27164.70|0.09|0.02|A|F|1994-05-11|1994-07-10|1994-06-03|TAKE BACK RETURN|SHIP|y slyly express deposits. final i|0|0|0|24720|24720|27|
962|239|30|3|3.00|3417.69|0.07|0.08|A|F|1994-05-08|1994-07-06|1994-06-02|DELIVER IN PERSON|FOB|ag furiously. even pa|0|0|0|3178|3178|3|
962|169|2|4|20.00|21383.20|0.04|0.02|R|F|1994-08-26|1994-06-27|1994-09-11|DELIVER IN PERSON|SHIP| deposits use fluffily according to |0|20528|0|20528|20528|20|
962|456|21|5|12.00|16277.40|0.02|0.00|A|F|1994-06-09|1994-06-07|1994-06-11|COLLECT COD|TRUCK|across the furiously regular escapades daz|0|0|0|15952|15952|12|
962|563|14|6|5.00|7317.80|0.02|0.05|A|F|1994-08-29|1994-07-15|1994-09-19|COLLECT COD|TRUCK|efully bold packages run slyly caref|0|0|0|7171|7171|5|
963|580|29|1|7.00|10364.06|0.01|0.00|R|F|1994-09-12|1994-07-18|1994-09-17|DELIVER IN PERSON|REG AIR|s. slyly regular depe|0|10260|0|10260|10260|7|
963|293|10|2|48.00|57277.92|0.10|0.06|R|F|1994-08-25|1994-08-12|1994-09-21|DELIVER IN PERSON|RAIL|ages. quickly express deposits cajole pe|0|51550|0|51550|51550|48|
964|597|28|1|39.00|58406.01|0.04|0.01|N|O|1995-06-21|1995-07-24|1995-06-24|NONE|AIR|se furiously regular instructions. blith|56070|0|0|56070|56070|39|
964|337|8|2|1.00|1237.33|0.02|0.05|N|O|1995-08-20|1995-07-29|1995-09-10|DELIVER IN PERSON|REG AIR|unts. quickly even platelets s|1213|0|0|1213|1213|1|
964|171|4|3|49.00|52487.33|0.01|0.03|N|O|1995-09-06|1995-08-10|1995-10-05|NONE|MAIL|ounts. blithely regular packag|51962|0|0|51962|51962|49|
964|164|27|4|44.00|46823.04|0.05|0.02|N|O|1995-09-18|1995-08-02|1995-10-17|TAKE BACK RETURN|TRUCK|ronic deposit|44482|0|0|44482|44482|44|
965|322|10|1|20.00|24446.40|0.04|0.05|N|F|1995-06-16|1995-07-20|1995-07-06|COLLECT COD|MAIL|kly. carefully pending requ|23469|0|0|23469|23469|20|
965|52|9|2|23.00|21897.15|0.06|0.08|N|O|1995-07-12|1995-07-08|1995-08-11|COLLECT COD|MAIL|ld kindle carefully across th|20583|0|0|20583|20583|23|
966|539|12|1|19.00|27351.07|0.07|0.01|N|O|1998-05-26|1998-07-15|1998-05-29|COLLECT COD|FOB|efully final pinto beans. quickly |25436|0|0|25436|25436|19|
966|350|27|2|42.00|52514.70|0.02|0.06|N|O|1998-06-28|1998-06-20|1998-07-05|NONE|TRUCK|tions boost furiously car|51464|0|0|51464|51464|42|
966|64|23|3|42.00|40490.52|0.06|0.08|N|O|1998-06-15|1998-06-08|1998-07-05|NONE|RAIL|sly ironic asymptotes hagg|38061|0|0|38061|38061|42|
966|13|5|4|20.00|18260.20|0.04|0.01|N|O|1998-07-19|1998-07-15|1998-07-27|NONE|TRUCK|pecial ins|17530|0|0|17530|17530|20|
967|177|22|1|41.00|44163.97|0.05|0.05|R|F|1992-09-21|1992-08-15|1992-10-21|NONE|MAIL|ld foxes wake closely special|0|41956|0|41956|41956|41|
967|254|30|2|4.00|4617.00|0.01|0.02|A|F|1992-07-15|1992-07-27|1992-07-18|DELIVER IN PERSON|REG AIR|platelets hang carefully along |0|0|0|4571|4571|4|
967|395|26|3|10.00|12953.90|0.00|0.02|A|F|1992-09-18|1992-08-06|1992-09-19|DELIVER IN PERSON|MAIL|old pinto beans alongside of the exp|0|0|0|12954|12954|10|
967|444|28|4|49.00|65877.56|0.01|0.04|A|F|1992-09-28|1992-09-15|1992-10-14|NONE|SHIP|the slyly even ideas. carefully even|0|0|0|65219|65219|49|
