7
c_custkey|c_name|c_nationkey|q3_annot|q10_annot|q18_annot|q8_annot|
3419|Customer#000003419|18|0|1|1|1|
3420|Customer#000003420|16|1|1|1|0|
3421|Customer#000003421|3|0|1|1|0|
3422|Customer#000003422|16|0|1|1|0|
3423|Customer#000003423|16|0|1|1|0|
3424|Customer#000003424|5|0|1|1|0|
3425|Customer#000003425|20|0|1|1|0|
3426|Customer#000003426|19|0|1|1|0|
3427|Customer#000003427|4|1|1|1|0|
3428|Customer#000003428|0|0|1|1|0|
3429|Customer#000003429|5|1|1|1|0|
3430|Customer#000003430|3|1|1|1|0|
3431|Customer#000003431|11|0|1|1|0|
3432|Customer#000003432|0|0|1|1|0|
3433|Customer#000003433|24|0|1|1|0|
3434|Customer#000003434|23|0|1|1|0|
3435|Customer#000003435|10|0|1|1|0|
3436|Customer#000003436|15|1|1|1|0|
3437|Customer#000003437|17|0|1|1|0|
3438|Customer#000003438|0|0|1|1|0|
3439|Customer#000003439|5|0|1|1|0|
3440|Customer#000003440|9|0|1|1|1|
3441|Customer#000003441|10|1|1|1|0|
3442|Customer#000003442|1|0|1|1|0|
3443|Customer#000003443|2|0|1|1|0|
3444|Customer#000003444|10|0|1|1|0|
3445|Customer#000003445|10|0|1|1|0|
3446|Customer#000003446|24|0|1|1|0|
3447|Customer#000003447|15|0|1|1|0|
3448|Customer#000003448|7|1|1|1|0|
3449|Customer#000003449|21|0|1|1|1|
3450|Customer#000003450|15|0|1|1|0|
3451|Customer#000003451|5|0|1|1|0|
3452|Customer#000003452|24|0|1|1|0|
3453|Customer#000003453|9|0|1|1|1|
3454|Customer#000003454|13|0|1|1|0|
3455|Customer#000003455|15|0|1|1|0|
3456|Customer#000003456|24|0|1|1|0|
3457|Customer#000003457|0|0|1|1|0|
3458|Customer#000003458|1|0|1|1|0|
3459|Customer#000003459|18|1|1|1|1|
3460|Customer#000003460|23|0|1|1|0|
3461|Customer#000003461|23|0|1|1|0|
3462|Customer#000003462|8|0|1|1|1|
3463|Customer#000003463|22|0|1|1|0|
3464|Customer#000003464|18|0|1|1|1|
3465|Customer#000003465|10|0|1|1|0|
3466|Customer#000003466|16|0|1|1|0|
3467|Customer#000003467|6|0|1|1|0|
3468|Customer#000003468|1|0|1|1|0|
3469|Customer#000003469|23|0|1|1|0|
3470|Customer#000003470|11|0|1|1|0|
3471|Customer#000003471|4|1|1|1|0|
3472|Customer#000003472|5|1|1|1|0|
3473|Customer#000003473|5|0|1|1|0|
3474|Customer#000003474|16|0|1|1|0|
3475|Customer#000003475|24|0|1|1|0|
3476|Customer#000003476|22|0|1|1|0|
3477|Customer#000003477|7|1|1|1|0|
3478|Customer#000003478|22|0|1|1|0|
3479|Customer#000003479|23|0|1|1|0|
3480|Customer#000003480|6|0|1|1|0|
3481|Customer#000003481|22|0|1|1|0|
3482|Customer#000003482|5|0|1|1|0|
3483|Customer#000003483|5|0|1|1|0|
3484|Customer#000003484|6|0|1|1|0|
3485|Customer#000003485|17|0|1|1|0|
3486|Customer#000003486|15|0|1|1|0|
3487|Customer#000003487|18|0|1|1|1|
3488|Customer#000003488|0|0|1|1|0|
3489|Customer#000003489|14|1|1|1|0|
3490|Customer#000003490|13|0|1|1|0|
3491|Customer#000003491|10|0|1|1|0|
3492|Customer#000003492|2|0|1|1|0|
3493|Customer#000003493|11|1|1|1|0|
3494|Customer#000003494|8|0|1|1|1|
3495|Customer#000003495|4|0|1|1|0|
3496|Customer#000003496|2|0|1|1|0|
3497|Customer#000003497|10|0|1|1|0|
3498|Customer#000003498|12|0|1|1|1|
3499|Customer#000003499|22|0|1|1|0|
3500|Customer#000003500|0|0|1|1|0|
3501|Customer#000003501|18|1|1|1|1|
3502|Customer#000003502|12|0|1|1|1|
3503|Customer#000003503|8|1|1|1|1|
3504|Customer#000003504|13|0|1|1|0|
3505|Customer#000003505|4|1|1|1|0|
3506|Customer#000003506|21|0|1|1|1|
3507|Customer#000003507|3|0|1|1|0|
3508|Customer#000003508|16|0|1|1|0|
3509|Customer#000003509|19|0|1|1|0|
3510|Customer#000003510|5|0|1|1|0|
3511|Customer#000003511|11|0|1|1|0|
3512|Customer#000003512|23|0|1|1|0|
3513|Customer#000003513|7|0|1|1|0|
3514|Customer#000003514|23|1|1|1|0|
3515|Customer#000003515|8|0|1|1|1|
3516|Customer#000003516|8|0|1|1|1|
3517|Customer#000003517|5|1|1|1|0|
3518|Customer#000003518|0|0|1|1|0|
3519|Customer#000003519|2|0|1|1|0|
3520|Customer#000003520|5|0|1|1|0|
3521|Customer#000003521|20|0|1|1|0|
3522|Customer#000003522|3|0|1|1|0|
3523|Customer#000003523|23|0|1|1|0|
3524|Customer#000003524|12|0|1|1|1|
3525|Customer#000003525|19|0|1|1|0|
3526|Customer#000003526|15|0|1|1|0|
3527|Customer#000003527|14|0|1|1|0|
3528|Customer#000003528|11|0|1|1|0|
3529|Customer#000003529|15|1|1|1|0|
3530|Customer#000003530|6|0|1|1|0|
3531|Customer#000003531|21|0|1|1|1|
3532|Customer#000003532|18|0|1|1|1|
3533|Customer#000003533|6|0|1|1|0|
3534|Customer#000003534|14|0|1|1|0|
3535|Customer#000003535|17|1|1|1|0|
3536|Customer#000003536|13|1|1|1|0|
3537|Customer#000003537|9|0|1|1|1|
3538|Customer#000003538|24|0|1|1|0|
3539|Customer#000003539|24|1|1|1|0|
3540|Customer#000003540|10|1|1|1|0|
3541|Customer#000003541|16|0|1|1|0|
3542|Customer#000003542|3|0|1|1|0|
3543|Customer#000003543|8|0|1|1|1|
3544|Customer#000003544|9|0|1|1|1|
3545|Customer#000003545|0|1|1|1|0|
3546|Customer#000003546|7|0|1|1|0|
3547|Customer#000003547|10|0|1|1|0|
3548|Customer#000003548|14|0|1|1|0|
3549|Customer#000003549|21|0|1|1|1|
3550|Customer#000003550|15|0|1|1|0|
3551|Customer#000003551|4|0|1|1|0|
3552|Customer#000003552|22|0|1|1|0|
3553|Customer#000003553|14|0|1|1|0|
3554|Customer#000003554|12|1|1|1|1|
3555|Customer#000003555|11|1|1|1|0|
3556|Customer#000003556|22|0|1|1|0|
3557|Customer#000003557|19|1|1|1|0|
3558|Customer#000003558|21|1|1|1|1|
3559|Customer#000003559|23|0|1|1|0|
3560|Customer#000003560|20|1|1|1|0|
3561|Customer#000003561|11|0|1|1|0|
3562|Customer#000003562|4|0|1|1|0|
3563|Customer#000003563|16|0|1|1|0|
3564|Customer#000003564|8|0|1|1|1|
3565|Customer#000003565|18|1|1|1|1|
3566|Customer#000003566|1|1|1|1|0|
3567|Customer#000003567|21|0|1|1|1|
3568|Customer#000003568|4|0|1|1|0|
3569|Customer#000003569|3|1|1|1|0|
3570|Customer#000003570|13|0|1|1|0|
3571|Customer#000003571|17|0|1|1|0|
3572|Customer#000003572|2|1|1|1|0|
3573|Customer#000003573|3|0|1|1|0|
3574|Customer#000003574|14|1|1|1|0|
3575|Customer#000003575|4|0|1|1|0|
3576|Customer#000003576|16|1|1|1|0|
3577|Customer#000003577|0|0|1|1|0|
3578|Customer#000003578|16|0|1|1|0|
3579|Customer#000003579|18|1|1|1|1|
3580|Customer#000003580|7|0|1|1|0|
3581|Customer#000003581|24|0|1|1|0|
3582|Customer#000003582|1|0|1|1|0|
3583|Customer#000003583|11|0|1|1|0|
3584|Customer#000003584|2|1|1|1|0|
3585|Customer#000003585|23|0|1|1|0|
3586|Customer#000003586|1|0|1|1|0|
3587|Customer#000003587|19|1|1|1|0|
3588|Customer#000003588|12|0|1|1|1|
3589|Customer#000003589|3|0|1|1|0|
3590|Customer#000003590|24|0|1|1|0|
3591|Customer#000003591|2|0|1|1|0|
3592|Customer#000003592|1|0|1|1|0|
3593|Customer#000003593|17|0|1|1|0|
3594|Customer#000003594|8|0|1|1|1|
3595|Customer#000003595|2|0|1|1|0|
3596|Customer#000003596|6|0|1|1|0|
3597|Customer#000003597|14|0|1|1|0|
3598|Customer#000003598|5|0|1|1|0|
3599|Customer#000003599|12|0|1|1|1|
3600|Customer#000003600|15|0|1|1|0|
3601|Customer#000003601|16|0|1|1|0|
3602|Customer#000003602|7|0|1|1|0|
3603|Customer#000003603|20|0|1|1|0|
3604|Customer#000003604|10|0|1|1|0|
3605|Customer#000003605|11|1|1|1|0|
3606|Customer#000003606|12|1|1|1|1|
3607|Customer#000003607|21|1|1|1|1|
3608|Customer#000003608|13|0|1|1|0|
3609|Customer#000003609|15|0|1|1|0|
3610|Customer#000003610|4|0|1|1|0|
3611|Customer#000003611|18|0|1|1|1|
3612|Customer#000003612|4|0|1|1|0|
3613|Customer#000003613|11|0|1|1|0|
3614|Customer#000003614|11|0|1|1|0|
3615|Customer#000003615|13|0|1|1|0|
3616|Customer#000003616|17|0|1|1|0|
3617|Customer#000003617|4|0|1|1|0|
3618|Customer#000003618|22|0|1|1|0|
3619|Customer#000003619|14|0|1|1|0|
3620|Customer#000003620|8|0|1|1|1|
3621|Customer#000003621|18|1|1|1|1|
3622|Customer#000003622|24|1|1|1|0|
3623|Customer#000003623|9|0|1|1|1|
3624|Customer#000003624|15|0|1|1|0|
3625|Customer#000003625|17|1|1|1|0|
3626|Customer#000003626|18|1|1|1|1|
3627|Customer#000003627|1|0|1|1|0|
3628|Customer#000003628|6|0|1|1|0|
3629|Customer#000003629|16|0|1|1|0|
3630|Customer#000003630|9|1|1|1|1|
3631|Customer#000003631|18|0|1|1|1|
3632|Customer#000003632|1|0|1|1|0|
3633|Customer#000003633|7|0|1|1|0|
3634|Customer#000003634|22|0|1|1|0|
3635|Customer#000003635|11|1|1|1|0|
3636|Customer#000003636|19|0|1|1|0|
3637|Customer#000003637|0|0|1|1|0|
3638|Customer#000003638|2|0|1|1|0|
3639|Customer#000003639|13|0|1|1|0|
3640|Customer#000003640|8|0|1|1|1|
3641|Customer#000003641|14|0|1|1|0|
3642|Customer#000003642|5|0|1|1|0|
3643|Customer#000003643|6|0|1|1|0|
3644|Customer#000003644|2|1|1|1|0|
3645|Customer#000003645|0|0|1|1|0|
3646|Customer#000003646|9|0|1|1|1|
3647|Customer#000003647|9|0|1|1|1|
3648|Customer#000003648|18|0|1|1|1|
3649|Customer#000003649|10|0|1|1|0|
3650|Customer#000003650|17|0|1|1|0|
3651|Customer#000003651|18|0|1|1|1|
3652|Customer#000003652|24|0|1|1|0|
3653|Customer#000003653|18|0|1|1|1|
3654|Customer#000003654|15|0|1|1|0|
3655|Customer#000003655|18|0|1|1|1|
3656|Customer#000003656|4|0|1|1|0|
3657|Customer#000003657|3|0|1|1|0|
3658|Customer#000003658|3|1|1|1|0|
3659|Customer#000003659|16|0|1|1|0|
3660|Customer#000003660|2|0|1|1|0|
3661|Customer#000003661|21|0|1|1|1|
3662|Customer#000003662|23|0|1|1|0|
3663|Customer#000003663|24|0|1|1|0|
3664|Customer#000003664|9|0|1|1|1|
3665|Customer#000003665|10|0|1|1|0|
3666|Customer#000003666|12|0|1|1|1|
3667|Customer#000003667|14|0|1|1|0|
3668|Customer#000003668|21|0|1|1|1|
3669|Customer#000003669|13|0|1|1|0|
3670|Customer#000003670|15|0|1|1|0|
3671|Customer#000003671|21|0|1|1|1|
3672|Customer#000003672|20|1|1|1|0|
3673|Customer#000003673|2|0|1|1|0|
3674|Customer#000003674|2|0|1|1|0|
3675|Customer#000003675|3|0|1|1|0|
3676|Customer#000003676|10|0|1|1|0|
3677|Customer#000003677|7|0|1|1|0|
3678|Customer#000003678|3|0|1|1|0|
3679|Customer#000003679|2|0|1|1|0|
3680|Customer#000003680|10|0|1|1|0|
3681|Customer#000003681|13|0|1|1|0|
3682|Customer#000003682|22|0|1|1|0|
3683|Customer#000003683|17|1|1|1|0|
3684|Customer#000003684|17|0|1|1|0|
3685|Customer#000003685|2|0|1|1|0|
3686|Customer#000003686|24|1|1|1|0|
3687|Customer#000003687|3|0|1|1|0|
3688|Customer#000003688|8|0|1|1|1|
3689|Customer#000003689|8|0|1|1|1|
3690|Customer#000003690|11|0|1|1|0|
3691|Customer#000003691|10|0|1|1|0|
3692|Customer#000003692|14|0|1|1|0|
3693|Customer#000003693|5|0|1|1|0|
3694|Customer#000003694|23|0|1|1|0|
3695|Customer#000003695|8|0|1|1|1|
3696|Customer#000003696|21|0|1|1|1|
3697|Customer#000003697|8|0|1|1|1|
3698|Customer#000003698|7|0|1|1|0|
3699|Customer#000003699|4|0|1|1|0|
3700|Customer#000003700|24|0|1|1|0|
3701|Customer#000003701|4|0|1|1|0|
3702|Customer#000003702|15|0|1|1|0|
3703|Customer#000003703|5|0|1|1|0|
3704|Customer#000003704|13|0|1|1|0|
3705|Customer#000003705|20|0|1|1|0|
3706|Customer#000003706|15|1|1|1|0|
3707|Customer#000003707|24|1|1|1|0|
3708|Customer#000003708|22|0|1|1|0|
3709|Customer#000003709|13|0|1|1|0|
3710|Customer#000003710|9|0|1|1|1|
3711|Customer#000003711|0|0|1|1|0|
3712|Customer#000003712|15|0|1|1|0|
3713|Customer#000003713|16|0|1|1|0|
3714|Customer#000003714|19|0|1|1|0|
3715|Customer#000003715|6|0|1|1|0|
3716|Customer#000003716|20|1|1|1|0|
3717|Customer#000003717|10|0|1|1|0|
3718|Customer#000003718|0|0|1|1|0|
3719|Customer#000003719|19|1|1|1|0|
3720|Customer#000003720|15|0|1|1|0|
3721|Customer#000003721|13|0|1|1|0|
3722|Customer#000003722|20|0|1|1|0|
3723|Customer#000003723|0|1|1|1|0|
3724|Customer#000003724|23|0|1|1|0|
3725|Customer#000003725|10|1|1|1|0|
3726|Customer#000003726|3|1|1|1|0|
3727|Customer#000003727|6|0|1|1|0|
3728|Customer#000003728|6|0|1|1|0|
3729|Customer#000003729|11|0|1|1|0|
3730|Customer#000003730|14|0|1|1|0|
3731|Customer#000003731|12|0|1|1|1|
3732|Customer#000003732|4|1|1|1|0|
3733|Customer#000003733|16|0|1|1|0|
3734|Customer#000003734|4|0|1|1|0|
3735|Customer#000003735|17|0|1|1|0|
3736|Customer#000003736|23|0|1|1|0|
3737|Customer#000003737|0|0|1|1|0|
3738|Customer#000003738|10|1|1|1|0|
3739|Customer#000003739|22|0|1|1|0|
3740|Customer#000003740|3|1|1|1|0|
3741|Customer#000003741|15|1|1|1|0|
3742|Customer#000003742|6|0|1|1|0|
3743|Customer#000003743|5|0|1|1|0|
3744|Customer#000003744|0|0|1|1|0|
3745|Customer#000003745|2|0|1|1|0|
3746|Customer#000003746|5|1|1|1|0|
3747|Customer#000003747|14|1|1|1|0|
3748|Customer#000003748|22|0|1|1|0|
3749|Customer#000003749|8|0|1|1|1|
3750|Customer#000003750|23|1|1|1|0|
3751|Customer#000003751|16|0|1|1|0|
3752|Customer#000003752|19|0|1|1|0|
3753|Customer#000003753|22|0|1|1|0|
3754|Customer#000003754|23|0|1|1|0|
3755|Customer#000003755|12|0|1|1|1|
3756|Customer#000003756|9|0|1|1|1|
3757|Customer#000003757|7|0|1|1|0|
3758|Customer#000003758|3|0|1|1|0|
3759|Customer#000003759|14|0|1|1|0|
3760|Customer#000003760|21|0|1|1|1|
3761|Customer#000003761|8|0|1|1|1|
3762|Customer#000003762|3|1|1|1|0|
3763|Customer#000003763|0|0|1|1|0|
3764|Customer#000003764|6|0|1|1|0|
3765|Customer#000003765|18|0|1|1|1|
3766|Customer#000003766|4|1|1|1|0|
3767|Customer#000003767|16|0|1|1|0|
3768|Customer#000003768|17|0|1|1|0|
3769|Customer#000003769|12|1|1|1|1|
3770|Customer#000003770|15|0|1|1|0|
3771|Customer#000003771|20|1|1|1|0|
3772|Customer#000003772|5|0|1|1|0|
3773|Customer#000003773|15|0|1|1|0|
3774|Customer#000003774|20|0|1|1|0|
3775|Customer#000003775|11|0|1|1|0|
3776|Customer#000003776|15|0|1|1|0|
3777|Customer#000003777|11|0|1|1|0|
3778|Customer#000003778|6|0|1|1|0|
3779|Customer#000003779|0|0|1|1|0|
3780|Customer#000003780|15|0|1|1|0|
3781|Customer#000003781|0|0|1|1|0|
3782|Customer#000003782|17|0|1|1|0|
3783|Customer#000003783|22|0|1|1|0|
3784|Customer#000003784|11|0|1|1|0|
3785|Customer#000003785|12|0|1|1|1|
3786|Customer#000003786|5|0|1|1|0|
3787|Customer#000003787|22|0|1|1|0|
3788|Customer#000003788|5|0|1|1|0|
3789|Customer#000003789|21|1|1|1|1|
3790|Customer#000003790|12|0|1|1|1|
3791|Customer#000003791|3|0|1|1|0|
3792|Customer#000003792|5|0|1|1|0|
3793|Customer#000003793|16|1|1|1|0|
3794|Customer#000003794|17|0|1|1|0|
3795|Customer#000003795|5|0|1|1|0|
3796|Customer#000003796|6|0|1|1|0|
3797|Customer#000003797|2|0|1|1|0|
3798|Customer#000003798|11|0|1|1|0|
3799|Customer#000003799|19|0|1|1|0|
3800|Customer#000003800|5|0|1|1|0|
3801|Customer#000003801|16|0|1|1|0|
3802|Customer#000003802|14|0|1|1|0|
3803|Customer#000003803|11|1|1|1|0|
3804|Customer#000003804|20|0|1|1|0|
3805|Customer#000003805|22|1|1|1|0|
3806|Customer#000003806|18|0|1|1|1|
3807|Customer#000003807|3|0|1|1|0|
3808|Customer#000003808|1|0|1|1|0|
3809|Customer#000003809|23|0|1|1|0|
3810|Customer#000003810|18|0|1|1|1|
3811|Customer#000003811|22|0|1|1|0|
3812|Customer#000003812|14|0|1|1|0|
3813|Customer#000003813|6|0|1|1|0|
3814|Customer#000003814|20|1|1|1|0|
3815|Customer#000003815|19|0|1|1|0|
3816|Customer#000003816|6|1|1|1|0|
3817|Customer#000003817|16|1|1|1|0|
3818|Customer#000003818|7|1|1|1|0|
3819|Customer#000003819|4|0|1|1|0|
3820|Customer#000003820|5|0|1|1|0|
3821|Customer#000003821|6|1|1|1|0|
3822|Customer#000003822|17|0|1|1|0|
3823|Customer#000003823|10|0|1|1|0|
3824|Customer#000003824|4|0|1|1|0|
3825|Customer#000003825|14|0|1|1|0|
3826|Customer#000003826|19|0|1|1|0|
3827|Customer#000003827|15|0|1|1|0|
3828|Customer#000003828|20|0|1|1|0|
3829|Customer#000003829|9|0|1|1|1|
3830|Customer#000003830|23|0|1|1|0|
3831|Customer#000003831|16|1|1|1|0|
3832|Customer#000003832|1|0|1|1|0|
3833|Customer#000003833|5|1|1|1|0|
3834|Customer#000003834|24|0|1|1|0|
3835|Customer#000003835|7|0|1|1|0|
3836|Customer#000003836|13|1|1|1|0|
3837|Customer#000003837|22|0|1|1|0|
3838|Customer#000003838|18|1|1|1|1|
3839|Customer#000003839|16|0|1|1|0|
3840|Customer#000003840|23|0|1|1|0|
3841|Customer#000003841|18|0|1|1|1|
3842|Customer#000003842|11|0|1|1|0|
3843|Customer#000003843|2|0|1|1|0|
3844|Customer#000003844|1|0|1|1|0|
3845|Customer#000003845|7|0|1|1|0|
3846|Customer#000003846|0|0|1|1|0|
3847|Customer#000003847|16|0|1|1|0|
3848|Customer#000003848|9|0|1|1|1|
3849|Customer#000003849|19|0|1|1|0|
3850|Customer#000003850|1|0|1|1|0|
3851|Customer#000003851|14|0|1|1|0|
3852|Customer#000003852|11|0|1|1|0|
3853|Customer#000003853|2|0|1|1|0|
3854|Customer#000003854|12|0|1|1|1|
3855|Customer#000003855|18|1|1|1|1|
3856|Customer#000003856|20|0|1|1|0|
3857|Customer#000003857|12|0|1|1|1|
3858|Customer#000003858|5|0|1|1|0|
3859|Customer#000003859|19|0|1|1|0|
3860|Customer#000003860|16|0|1|1|0|
3861|Customer#000003861|10|0|1|1|0|
3862|Customer#000003862|20|1|1|1|0|
3863|Customer#000003863|12|0|1|1|1|
3864|Customer#000003864|14|1|1|1|0|
3865|Customer#000003865|9|0|1|1|1|
3866|Customer#000003866|0|0|1|1|0|
3867|Customer#000003867|22|0|1|1|0|
3868|Customer#000003868|12|0|1|1|1|
3869|Customer#000003869|13|0|1|1|0|
3870|Customer#000003870|18|1|1|1|1|
3871|Customer#000003871|23|1|1|1|0|
3872|Customer#000003872|21|0|1|1|1|
3873|Customer#000003873|8|0|1|1|1|
3874|Customer#000003874|14|0|1|1|0|
3875|Customer#000003875|6|0|1|1|0|
3876|Customer#000003876|17|0|1|1|0|
3877|Customer#000003877|23|1|1|1|0|
3878|Customer#000003878|3|1|1|1|0|
3879|Customer#000003879|11|0|1|1|0|
3880|Customer#000003880|18|0|1|1|1|
3881|Customer#000003881|9|0|1|1|1|
3882|Customer#000003882|7|0|1|1|0|
3883|Customer#000003883|15|0|1|1|0|
3884|Customer#000003884|5|1|1|1|0|
3885|Customer#000003885|11|0|1|1|0|
3886|Customer#000003886|12|0|1|1|1|
3887|Customer#000003887|6|0|1|1|0|
3888|Customer#000003888|10|1|1|1|0|
3889|Customer#000003889|15|1|1|1|0|
3890|Customer#000003890|17|0|1|1|0|
3891|Customer#000003891|1|0|1|1|0|
3892|Customer#000003892|3|1|1|1|0|
3893|Customer#000003893|13|0|1|1|0|
3894|Customer#000003894|4|0|1|1|0|
3895|Customer#000003895|19|1|1|1|0|
3896|Customer#000003896|24|0|1|1|0|
3897|Customer#000003897|20|0|1|1|0|
3898|Customer#000003898|6|0|1|1|0|
3899|Customer#000003899|17|0|1|1|0|
3900|Customer#000003900|6|0|1|1|0|
3901|Customer#000003901|0|0|1|1|0|
3902|Customer#000003902|4|0|1|1|0|
3903|Customer#000003903|3|0|1|1|0|
3904|Customer#000003904|6|0|1|1|0|
3905|Customer#000003905|16|0|1|1|0|
3906|Customer#000003906|14|0|1|1|0|
3907|Customer#000003907|12|0|1|1|1|
3908|Customer#000003908|7|0|1|1|0|
3909|Customer#000003909|18|1|1|1|1|
3910|Customer#000003910|12|0|1|1|1|
3911|Customer#000003911|5|0|1|1|0|
3912|Customer#000003912|21|0|1|1|1|
3913|Customer#000003913|20|1|1|1|0|
3914|Customer#000003914|2|1|1|1|0|
3915|Customer#000003915|23|0|1|1|0|
3916|Customer#000003916|9|0|1|1|1|
3917|Customer#000003917|3|1|1|1|0|
3918|Customer#000003918|5|1|1|1|0|
3919|Customer#000003919|4|0|1|1|0|
3920|Customer#000003920|3|0|1|1|0|
3921|Customer#000003921|9|0|1|1|1|
3922|Customer#000003922|12|1|1|1|1|
3923|Customer#000003923|14|0|1|1|0|
3924|Customer#000003924|8|1|1|1|1|
3925|Customer#000003925|12|0|1|1|1|
3926|Customer#000003926|16|0|1|1|0|
3927|Customer#000003927|22|0|1|1|0|
3928|Customer#000003928|19|0|1|1|0|
3929|Customer#000003929|1|0|1|1|0|
3930|Customer#000003930|7|1|1|1|0|
3931|Customer#000003931|14|0|1|1|0|
3932|Customer#000003932|2|0|1|1|0|
3933|Customer#000003933|23|0|1|1|0|
3934|Customer#000003934|19|1|1|1|0|
3935|Customer#000003935|6|1|1|1|0|
3936|Customer#000003936|17|0|1|1|0|
3937|Customer#000003937|15|0|1|1|0|
3938|Customer#000003938|24|0|1|1|0|
3939|Customer#000003939|15|0|1|1|0|
3940|Customer#000003940|22|0|1|1|0|
3941|Customer#000003941|6|0|1|1|0|
3942|Customer#000003942|5|0|1|1|0|
3943|Customer#000003943|18|1|1|1|1|
3944|Customer#000003944|17|0|1|1|0|
3945|Customer#000003945|1|1|1|1|0|
3946|Customer#000003946|7|0|1|1|0|
3947|Customer#000003947|5|0|1|1|0|
3948|Customer#000003948|8|0|1|1|1|
3949|Customer#000003949|19|0|1|1|0|
3950|Customer#000003950|22|0|1|1|0|
3951|Customer#000003951|2|0|1|1|0|
3952|Customer#000003952|18|0|1|1|1|
3953|Customer#000003953|7|0|1|1|0|
3954|Customer#000003954|5|0|1|1|0|
3955|Customer#000003955|10|0|1|1|0|
3956|Customer#000003956|8|0|1|1|1|
3957|Customer#000003957|5|0|1|1|0|
3958|Customer#000003958|18|0|1|1|1|
3959|Customer#000003959|23|0|1|1|0|
3960|Customer#000003960|19|0|1|1|0|
3961|Customer#000003961|1|0|1|1|0|
3962|Customer#000003962|1|0|1|1|0|
3963|Customer#000003963|6|0|1|1|0|
3964|Customer#000003964|7|1|1|1|0|
3965|Customer#000003965|6|0|1|1|0|
3966|Customer#000003966|4|0|1|1|0|
3967|Customer#000003967|7|0|1|1|0|
3968|Customer#000003968|15|0|1|1|0|
3969|Customer#000003969|5|0|1|1|0|
3970|Customer#000003970|11|0|1|1|0|
3971|Customer#000003971|16|0|1|1|0|
3972|Customer#000003972|7|0|1|1|0|
3973|Customer#000003973|15|0|1|1|0|
3974|Customer#000003974|21|1|1|1|1|
3975|Customer#000003975|16|0|1|1|0|
3976|Customer#000003976|1|0|1|1|0|
3977|Customer#000003977|11|1|1|1|0|
3978|Customer#000003978|5|0|1|1|0|
3979|Customer#000003979|23|0|1|1|0|
3980|Customer#000003980|10|0|1|1|0|
3981|Customer#000003981|5|1|1|1|0|
3982|Customer#000003982|22|0|1|1|0|
3983|Customer#000003983|14|0|1|1|0|
3984|Customer#000003984|5|1|1|1|0|
3985|Customer#000003985|14|0|1|1|0|
3986|Customer#000003986|8|0|1|1|1|
3987|Customer#000003987|1|0|1|1|0|
3988|Customer#000003988|4|1|1|1|0|
3989|Customer#000003989|23|1|1|1|0|
3990|Customer#000003990|10|1|1|1|0|
3991|Customer#000003991|13|0|1|1|0|
3992|Customer#000003992|13|0|1|1|0|
3993|Customer#000003993|22|0|1|1|0|
3994|Customer#000003994|7|0|1|1|0|
3995|Customer#000003995|14|0|1|1|0|
3996|Customer#000003996|4|0|1|1|0|
3997|Customer#000003997|15|0|1|1|0|
3998|Customer#000003998|1|0|1|1|0|
3999|Customer#000003999|16|0|1|1|0|
4000|Customer#000004000|7|0|1|1|0|
4001|Customer#000004001|1|1|1|1|0|
4002|Customer#000004002|9|1|1|1|1|
4003|Customer#000004003|14|0|1|1|0|
4004|Customer#000004004|10|0|1|1|0|
4005|Customer#000004005|5|0|1|1|0|
4006|Customer#000004006|6|0|1|1|0|
4007|Customer#000004007|8|0|1|1|1|
4008|Customer#000004008|24|0|1|1|0|
4009|Customer#000004009|7|0|1|1|0|
4010|Customer#000004010|21|0|1|1|1|
4011|Customer#000004011|5|1|1|1|0|
4012|Customer#000004012|15|0|1|1|0|
4013|Customer#000004013|12|0|1|1|1|
4014|Customer#000004014|16|0|1|1|0|
4015|Customer#000004015|8|0|1|1|1|
4016|Customer#000004016|9|0|1|1|1|
4017|Customer#000004017|5|0|1|1|0|
4018|Customer#000004018|1|0|1|1|0|
4019|Customer#000004019|20|0|1|1|0|
4020|Customer#000004020|14|0|1|1|0|
4021|Customer#000004021|2|0|1|1|0|
4022|Customer#000004022|12|0|1|1|1|
4023|Customer#000004023|0|0|1|1|0|
4024|Customer#000004024|24|0|1|1|0|
4025|Customer#000004025|6|0|1|1|0|
4026|Customer#000004026|7|1|1|1|0|
4027|Customer#000004027|14|0|1|1|0|
4028|Customer#000004028|7|0|1|1|0|
4029|Customer#000004029|16|0|1|1|0|
4030|Customer#000004030|8|0|1|1|1|
4031|Customer#000004031|17|0|1|1|0|
4032|Customer#000004032|18|0|1|1|1|
4033|Customer#000004033|12|0|1|1|1|
4034|Customer#000004034|21|0|1|1|1|
4035|Customer#000004035|11|0|1|1|0|
4036|Customer#000004036|2|0|1|1|0|
4037|Customer#000004037|23|0|1|1|0|
4038|Customer#000004038|14|0|1|1|0|
4039|Customer#000004039|6|0|1|1|0|
4040|Customer#000004040|19|0|1|1|0|
4041|Customer#000004041|19|0|1|1|0|
4042|Customer#000004042|0|1|1|1|0|
4043|Customer#000004043|24|0|1|1|0|
4044|Customer#000004044|16|0|1|1|0|
4045|Customer#000004045|24|0|1|1|0|
4046|Customer#000004046|20|0|1|1|0|
4047|Customer#000004047|8|0|1|1|1|
4048|Customer#000004048|14|0|1|1|0|
4049|Customer#000004049|19|1|1|1|0|
4050|Customer#000004050|14|0|1|1|0|
4051|Customer#000004051|11|0|1|1|0|
4052|Customer#000004052|22|0|1|1|0|
