5
ps_partkey|ps_suppkey|ps_supplycost|q9_annot1|q9_annot2|
4737|500|164.46|1|164|
4737|738|428.61|1|429|
4737|992|38.33|1|38|
4738|247|140.57|1|141|
4738|501|143.10|1|143|
4738|739|41.79|1|42|
4738|993|360.50|1|361|
4739|248|613.72|1|614|
4739|502|348.12|1|348|
4739|740|804.77|1|805|
4739|994|442.08|1|442|
4740|249|164.20|1|164|
4740|503|621.86|1|622|
4740|741|835.49|1|835|
4740|995|256.66|1|257|
4741|250|879.13|1|879|
4741|504|465.32|1|465|
4741|742|260.08|1|260|
4741|996|704.70|1|705|
4742|251|414.05|1|414|
4742|505|138.22|1|138|
4742|743|663.32|1|663|
4742|997|694.98|1|695|
4743|252|182.40|1|182|
4743|506|902.62|1|903|
4743|744|545.36|1|545|
4743|998|128.62|1|129|
4744|253|9.10|1|9|
4744|507|385.14|1|385|
4744|745|698.19|1|698|
4744|999|430.81|1|431|
4745|254|996.89|1|997|
4745|508|652.62|1|653|
4745|746|721.66|1|722|
4745|1000|181.69|1|182|
4746|1|795.99|1|796|
4746|255|675.19|1|675|
4746|509|409.58|1|410|
4746|747|746.66|1|747|
4747|2|733.70|1|734|
4747|256|694.80|1|695|
4747|510|285.26|1|285|
4747|748|922.84|1|923|
4748|3|582.35|1|582|
4748|257|474.74|1|475|
4748|511|103.10|1|103|
4748|749|382.58|1|383|
4749|4|637.05|1|637|
4749|258|747.61|1|748|
4749|512|739.70|1|740|
4749|750|771.73|1|772|
4750|5|659.16|1|659|
4750|259|670.99|1|671|
4750|513|699.54|1|700|
4750|751|642.63|1|643|
4751|6|213.19|1|213|
4751|260|896.19|1|896|
4751|514|520.78|1|521|
4751|752|999.07|1|999|
4752|7|413.49|1|413|
4752|261|741.87|1|742|
4752|515|142.64|1|143|
4752|753|736.00|1|736|
4753|8|232.72|1|233|
4753|262|515.31|1|515|
4753|516|721.00|1|721|
4753|754|49.27|1|49|
4754|9|943.96|1|944|
4754|263|67.84|1|68|
4754|517|532.95|1|533|
4754|755|193.16|1|193|
4755|10|657.15|1|657|
4755|264|980.16|1|980|
4755|518|64.34|1|64|
4755|756|349.95|1|350|
4756|11|350.91|1|351|
4756|265|794.88|1|795|
4756|519|58.69|1|59|
4756|757|766.60|1|767|
4757|12|917.38|1|917|
4757|266|935.13|1|935|
4757|520|571.88|1|572|
4757|758|659.65|1|660|
4758|13|202.18|1|202|
4758|267|596.38|1|596|
4758|521|601.19|1|601|
4758|759|398.36|1|398|
4759|14|685.45|1|685|
4759|268|112.43|1|112|
4759|522|804.08|1|804|
4759|760|486.72|1|487|
4760|15|869.20|1|869|
4760|269|319.69|1|320|
4760|523|664.08|1|664|
4760|761|744.05|1|744|
4761|16|502.26|1|502|
4761|270|104.48|1|104|
4761|524|38.04|1|38|
4761|762|508.41|1|508|
4762|17|534.40|1|534|
4762|271|783.87|1|784|
4762|525|866.11|1|866|
4762|763|256.38|1|256|
4763|18|2.03|1|2|
4763|272|384.38|1|384|
4763|526|972.76|1|973|
4763|764|354.96|1|355|
4764|19|42.33|1|42|
4764|273|400.23|1|400|
4764|527|546.98|1|547|
4764|765|674.28|1|674|
4765|20|53.89|1|54|
4765|274|911.51|1|912|
4765|528|232.68|1|233|
4765|766|514.09|1|514|
4766|21|738.16|1|738|
4766|275|776.74|1|777|
4766|529|846.05|1|846|
4766|767|761.22|1|761|
4767|22|945.79|1|946|
4767|276|917.86|1|918|
4767|530|50.50|1|51|
4767|768|861.21|1|861|
4768|23|574.72|1|575|
4768|277|80.18|1|80|
4768|531|127.34|1|127|
4768|769|791.94|1|792|
4769|24|3.92|1|4|
4769|278|128.56|1|129|
4769|532|136.13|1|136|
4769|770|551.05|1|551|
4770|25|67.69|1|68|
4770|279|36.41|1|36|
4770|533|823.56|1|824|
4770|771|484.60|1|485|
4771|26|280.31|1|280|
4771|280|78.93|1|79|
4771|534|181.91|1|182|
4771|772|512.43|1|512|
4772|27|970.20|1|970|
4772|281|502.08|1|502|
4772|535|87.68|1|88|
4772|773|624.70|1|625|
4773|28|583.72|1|584|
4773|282|585.30|1|585|
4773|536|63.12|1|63|
4773|774|429.53|1|430|
4774|29|161.03|1|161|
4774|283|376.97|1|377|
4774|537|357.44|1|357|
4774|775|107.22|1|107|
4775|30|895.25|1|895|
4775|284|651.62|1|652|
4775|538|849.75|1|850|
4775|776|771.75|1|772|
4776|31|764.30|1|764|
4776|285|579.25|1|579|
4776|539|301.34|1|301|
4776|777|105.12|1|105|
4777|32|297.61|1|298|
4777|286|195.08|1|195|
4777|540|293.62|1|294|
4777|778|827.65|1|828|
4778|33|213.28|1|213|
4778|287|451.53|1|452|
4778|541|659.17|1|659|
4778|779|942.06|1|942|
4779|34|269.95|1|270|
4779|288|739.99|1|740|
4779|542|639.54|1|640|
4779|780|867.65|1|868|
4780|35|1.71|1|2|
4780|289|49.91|1|50|
4780|543|897.24|1|897|
4780|781|590.82|1|591|
4781|36|472.73|1|473|
4781|290|276.80|1|277|
4781|544|112.85|1|113|
4781|782|85.01|1|85|
4782|37|313.70|1|314|
4782|291|912.95|1|913|
4782|545|493.37|1|493|
4782|783|786.40|1|786|
4783|38|165.79|1|166|
4783|292|403.76|1|404|
4783|546|939.67|1|940|
4783|784|487.88|1|488|
4784|39|457.99|1|458|
4784|293|296.57|1|297|
4784|547|619.79|1|620|
4784|785|5.84|1|6|
4785|40|897.40|1|897|
4785|294|852.35|1|852|
4785|548|941.01|1|941|
4785|786|431.04|1|431|
4786|41|618.86|1|619|
4786|295|697.92|1|698|
4786|549|768.91|1|769|
4786|787|567.32|1|567|
4787|42|476.23|1|476|
4787|296|154.69|1|155|
4787|550|760.87|1|761|
4787|788|77.05|1|77|
4788|43|797.04|1|797|
4788|297|307.84|1|308|
4788|551|233.41|1|233|
4788|789|869.58|1|870|
4789|44|751.34|1|751|
4789|298|585.39|1|585|
4789|552|661.42|1|661|
4789|790|89.01|1|89|
4790|45|305.79|1|306|
4790|299|763.94|1|764|
4790|553|572.76|1|573|
4790|791|750.55|1|751|
4791|46|922.14|1|922|
4791|300|997.47|1|997|
4791|554|388.73|1|389|
4791|792|258.19|1|258|
4792|47|704.78|1|705|
4792|301|266.70|1|267|
4792|555|197.79|1|198|
4792|793|124.97|1|125|
4793|48|295.81|1|296|
4793|302|825.16|1|825|
4793|556|428.05|1|428|
4793|794|771.59|1|772|
4794|49|496.79|1|497|
4794|303|53.68|1|54|
4794|557|374.09|1|374|
4794|795|651.00|1|651|
4795|50|841.61|1|842|
4795|304|194.66|1|195|
4795|558|151.08|1|151|
4795|796|785.77|1|786|
4796|51|60.97|1|61|
4796|305|78.20|1|78|
4796|559|901.84|1|902|
4796|797|32.92|1|33|
4797|52|377.21|1|377|
4797|306|287.51|1|288|
4797|560|209.55|1|210|
4797|798|518.27|1|518|
4798|53|897.82|1|898|
4798|307|852.48|1|852|
4798|561|22.70|1|23|
4798|799|596.88|1|597|
4799|54|139.53|1|140|
4799|308|632.61|1|633|
4799|562|995.79|1|996|
4799|800|124.88|1|125|
4800|55|87.59|1|88|
4800|309|879.65|1|880|
4800|563|258.90|1|259|
4800|801|99.02|1|99|
4801|56|344.32|1|344|
4801|310|979.77|1|980|
4801|564|496.82|1|497|
4801|802|865.75|1|866|
4802|57|436.18|1|436|
4802|311|386.89|1|387|
4802|565|135.24|1|135|
4802|803|671.74|1|672|
4803|58|874.05|1|874|
4803|312|908.96|1|909|
4803|566|316.59|1|317|
4803|804|444.53|1|445|
4804|59|375.79|1|376|
4804|313|357.65|1|358|
4804|567|241.55|1|242|
4804|805|458.71|1|459|
4805|60|134.96|1|135|
4805|314|738.99|1|739|
4805|568|698.30|1|698|
4805|806|98.31|1|98|
4806|61|563.78|1|564|
4806|315|132.06|1|132|
4806|569|18.52|1|19|
4806|807|211.92|1|212|
4807|62|379.31|1|379|
4807|316|702.04|1|702|
4807|570|92.50|1|93|
4807|808|898.62|1|899|
4808|63|978.05|1|978|
4808|317|690.54|1|691|
4808|571|638.00|1|638|
4808|809|372.85|1|373|
4809|64|613.20|1|613|
4809|318|533.53|1|534|
4809|572|191.46|1|191|
4809|810|729.17|1|729|
4810|65|204.98|1|205|
4810|319|717.24|1|717|
4810|573|789.71|1|790|
4810|811|296.13|1|296|
4811|66|565.26|1|565|
4811|320|963.53|1|964|
4811|574|397.69|1|398|
4811|812|987.68|1|988|
4812|67|841.09|1|841|
4812|321|402.69|1|403|
4812|575|912.94|1|913|
4812|813|781.14|1|781|
4813|68|517.53|1|518|
4813|322|935.67|1|936|
4813|576|662.20|1|662|
4813|814|282.77|1|283|
4814|69|339.82|1|340|
4814|323|311.40|1|311|
4814|577|75.64|1|76|
4814|815|854.22|1|854|
4815|70|477.84|1|478|
4815|324|269.57|1|270|
4815|578|372.85|1|373|
4815|816|770.95|1|771|
4816|71|367.72|1|368|
4816|325|629.71|1|630|
4816|579|223.68|1|224|
4816|817|889.47|1|889|
4817|72|725.76|1|726|
4817|326|175.97|1|176|
4817|580|758.43|1|758|
4817|818|360.65|1|361|
4818|73|646.79|1|647|
4818|327|711.24|1|711|
4818|581|1.16|1|1|
4818|819|776.13|1|776|
4819|74|262.22|1|262|
4819|328|677.08|1|677|
4819|582|278.44|1|278|
4819|820|727.73|1|728|
4820|75|182.45|1|182|
4820|329|813.72|1|814|
4820|583|959.55|1|960|
4820|821|718.69|1|719|
4821|76|800.97|1|801|
4821|330|556.94|1|557|
4821|584|9.57|1|10|
4821|822|401.55|1|402|
4822|77|208.45|1|208|
4822|331|113.39|1|113|
4822|585|869.01|1|869|
4822|823|269.02|1|269|
4823|78|779.63|1|780|
4823|332|437.77|1|438|
4823|586|186.38|1|186|
4823|824|205.40|1|205|
4824|79|856.54|1|857|
4824|333|415.74|1|416|
4824|587|466.76|1|467|
4824|825|774.90|1|775|
4825|80|45.30|1|45|
4825|334|305.30|1|305|
4825|588|489.28|1|489|
4825|826|930.58|1|931|
4826|81|416.79|1|417|
4826|335|258.56|1|259|
4826|589|206.63|1|207|
4826|827|696.17|1|696|
4827|82|146.56|1|147|
4827|336|856.52|1|857|
4827|590|986.65|1|987|
4827|828|556.47|1|556|
4828|83|273.03|1|273|
4828|337|574.10|1|574|
4828|591|700.36|1|700|
4828|829|378.34|1|378|
4829|84|862.14|1|862|
4829|338|536.83|1|537|
4829|592|741.97|1|742|
4829|830|816.62|1|817|
4830|85|667.11|1|667|
4830|339|541.54|1|542|
4830|593|11.76|1|12|
4830|831|965.75|1|966|
4831|86|193.62|1|194|
4831|340|598.02|1|598|
4831|594|132.31|1|132|
4831|832|60.80|1|61|
4832|87|659.65|1|660|
4832|341|49.91|1|50|
4832|595|926.89|1|927|
4832|833|202.06|1|202|
4833|88|727.86|1|728|
4833|342|477.90|1|478|
4833|596|365.96|1|366|
4833|834|875.52|1|876|
4834|89|706.50|1|707|
4834|343|168.70|1|169|
4834|597|385.44|1|385|
4834|835|80.33|1|80|
4835|90|405.43|1|405|
4835|344|31.01|1|31|
4835|598|960.25|1|960|
4835|836|842.99|1|843|
4836|91|184.78|1|185|
4836|345|919.08|1|919|
4836|599|618.26|1|618|
4836|837|103.18|1|103|
4837|92|809.64|1|810|
4837|346|318.65|1|319|
4837|600|48.71|1|49|
4837|838|622.37|1|622|
4838|93|18.88|1|19|
4838|347|912.89|1|913|
4838|601|434.09|1|434|
4838|839|809.20|1|809|
4839|94|207.36|1|207|
4839|348|814.74|1|815|
4839|602|230.96|1|231|
4839|840|190.86|1|191|
4840|95|733.69|1|734|
4840|349|562.55|1|563|
4840|603|454.94|1|455|
4840|841|784.40|1|784|
4841|96|973.63|1|974|
4841|350|249.91|1|250|
4841|604|626.90|1|627|
4841|842|74.46|1|74|
4842|97|319.54|1|320|
4842|351|128.81|1|129|
4842|605|344.45|1|344|
4842|843|59.80|1|60|
4843|98|251.04|1|251|
4843|352|723.07|1|723|
4843|606|946.61|1|947|
4843|844|89.04|1|89|
4844|99|863.48|1|863|
4844|353|76.32|1|76|
4844|607|313.87|1|314|
4844|845|749.22|1|749|
4845|100|843.46|1|843|
4845|354|384.45|1|384|
4845|608|69.06|1|69|
4845|846|643.77|1|644|
4846|101|829.26|1|829|
4846|355|448.59|1|449|
4846|609|248.13|1|248|
4846|847|98.29|1|98|
4847|102|559.01|1|559|
4847|356|853.94|1|854|
4847|610|595.17|1|595|
4847|848|698.50|1|699|
4848|103|839.33|1|839|
4848|357|850.35|1|850|
4848|611|249.38|1|249|
4848|849|183.59|1|184|
4849|104|596.96|1|597|
4849|358|346.59|1|347|
4849|612|131.66|1|132|
4849|850|677.70|1|678|
4850|105|579.44|1|579|
4850|359|519.83|1|520|
4850|613|716.20|1|716|
4850|851|253.71|1|254|
4851|106|940.85|1|941|
4851|360|811.00|1|811|
4851|614|192.57|1|193|
4851|852|320.42|1|320|
4852|107|749.02|1|749|
4852|361|495.68|1|496|
4852|615|342.02|1|342|
4852|853|17.56|1|18|
4853|108|514.47|1|514|
4853|362|602.64|1|603|
4853|616|889.56|1|890|
4853|854|251.86|1|252|
4854|109|199.77|1|200|
4854|363|149.42|1|149|
4854|617|79.57|1|80|
4854|855|900.16|1|900|
4855|110|149.74|1|150|
4855|364|481.77|1|482|
4855|618|366.36|1|366|
4855|856|909.90|1|910|
4856|111|877.99|1|878|
4856|365|319.76|1|320|
4856|619|851.23|1|851|
4856|857|792.25|1|792|
4857|112|385.81|1|386|
4857|366|915.19|1|915|
4857|620|155.51|1|156|
4857|858|106.64|1|107|
4858|113|672.99|1|673|
4858|367|350.50|1|351|
4858|621|923.78|1|924|
4858|859|554.24|1|554|
4859|114|102.11|1|102|
4859|368|42.53|1|43|
4859|622|725.67|1|726|
4859|860|613.95|1|614|
4860|115|706.32|1|706|
4860|369|216.74|1|217|
4860|623|619.97|1|620|
4860|861|609.23|1|609|
4861|116|42.28|1|42|
4861|370|547.73|1|548|
4861|624|30.06|1|30|
4861|862|406.02|1|406|
4862|117|385.00|1|385|
4862|371|297.83|1|298|
4862|625|825.03|1|825|
4862|863|50.12|1|50|
4863|118|939.37|1|939|
4863|372|963.59|1|964|
4863|626|312.66|1|313|
4863|864|226.69|1|227|
4864|119|348.13|1|348|
4864|373|144.71|1|145|
4864|627|870.27|1|870|
4864|865|417.39|1|417|
4865|120|985.65|1|986|
4865|374|542.60|1|543|
4865|628|732.67|1|733|
4865|866|392.59|1|393|
4866|121|349.17|1|349|
4866|375|565.62|1|566|
4866|629|93.62|1|94|
4866|867|519.39|1|519|
4867|122|89.90|1|90|
4867|376|692.05|1|692|
4867|630|65.00|1|65|
4867|868|216.65|1|217|
4868|123|273.97|1|274|
4868|377|420.64|1|421|
4868|631|915.92|1|916|
4868|869|799.83|1|800|
4869|124|506.55|1|507|
4869|378|271.67|1|272|
4869|632|821.70|1|822|
4869|870|403.91|1|404|
4870|125|250.95|1|251|
4870|379|184.54|1|185|
4870|633|909.07|1|909|
4870|871|223.85|1|224|
4871|126|856.39|1|856|
4871|380|865.54|1|866|
4871|634|770.46|1|770|
4871|872|207.54|1|208|
4872|127|418.45|1|418|
4872|381|67.26|1|67|
4872|635|775.68|1|776|
4872|873|273.32|1|273|
4873|128|81.02|1|81|
4873|382|282.48|1|282|
4873|636|607.67|1|608|
4873|874|31.31|1|31|
4874|129|486.36|1|486|
4874|383|656.60|1|657|
4874|637|739.01|1|739|
4874|875|414.79|1|415|
4875|130|247.07|1|247|
4875|384|816.02|1|816|
4875|638|708.26|1|708|
4875|876|112.52|1|113|
4876|131|330.10|1|330|
4876|385|780.97|1|781|
4876|639|60.69|1|61|
4876|877|831.75|1|832|
4877|132|761.40|1|761|
4877|386|830.00|1|830|
4877|640|884.44|1|884|
4877|878|265.96|1|266|
4878|133|934.16|1|934|
4878|387|167.98|1|168|
4878|641|248.43|1|248|
4878|879|818.29|1|818|
4879|134|160.80|1|161|
4879|388|488.67|1|489|
4879|642|463.42|1|463|
4879|880|778.12|1|778|
4880|135|299.75|1|300|
4880|389|159.19|1|159|
4880|643|393.72|1|394|
4880|881|758.46|1|758|
4881|136|21.64|1|22|
4881|390|369.96|1|370|
4881|644|327.76|1|328|
4881|882|10.57|1|11|
4882|137|607.75|1|608|
4882|391|793.79|1|794|
4882|645|626.77|1|627|
4882|883|311.55|1|312|
4883|138|449.10|1|449|
4883|392|739.19|1|739|
4883|646|146.88|1|147|
4883|884|827.66|1|828|
4884|139|578.15|1|578|
4884|393|785.44|1|785|
4884|647|149.11|1|149|
4884|885|289.02|1|289|
4885|140|637.44|1|637|
4885|394|415.17|1|415|
4885|648|991.94|1|992|
4885|886|871.53|1|872|
4886|141|954.35|1|954|
4886|395|883.72|1|884|
4886|649|716.60|1|717|
4886|887|283.33|1|283|
4887|142|991.53|1|992|
4887|396|429.01|1|429|
4887|650|790.41|1|790|
4887|888|26.32|1|26|
4888|143|104.67|1|105|
4888|397|135.03|1|135|
4888|651|915.40|1|915|
4888|889|854.68|1|855|
4889|144|648.81|1|649|
4889|398|648.58|1|649|
4889|652|759.61|1|760|
4889|890|694.76|1|695|
4890|145|445.54|1|446|
4890|399|863.77|1|864|
4890|653|86.41|1|86|
4890|891|685.06|1|685|
4891|146|924.13|1|924|
4891|400|477.68|1|478|
4891|654|527.94|1|528|
4891|892|18.47|1|18|
4892|147|990.74|1|991|
4892|401|151.62|1|152|
4892|655|118.90|1|119|
4892|893|105.91|1|106|
4893|148|854.26|1|854|
4893|402|66.58|1|67|
4893|656|306.58|1|307|
4893|894|513.36|1|513|
4894|149|969.25|1|969|
4894|403|596.53|1|597|
4894|657|156.15|1|156|
4894|895|139.61|1|140|
4895|150|507.19|1|507|
4895|404|56.90|1|57|
4895|658|497.90|1|498|
4895|896|289.43|1|289|
4896|151|185.56|1|186|
4896|405|84.65|1|85|
4896|659|331.98|1|332|
4896|897|803.45|1|803|
4897|152|197.15|1|197|
4897|406|88.92|1|89|
4897|660|295.79|1|296|
4897|898|335.12|1|335|
4898|153|358.79|1|359|
4898|407|397.66|1|398|
4898|661|354.43|1|354|
4898|899|558.39|1|558|
4899|154|486.54|1|487|
4899|408|623.63|1|624|
4899|662|977.33|1|977|
4899|900|35.56|1|36|
4900|155|429.20|1|429|
4900|409|941.13|1|941|
4900|663|573.85|1|574|
4900|901|600.89|1|601|
4901|156|302.02|1|302|
4901|410|407.39|1|407|
4901|664|6.98|1|7|
4901|902|540.13|1|540|
4902|157|547.10|1|547|
4902|411|455.01|1|455|
4902|665|241.33|1|241|
4902|903|670.14|1|670|
4903|158|337.44|1|337|
4903|412|241.71|1|242|
4903|666|645.83|1|646|
4903|904|231.64|1|232|
4904|159|186.70|1|187|
4904|413|256.79|1|257|
4904|667|372.32|1|372|
4904|905|418.51|1|419|
4905|160|635.44|1|635|
4905|414|719.16|1|719|
4905|668|147.40|1|147|
4905|906|981.50|1|982|
4906|161|8.10|1|8|
4906|415|557.95|1|558|
4906|669|84.73|1|85|
4906|907|84.51|1|85|
4907|162|409.19|1|409|
4907|416|249.13|1|249|
4907|670|518.95|1|519|
4907|908|758.58|1|759|
4908|163|700.44|1|700|
4908|417|286.00|1|286|
4908|671|874.20|1|874|
4908|909|942.15|1|942|
4909|164|199.27|1|199|
4909|418|721.11|1|721|
4909|672|926.95|1|927|
4909|910|543.70|1|544|
4910|165|341.49|1|341|
4910|419|409.90|1|410|
4910|673|356.17|1|356|
4910|911|874.78|1|875|
4911|166|196.96|1|197|
4911|420|777.65|1|778|
4911|674|153.86|1|154|
4911|912|268.25|1|268|
4912|167|60.03|1|60|
4912|421|192.60|1|193|
4912|675|523.65|1|524|
4912|913|728.90|1|729|
4913|168|317.15|1|317|
4913|422|847.26|1|847|
4913|676|209.65|1|210|
4913|914|926.79|1|927|
4914|169|706.46|1|706|
4914|423|445.39|1|445|
4914|677|398.41|1|398|
4914|915|304.89|1|305|
4915|170|471.57|1|472|
4915|424|861.73|1|862|
4915|678|635.10|1|635|
4915|916|1.74|1|2|
4916|171|946.02|1|946|
4916|425|800.05|1|800|
4916|679|949.43|1|949|
4916|917|932.54|1|933|
4917|172|48.27|1|48|
4917|426|416.01|1|416|
4917|680|138.77|1|139|
4917|918|166.90|1|167|
4918|173|196.04|1|196|
4918|427|448.65|1|449|
4918|681|245.04|1|245|
4918|919|809.51|1|810|
4919|174|54.24|1|54|
4919|428|790.50|1|791|
4919|682|420.51|1|421|
4919|920|718.86|1|719|
4920|175|289.00|1|289|
4920|429|280.82|1|281|
4920|683|666.55|1|667|
4920|921|766.24|1|766|
4921|176|324.86|1|325|
4921|430|565.01|1|565|
4921|684|834.82|1|835|
4921|922|989.09|1|989|
4922|177|415.75|1|416|
4922|431|670.91|1|671|
4922|685|382.77|1|383|
4922|923|979.29|1|979|
4923|178|659.89|1|660|
4923|432|42.29|1|42|
4923|686|720.50|1|721|
4923|924|899.41|1|899|
4924|179|416.16|1|416|
4924|433|635.36|1|635|
4924|687|388.15|1|388|
4924|925|751.39|1|751|
4925|180|818.03|1|818|
4925|434|492.33|1|492|
4925|688|56.46|1|56|
4925|926|385.56|1|386|
4926|181|46.67|1|47|
4926|435|411.06|1|411|
4926|689|816.27|1|816|
4926|927|156.43|1|156|
4927|182|787.41|1|787|
4927|436|301.20|1|301|
4927|690|601.63|1|602|
4927|928|844.79|1|845|
4928|183|238.72|1|239|
4928|437|428.86|1|429|
4928|691|171.08|1|171|
4928|929|847.08|1|847|
4929|184|422.30|1|422|
4929|438|874.78|1|875|
4929|692|288.40|1|288|
4929|930|396.71|1|397|
4930|185|40.74|1|41|
4930|439|574.90|1|575|
4930|693|174.67|1|175|
4930|931|137.06|1|137|
4931|186|673.36|1|673|
4931|440|558.78|1|559|
4931|694|957.25|1|957|
4931|932|825.77|1|826|
4932|187|161.40|1|161|
4932|441|570.56|1|571|
4932|695|231.57|1|232|
4932|933|692.65|1|693|
4933|188|151.74|1|152|
4933|442|111.07|1|111|
4933|696|930.77|1|931|
4933|934|68.83|1|69|
4934|189|622.51|1|623|
4934|443|76.03|1|76|
4934|697|324.47|1|324|
4934|935|167.29|1|167|
4935|190|894.46|1|894|
4935|444|338.89|1|339|
4935|698|626.98|1|627|
4935|936|988.11|1|988|
4936|191|416.39|1|416|
4936|445|402.99|1|403|
4936|699|995.70|1|996|
4936|937|427.09|1|427|
4937|192|149.99|1|150|
4937|446|722.71|1|723|
4937|700|877.09|1|877|
4937|938|630.47|1|630|
4938|193|512.70|1|513|
4938|447|680.27|1|680|
4938|701|804.98|1|805|
4938|939|117.47|1|117|
4939|194|285.76|1|286|
4939|448|751.35|1|751|
4939|702|647.57|1|648|
4939|940|7.67|1|8|
4940|195|80.34|1|80|
4940|449|949.65|1|950|
4940|703|861.69|1|862|
4940|941|781.33|1|781|
4941|196|403.88|1|404|
4941|450|933.22|1|933|
4941|704|442.34|1|442|
4941|942|954.80|1|955|
4942|197|117.00|1|117|
4942|451|623.27|1|623|
4942|705|933.44|1|933|
4942|943|1.72|1|2|
4943|198|951.80|1|952|
4943|452|1.74|1|2|
4943|706|476.55|1|477|
4943|944|149.83|1|150|
4944|199|955.37|1|955|
4944|453|93.50|1|94|
4944|707|319.37|1|319|
4944|945|651.50|1|652|
4945|200|916.88|1|917|
4945|454|603.29|1|603|
4945|708|759.38|1|759|
4945|946|277.56|1|278|
4946|201|429.30|1|429|
4946|455|677.87|1|678|
4946|709|520.65|1|521|
4946|947|814.99|1|815|
4947|202|300.05|1|300|
4947|456|138.45|1|138|
4947|710|575.88|1|576|
4947|948|471.07|1|471|
4948|203|656.05|1|656|
4948|457|345.17|1|345|
4948|711|227.63|1|228|
4948|949|694.34|1|694|
4949|204|844.49|1|844|
4949|458|677.44|1|677|
4949|712|333.16|1|333|
4949|950|754.57|1|755|
4950|205|416.87|1|417|
4950|459|526.11|1|526|
4950|713|407.35|1|407|
4950|951|218.99|1|219|
4951|206|257.27|1|257|
4951|460|420.04|1|420|
4951|714|842.27|1|842|
4951|952|329.65|1|330|
4952|207|604.78|1|605|
4952|461|836.51|1|837|
4952|715|406.94|1|407|
4952|953|276.95|1|277|
4953|208|678.68|1|679|
4953|462|106.57|1|107|
4953|716|182.43|1|182|
4953|954|469.01|1|469|
4954|209|390.81|1|391|
4954|463|44.21|1|44|
4954|717|63.98|1|64|
4954|955|376.98|1|377|
4955|210|168.22|1|168|
4955|464|403.67|1|404|
4955|718|503.94|1|504|
4955|956|711.67|1|712|
4956|211|858.55|1|859|
4956|465|162.89|1|163|
4956|719|700.58|1|701|
4956|957|295.27|1|295|
4957|212|23.02|1|23|
4957|466|461.74|1|462|
4957|720|333.96|1|334|
4957|958|544.40|1|544|
4958|213|453.79|1|454|
4958|467|715.96|1|716|
4958|721|304.49|1|304|
4958|959|682.03|1|682|
4959|214|52.77|1|53|
4959|468|50.52|1|51|
4959|722|164.88|1|165|
4959|960|955.61|1|956|
4960|215|491.76|1|492|
4960|469|489.70|1|490|
4960|723|886.51|1|887|
4960|961|222.26|1|222|
4961|216|182.04|1|182|
4961|470|766.68|1|767|
4961|724|652.35|1|652|
4961|962|548.75|1|549|
4962|217|380.40|1|380|
4962|471|19.42|1|19|
4962|725|27.33|1|27|
4962|963|212.68|1|213|
4963|218|408.97|1|409|
4963|472|608.78|1|609|
4963|726|214.75|1|215|
4963|964|978.63|1|979|
4964|219|734.60|1|735|
4964|473|972.57|1|973|
4964|727|489.74|1|490|
4964|965|196.77|1|197|
4965|220|970.74|1|971|
4965|474|717.83|1|718|
4965|728|804.02|1|804|
4965|966|422.13|1|422|
4966|221|422.68|1|423|
4966|475|244.35|1|244|
4966|729|109.81|1|110|
4966|967|743.19|1|743|
4967|222|344.79|1|345|
4967|476|897.04|1|897|
4967|730|780.72|1|781|
4967|968|635.66|1|636|
4968|223|203.11|1|203|
4968|477|388.09|1|388|
4968|731|342.72|1|343|
4968|969|793.58|1|794|
4969|224|816.01|1|816|
4969|478|549.94|1|550|
4969|732|323.58|1|324|
4969|970|13.94|1|14|
4970|225|574.65|1|575|
4970|479|56.90|1|57|
4970|733|561.11|1|561|
4970|971|78.18|1|78|
4971|226|498.68|1|499|
4971|480|811.59|1|812|
4971|734|222.43|1|222|
4971|972|155.57|1|156|
4972|227|505.52|1|506|
4972|481|31.35|1|31|
4972|735|727.51|1|728|
4972|973|401.12|1|401|
4973|228|589.35|1|589|
4973|482|359.65|1|360|
4973|736|877.77|1|878|
4973|974|615.70|1|616|
4974|229|670.21|1|670|
4974|483|719.90|1|720|
4974|737|549.38|1|549|
4974|975|516.02|1|516|
4975|230|960.79|1|961|
4975|484|294.42|1|294|
4975|738|530.51|1|531|
4975|976|832.80|1|833|
4976|231|588.92|1|589|
4976|485|56.36|1|56|
4976|739|419.71|1|420|
4976|977|410.87|1|411|
4977|232|990.84|1|991|
4977|486|735.63|1|736|
4977|740|180.19|1|180|
4977|978|362.69|1|363|
4978|233|371.00|1|371|
4978|487|850.06|1|850|
4978|741|316.15|1|316|
4978|979|655.99|1|656|
4979|234|672.18|1|672|
4979|488|701.83|1|702|
4979|742|622.25|1|622|
4979|980|121.94|1|122|
4980|235|182.12|1|182|
4980|489|117.57|1|118|
4980|743|209.69|1|210|
4980|981|804.04|1|804|
4981|236|993.80|1|994|
4981|490|686.40|1|686|
4981|744|960.02|1|960|
4981|982|21.09|1|21|
4982|237|544.11|1|544|
4982|491|221.58|1|222|
4982|745|106.73|1|107|
4982|983|351.66|1|352|
4983|238|44.88|1|45|
4983|492|269.61|1|270|
4983|746|43.55|1|44|
4983|984|892.00|1|892|
4984|239|497.07|1|497|
4984|493|765.27|1|765|
4984|747|933.46|1|933|
4984|985|890.25|1|890|
4985|240|379.75|1|380|
4985|494|12.32|1|12|
4985|748|571.55|1|572|
4985|986|528.55|1|529|
4986|241|900.49|1|900|
4986|495|839.88|1|840|
