5
ps_partkey|ps_suppkey|ps_supplycost|q9_annot1|q9_annot2|
1001|97|772.12|1|772|
1001|182|143.68|1|144|
1001|267|557.99|1|558|
1002|13|755.68|1|756|
1002|98|542.55|1|543|
1002|183|923.79|1|924|
1002|268|850.95|1|851|
1003|14|406.78|1|407|
1003|99|706.00|1|706|
1003|184|787.05|1|787|
1003|269|382.72|1|383|
1004|15|16.82|1|17|
1004|100|280.13|1|280|
1004|185|46.70|1|47|
1004|270|917.47|1|917|
1005|16|387.69|1|388|
1005|101|646.10|1|646|
1005|186|98.48|1|98|
1005|271|102.60|1|103|
1006|17|369.40|1|369|
1006|102|879.79|1|880|
1006|187|627.18|1|627|
1006|272|777.42|1|777|
1007|18|295.13|1|295|
1007|103|442.72|1|443|
1007|188|501.22|1|501|
1007|273|669.49|1|669|
1008|19|489.22|1|489|
1008|104|793.05|1|793|
1008|189|192.41|1|192|
1008|274|249.68|1|250|
1009|20|777.89|1|778|
1009|105|274.60|1|275|
1009|190|977.94|1|978|
1009|275|707.71|1|708|
1010|21|539.47|1|539|
1010|106|121.40|1|121|
1010|191|602.29|1|602|
1010|276|953.52|1|954|
1011|22|880.92|1|881|
1011|107|542.37|1|542|
1011|192|828.34|1|828|
1011|277|972.56|1|973|
1012|23|344.96|1|345|
1012|108|736.59|1|737|
1012|193|427.53|1|428|
1012|278|893.16|1|893|
1013|24|553.33|1|553|
1013|109|276.40|1|276|
1013|194|297.64|1|298|
1013|279|705.93|1|706|
1014|25|577.80|1|578|
1014|110|927.01|1|927|
1014|195|37.13|1|37|
1014|280|864.11|1|864|
1015|26|795.39|1|795|
1015|111|621.98|1|622|
1015|196|253.97|1|254|
1015|281|929.07|1|929|
1016|27|669.25|1|669|
1016|112|466.18|1|466|
1016|197|109.11|1|109|
1016|282|831.95|1|832|
1017|28|735.38|1|735|
1017|113|107.84|1|108|
1017|198|494.24|1|494|
1017|283|164.22|1|164|
1018|29|89.26|1|89|
1018|114|15.53|1|16|
1018|199|584.71|1|585|
1018|284|194.78|1|195|
1019|30|162.40|1|162|
1019|115|454.83|1|455|
1019|200|95.11|1|95|
1019|285|409.88|1|410|
1020|31|885.27|1|885|
1020|116|715.20|1|715|
1020|201|561.13|1|561|
1020|286|446.40|1|446|
1021|32|309.97|1|310|
1021|117|63.50|1|64|
1021|202|630.99|1|631|
1021|287|743.71|1|744|
1022|33|130.75|1|131|
1022|118|949.03|1|949|
1022|203|458.65|1|459|
1022|288|404.32|1|404|
1023|34|361.23|1|361|
1023|119|486.30|1|486|
1023|204|608.83|1|609|
1023|289|933.59|1|934|
1024|35|649.03|1|649|
1024|120|332.72|1|333|
1024|205|807.22|1|807|
1024|290|576.69|1|577|
1025|36|310.87|1|311|
1025|121|206.47|1|206|
1025|206|860.89|1|861|
1025|291|636.44|1|636|
1026|37|473.62|1|474|
1026|122|220.38|1|220|
1026|207|865.57|1|866|
1026|292|232.64|1|233|
1027|38|161.40|1|161|
1027|123|553.85|1|554|
1027|208|4.00|1|4|
1027|293|584.14|1|584|
1028|39|557.36|1|557|
1028|124|54.78|1|55|
1028|209|796.16|1|796|
1028|294|585.48|1|585|
1029|40|210.15|1|210|
1029|125|739.65|1|740|
1029|210|950.44|1|950|
1029|295|61.59|1|62|
1030|41|382.76|1|383|
1030|126|734.59|1|735|
1030|211|711.73|1|712|
1030|296|126.41|1|126|
1031|42|916.88|1|917|
1031|127|485.52|1|486|
1031|212|537.44|1|537|
1031|297|887.56|1|888|
1032|43|241.20|1|241|
1032|128|138.28|1|138|
1032|213|557.35|1|557|
1032|298|884.65|1|885|
1033|44|239.74|1|240|
1033|129|575.56|1|576|
1033|214|231.82|1|232|
1033|299|386.36|1|386|
1034|45|207.09|1|207|
1034|130|345.12|1|345|
1034|215|502.22|1|502|
1034|300|515.66|1|516|
1035|46|500.52|1|501|
1035|131|825.27|1|825|
1035|216|383.03|1|383|
1035|301|212.46|1|212|
1036|47|638.87|1|639|
1036|132|352.54|1|353|
1036|217|236.92|1|237|
1036|302|163.62|1|164|
1037|48|23.01|1|23|
1037|133|454.30|1|454|
1037|218|241.61|1|242|
1037|303|101.94|1|102|
1038|49|277.69|1|278|
1038|134|54.97|1|55|
1038|219|74.54|1|75|
1038|304|216.91|1|217|
1039|50|452.03|1|452|
1039|135|39.65|1|40|
1039|220|271.83|1|272|
1039|305|511.50|1|512|
1040|51|526.76|1|527|
1040|136|241.91|1|242|
1040|221|9.30|1|9|
1040|306|706.58|1|707|
1041|52|436.90|1|437|
1041|137|503.88|1|504|
1041|222|331.70|1|332|
1041|307|584.03|1|584|
1042|53|813.01|1|813|
1042|138|989.30|1|989|
1042|223|905.61|1|906|
1042|308|861.96|1|862|
1043|54|563.71|1|564|
1043|139|903.78|1|904|
1043|224|105.59|1|106|
1043|309|737.63|1|738|
1044|55|857.55|1|858|
1044|140|357.79|1|358|
1044|225|657.32|1|657|
1044|310|706.73|1|707|
1045|56|121.25|1|121|
1045|141|125.62|1|126|
1045|226|665.40|1|665|
1045|311|729.33|1|729|
1046|57|272.08|1|272|
1046|142|604.71|1|605|
1046|227|762.79|1|763|
1046|312|159.58|1|160|
1047|58|907.16|1|907|
1047|143|963.00|1|963|
1047|228|375.80|1|376|
1047|313|543.79|1|544|
1048|59|761.16|1|761|
1048|144|793.52|1|794|
1048|229|218.57|1|219|
1048|314|329.01|1|329|
1049|60|459.88|1|460|
1049|145|203.11|1|203|
1049|230|296.36|1|296|
1049|315|141.59|1|142|
1050|61|252.07|1|252|
1050|146|932.55|1|933|
1050|231|125.14|1|125|
1050|316|494.24|1|494|
1051|62|150.67|1|151|
1051|147|134.23|1|134|
1051|232|550.98|1|551|
1051|317|743.87|1|744|
1052|63|908.45|1|908|
1052|148|705.59|1|706|
1052|233|926.04|1|926|
1052|318|622.04|1|622|
1053|64|189.42|1|189|
1053|149|63.29|1|63|
1053|234|106.70|1|107|
1053|319|412.70|1|413|
1054|65|383.52|1|384|
1054|150|396.42|1|396|
1054|235|414.14|1|414|
1054|320|660.52|1|661|
1055|66|641.93|1|642|
1055|151|789.14|1|789|
1055|236|490.16|1|490|
1055|321|620.89|1|621|
1056|67|900.63|1|901|
1056|152|184.30|1|184|
1056|237|789.48|1|789|
1056|322|162.82|1|163|
1057|68|526.77|1|527|
1057|153|481.63|1|482|
1057|238|956.94|1|957|
1057|323|565.89|1|566|
1058|69|649.73|1|650|
1058|154|147.73|1|148|
1058|239|620.06|1|620|
1058|324|971.58|1|972|
1059|70|805.23|1|805|
1059|155|217.87|1|218|
1059|240|590.11|1|590|
1059|325|36.47|1|36|
1060|71|869.37|1|869|
1060|156|301.89|1|302|
1060|241|86.52|1|87|
1060|326|871.23|1|871|
1061|72|465.86|1|466|
1061|157|797.47|1|797|
1061|242|683.68|1|684|
1061|327|231.06|1|231|
1062|73|503.87|1|504|
1062|158|245.48|1|245|
1062|243|117.30|1|117|
1062|328|753.18|1|753|
1063|74|454.83|1|455|
1063|159|82.10|1|82|
1063|244|399.47|1|399|
1063|329|802.49|1|802|
1064|75|63.38|1|63|
1064|160|503.73|1|504|
1064|245|878.92|1|879|
1064|330|980.02|1|980|
1065|1|599.33|1|599|
1065|76|753.07|1|753|
1065|161|602.50|1|603|
1065|246|480.30|1|480|
1066|2|347.62|1|348|
1066|77|121.59|1|122|
1066|162|900.91|1|901|
1066|247|841.32|1|841|
1067|3|262.36|1|262|
1067|78|535.43|1|535|
1067|163|145.56|1|146|
1067|248|116.92|1|117|
1068|4|664.41|1|664|
1068|79|40.68|1|41|
1068|164|693.18|1|693|
1068|249|100.60|1|101|
1069|5|352.19|1|352|
1069|80|29.88|1|30|
1069|165|992.89|1|993|
1069|250|300.36|1|300|
1070|6|476.90|1|477|
1070|81|445.09|1|445|
1070|166|227.27|1|227|
1070|251|749.79|1|750|
1071|7|980.60|1|981|
1071|82|494.17|1|494|
1071|167|19.75|1|20|
1071|252|555.75|1|556|
1072|8|132.98|1|133|
1072|83|544.30|1|544|
1072|168|453.28|1|453|
1072|253|162.44|1|162|
1073|9|153.42|1|153|
1073|84|451.05|1|451|
1073|169|631.01|1|631|
1073|254|115.31|1|115|
1074|10|245.74|1|246|
1074|85|397.46|1|397|
1074|170|933.08|1|933|
1074|255|104.44|1|104|
1075|11|27.61|1|28|
1075|86|448.19|1|448|
1075|171|475.40|1|475|
1075|256|263.19|1|263|
1076|12|63.72|1|64|
1076|87|714.32|1|714|
1076|172|662.81|1|663|
1076|257|165.47|1|165|
1077|13|375.44|1|375|
1077|88|341.30|1|341|
1077|173|180.43|1|180|
1077|258|788.24|1|788|
1078|14|874.03|1|874|
1078|89|505.36|1|505|
1078|174|255.07|1|255|
1078|259|485.07|1|485|
1079|15|508.39|1|508|
1079|90|635.61|1|636|
1079|175|623.67|1|624|
1079|260|740.76|1|741|
1080|16|345.38|1|345|
1080|91|282.34|1|282|
1080|176|209.47|1|209|
1080|261|371.21|1|371|
1081|17|248.31|1|248|
1081|92|857.22|1|857|
1081|177|899.76|1|900|
1081|262|595.41|1|595|
1082|18|530.70|1|531|
1082|93|751.98|1|752|
1082|178|342.65|1|343|
1082|263|826.47|1|826|
1083|19|107.45|1|107|
1083|94|648.47|1|648|
1083|179|955.35|1|955|
1083|264|777.88|1|778|
1084|20|622.90|1|623|
1084|95|963.12|1|963|
1084|180|377.46|1|377|
1084|265|516.97|1|517|
1085|21|543.80|1|544|
1085|96|692.71|1|693|
1085|181|234.42|1|234|
1085|266|111.76|1|112|
1086|22|359.80|1|360|
1086|97|963.48|1|963|
1086|182|465.65|1|466|
1086|267|261.84|1|262|
1087|23|444.70|1|445|
1087|98|345.03|1|345|
1087|183|990.23|1|990|
1087|268|622.53|1|623|
1088|24|911.87|1|912|
1088|99|725.39|1|725|
1088|184|46.80|1|47|
1088|269|624.40|1|624|
1089|25|266.55|1|267|
1089|100|209.91|1|210|
1089|185|721.58|1|722|
1089|270|923.88|1|924|
1090|26|232.16|1|232|
1090|101|570.25|1|570|
1090|186|903.66|1|904|
1090|271|190.15|1|190|
1091|27|387.46|1|387|
1091|102|56.63|1|57|
1091|187|993.08|1|993|
1091|272|465.96|1|466|
1092|28|467.78|1|468|
1092|103|797.56|1|798|
1092|188|205.65|1|206|
1092|273|97.97|1|98|
1093|29|257.72|1|258|
1093|104|41.88|1|42|
1093|189|796.95|1|797|
1093|274|951.52|1|952|
1094|30|551.27|1|551|
1094|105|135.05|1|135|
1094|190|375.86|1|376|
1094|275|644.47|1|644|
1095|31|69.83|1|70|
1095|106|682.20|1|682|
1095|191|359.48|1|359|
1095|276|41.24|1|41|
1096|32|807.33|1|807|
1096|107|28.55|1|29|
1096|192|618.47|1|618|
1096|277|181.03|1|181|
1097|33|717.46|1|717|
1097|108|500.18|1|500|
1097|193|37.95|1|38|
1097|278|769.90|1|770|
1098|34|658.59|1|659|
1098|109|512.83|1|513|
1098|194|882.84|1|883|
1098|279|904.58|1|905|
1099|35|770.84|1|771|
1099|110|117.46|1|117|
1099|195|287.38|1|287|
1099|280|24.94|1|25|
1100|36|915.56|1|916|
1100|111|627.55|1|628|
1100|196|998.80|1|999|
1100|281|785.48|1|785|
1101|37|99.57|1|100|
1101|112|258.44|1|258|
1101|197|116.49|1|116|
1101|282|969.76|1|970|
1102|38|784.60|1|785|
1102|113|414.32|1|414|
1102|198|644.29|1|644|
1102|283|634.44|1|634|
1103|39|661.49|1|661|
1103|114|101.44|1|101|
1103|199|933.24|1|933|
1103|284|776.79|1|777|
1104|40|347.79|1|348|
1104|115|889.50|1|890|
1104|200|841.10|1|841|
1104|285|585.13|1|585|
1105|41|75.39|1|75|
1105|116|332.92|1|333|
1105|201|118.75|1|119|
1105|286|60.02|1|60|
1106|42|134.31|1|134|
1106|117|640.55|1|641|
1106|202|647.69|1|648|
1106|287|692.65|1|693|
1107|43|113.30|1|113|
1107|118|791.91|1|792|
1107|203|59.30|1|59|
1107|288|845.35|1|845|
1108|44|860.22|1|860|
1108|119|417.19|1|417|
1108|204|921.18|1|921|
1108|289|900.32|1|900|
1109|45|599.83|1|600|
1109|120|364.86|1|365|
1109|205|489.61|1|490|
1109|290|211.15|1|211|
1110|46|883.31|1|883|
1110|121|546.32|1|546|
1110|206|382.66|1|383|
1110|291|16.32|1|16|
1111|47|560.69|1|561|
1111|122|728.45|1|728|
1111|207|461.00|1|461|
1111|292|22.72|1|23|
1112|48|544.39|1|544|
1112|123|55.92|1|56|
1112|208|73.82|1|74|
1112|293|154.98|1|155|
1113|49|847.43|1|847|
1113|124|871.86|1|872|
1113|209|147.29|1|147|
1113|294|178.30|1|178|
1114|50|680.13|1|680|
1114|125|126.56|1|127|
1114|210|386.15|1|386|
1114|295|765.14|1|765|
1115|51|311.33|1|311|
1115|126|485.57|1|486|
1115|211|338.47|1|338|
1115|296|623.53|1|624|
1116|52|127.25|1|127|
1116|127|970.85|1|971|
1116|212|497.74|1|498|
1116|297|103.12|1|103|
1117|53|440.44|1|440|
1117|128|87.06|1|87|
1117|213|915.17|1|915|
1117|298|771.25|1|771|
1118|54|16.27|1|16|
1118|129|145.01|1|145|
1118|214|861.87|1|862|
1118|299|141.81|1|142|
1119|55|29.35|1|29|
1119|130|927.16|1|927|
1119|215|414.87|1|415|
1119|300|936.35|1|936|
1120|56|646.35|1|646|
1120|131|51.63|1|52|
1120|216|906.08|1|906|
1120|301|867.49|1|867|
1121|57|676.71|1|677|
1121|132|299.21|1|299|
1121|217|114.98|1|115|
1121|302|615.53|1|616|
1122|58|940.85|1|941|
1122|133|965.80|1|966|
1122|218|624.18|1|624|
1122|303|245.65|1|246|
1123|59|841.37|1|841|
1123|134|715.59|1|716|
1123|219|37.10|1|37|
1123|304|365.47|1|365|
1124|60|328.52|1|329|
1124|135|137.43|1|137|
1124|220|383.03|1|383|
1124|305|166.50|1|167|
1125|61|761.23|1|761|
1125|136|149.05|1|149|
1125|221|832.21|1|832|
1125|306|25.17|1|25|
1126|62|218.22|1|218|
1126|137|878.58|1|879|
1126|222|195.99|1|196|
1126|307|517.96|1|518|
1127|63|202.84|1|203|
1127|138|445.87|1|446|
1127|223|425.34|1|425|
1127|308|970.89|1|971|
1128|64|269.38|1|269|
1128|139|738.00|1|738|
1128|224|164.50|1|165|
1128|309|823.96|1|824|
1129|65|899.66|1|900|
1129|140|141.40|1|141|
1129|225|43.75|1|44|
1129|310|306.93|1|307|
1130|66|998.54|1|999|
1130|141|909.79|1|910|
1130|226|295.58|1|296|
1130|311|968.50|1|969|
1131|67|264.50|1|265|
1131|142|328.36|1|328|
1131|227|516.41|1|516|
1131|312|202.39|1|202|
1132|68|813.72|1|814|
1132|143|128.38|1|128|
1132|228|143.28|1|143|
1132|313|776.44|1|776|
1133|69|183.94|1|184|
1133|144|931.83|1|932|
1133|229|967.99|1|968|
1133|314|424.87|1|425|
1134|70|858.36|1|858|
1134|145|816.15|1|816|
1134|230|839.18|1|839|
1134|315|388.06|1|388|
1135|71|587.17|1|587|
1135|146|84.73|1|85|
1135|231|783.81|1|784|
1135|316|881.16|1|881|
1136|72|99.16|1|99|
1136|147|582.87|1|583|
1136|232|182.78|1|183|
1136|317|282.15|1|282|
1137|73|282.75|1|283|
1137|148|570.94|1|571|
1137|233|633.11|1|633|
1137|318|452.99|1|453|
1138|74|930.09|1|930|
1138|149|84.41|1|84|
1138|234|400.43|1|400|
1138|319|905.13|1|905|
1139|75|60.66|1|61|
1139|150|698.35|1|698|
1139|235|67.51|1|68|
1139|320|39.16|1|39|
1140|76|819.61|1|820|
1140|151|853.07|1|853|
1140|236|955.92|1|956|
1140|321|275.36|1|275|
1141|77|618.19|1|618|
1141|152|42.69|1|43|
1141|237|507.76|1|508|
1141|322|715.92|1|716|
1142|78|51.10|1|51|
1142|153|405.94|1|406|
1142|238|734.39|1|734|
1142|323|448.76|1|449|
1143|79|198.62|1|199|
1143|154|11.87|1|12|
1143|239|936.62|1|937|
1143|324|639.39|1|639|
1144|80|877.61|1|878|
1144|155|846.74|1|847|
1144|240|457.67|1|458|
1144|325|882.72|1|883|
1145|81|441.10|1|441|
1145|156|897.37|1|897|
1145|241|361.19|1|361|
1145|326|737.37|1|737|
1146|82|733.61|1|734|
1146|157|217.97|1|218|
1146|242|260.50|1|261|
1146|327|752.84|1|753|
1147|83|269.67|1|270|
1147|158|194.99|1|195|
1147|243|753.88|1|754|
1147|328|353.55|1|354|
1148|84|628.56|1|629|
1148|159|61.27|1|61|
1148|244|65.04|1|65|
1148|329|413.25|1|413|
1149|85|579.54|1|580|
1149|160|984.97|1|985|
1149|245|980.69|1|981|
1149|330|61.96|1|62|
1150|1|511.04|1|511|
1150|86|745.00|1|745|
1150|161|276.46|1|276|
1150|246|295.49|1|295|
1151|2|722.59|1|723|
1151|87|889.77|1|890|
1151|162|901.56|1|902|
1151|247|793.61|1|794|
1152|3|404.44|1|404|
1152|88|417.37|1|417|
1152|163|515.76|1|516|
1152|248|187.19|1|187|
1153|4|707.02|1|707|
1153|89|986.68|1|987|
1153|164|15.23|1|15|
1153|249|528.39|1|528|
1154|5|667.07|1|667|
1154|90|817.18|1|817|
1154|165|822.38|1|822|
1154|250|698.21|1|698|
1155|6|341.91|1|342|
1155|91|506.07|1|506|
1155|166|266.88|1|267|
1155|251|211.85|1|212|
1156|7|774.80|1|775|
1156|92|225.56|1|226|
1156|167|247.24|1|247|
1156|252|680.74|1|681|
1157|8|844.41|1|844|
1157|93|395.13|1|395|
1157|168|75.69|1|76|
1157|253|647.04|1|647|
1158|9|374.64|1|375|
1158|94|98.90|1|99|
1158|169|788.45|1|788|
1158|254|862.54|1|863|
1159|10|228.63|1|229|
1159|95|645.53|1|646|
1159|170|157.18|1|157|
1159|255|610.63|1|611|
1160|11|130.78|1|131|
1160|96|405.05|1|405|
1160|171|436.19|1|436|
1160|256|572.70|1|573|
1161|12|881.09|1|881|
1161|97|474.00|1|474|
1161|172|694.61|1|695|
1161|257|123.14|1|123|
1162|13|218.25|1|218|
1162|98|25.25|1|25|
1162|173|595.56|1|596|
1162|258|836.26|1|836|
1163|14|304.90|1|305|
1163|99|727.17|1|727|
1163|174|65.11|1|65|
1163|259|630.54|1|631|
1164|15|964.98|1|965|
1164|100|771.69|1|772|
1164|175|888.55|1|889|
1164|260|996.32|1|996|
1165|16|245.85|1|246|
1165|101|402.74|1|403|
1165|176|884.59|1|885|
1165|261|256.66|1|257|
1166|17|100.93|1|101|
1166|102|275.25|1|275|
1166|177|801.53|1|802|
1166|262|846.54|1|847|
1167|18|985.15|1|985|
1167|103|70.89|1|71|
1167|178|996.96|1|997|
1167|263|758.02|1|758|
1168|19|783.88|1|784|
1168|104|973.68|1|974|
1168|179|840.76|1|841|
1168|264|912.44|1|912|
1169|20|492.79|1|493|
1169|105|784.60|1|785|
1169|180|52.15|1|52|
1169|265|619.44|1|619|
1170|21|221.18|1|221|
1170|106|307.17|1|307|
1170|181|115.32|1|115|
1170|266|281.92|1|282|
1171|22|42.82|1|43|
1171|107|653.49|1|653|
1171|182|19.44|1|19|
1171|267|275.25|1|275|
1172|23|392.38|1|392|
1172|108|519.60|1|520|
1172|183|404.67|1|405|
1172|268|263.80|1|264|
1173|24|533.75|1|534|
1173|109|821.77|1|822|
1173|184|772.94|1|773|
1173|269|978.28|1|978|
1174|25|25.53|1|26|
1174|110|690.86|1|691|
1174|185|411.29|1|411|
1174|270|715.23|1|715|
1175|26|745.03|1|745|
1175|111|454.97|1|455|
1175|186|37.68|1|38|
1175|271|256.63|1|257|
1176|27|356.72|1|357|
1176|112|652.01|1|652|
1176|187|464.82|1|465|
1176|272|261.48|1|261|
1177|28|924.58|1|925|
1177|113|23.48|1|23|
1177|188|529.20|1|529|
1177|273|294.86|1|295|
1178|29|831.19|1|831|
1178|114|847.92|1|848|
1178|189|320.47|1|320|
1178|274|662.85|1|663|
1179|30|255.20|1|255|
1179|115|655.08|1|655|
1179|190|356.44|1|356|
1179|275|945.16|1|945|
1180|31|177.85|1|178|
1180|116|301.22|1|301|
1180|191|119.59|1|120|
1180|276|191.45|1|191|
1181|32|285.60|1|286|
1181|117|151.10|1|151|
1181|192|919.72|1|920|
1181|277|330.96|1|331|
1182|33|385.50|1|386|
1182|118|806.99|1|807|
1182|193|273.26|1|273|
1182|278|532.12|1|532|
1183|34|438.86|1|439|
1183|119|510.64|1|511|
1183|194|782.88|1|783|
1183|279|182.79|1|183|
1184|35|706.48|1|706|
1184|120|881.12|1|881|
1184|195|168.82|1|169|
1184|280|357.97|1|358|
1185|36|43.85|1|44|
1185|121|979.75|1|980|
1185|196|998.75|1|999|
1185|281|885.47|1|885|
1186|37|77.55|1|78|
1186|122|988.56|1|989|
1186|197|230.95|1|231|
1186|282|729.20|1|729|
1187|38|122.62|1|123|
1187|123|115.05|1|115|
1187|198|385.08|1|385|
1187|283|737.11|1|737|
1188|39|387.63|1|388|
1188|124|603.67|1|604|
1188|199|841.79|1|842|
1188|284|227.01|1|227|
1189|40|172.02|1|172|
1189|125|284.36|1|284|
1189|200|264.94|1|265|
1189|285|473.32|1|473|
1190|41|514.63|1|515|
1190|126|161.75|1|162|
1190|201|263.92|1|264|
1190|286|434.88|1|435|
1191|42|228.72|1|229|
1191|127|209.52|1|210|
1191|202|407.58|1|408|
1191|287|193.24|1|193|
1192|43|712.21|1|712|
1192|128|176.73|1|177|
1192|203|187.29|1|187|
1192|288|159.98|1|160|
1193|44|153.81|1|154|
1193|129|988.74|1|989|
1193|204|579.93|1|580|
1193|289|743.00|1|743|
1194|45|739.96|1|740|
1194|130|112.98|1|113|
1194|205|477.13|1|477|
1194|290|265.37|1|265|
1195|46|339.19|1|339|
1195|131|622.37|1|622|
1195|206|915.08|1|915|
1195|291|249.83|1|250|
1196|47|774.22|1|774|
1196|132|537.38|1|537|
1196|207|839.94|1|840|
1196|292|159.27|1|159|
1197|48|778.68|1|779|
1197|133|470.22|1|470|
1197|208|24.69|1|25|
1197|293|599.01|1|599|
1198|49|684.56|1|685|
1198|134|42.99|1|43|
1198|209|160.28|1|160|
1198|294|684.54|1|685|
1199|50|672.03|1|672|
1199|135|192.29|1|192|
1199|210|555.55|1|556|
1199|295|564.05|1|564|
1200|51|745.85|1|746|
1200|136|140.23|1|140|
1200|211|349.26|1|349|
1200|296|88.24|1|88|
1201|52|218.04|1|218|
1201|137|460.53|1|461|
1201|212|495.01|1|495|
1201|297|59.91|1|60|
1202|53|403.07|1|403|
1202|138|339.52|1|340|
1202|213|993.18|1|993|
1202|298|99.63|1|100|
1203|54|717.01|1|717|
1203|139|923.10|1|923|
1203|214|277.56|1|278|
1203|299|890.26|1|890|
1204|55|122.39|1|122|
1204|140|333.92|1|334|
1204|215|111.99|1|112|
1204|300|356.93|1|357|
1205|56|508.78|1|509|
1205|141|751.13|1|751|
1205|216|936.24|1|936|
1205|301|295.79|1|296|
1206|57|626.85|1|627|
1206|142|190.79|1|191|
1206|217|82.20|1|82|
1206|302|219.47|1|219|
1207|58|465.33|1|465|
1207|143|802.40|1|802|
1207|218|126.03|1|126|
1207|303|581.10|1|581|
1208|59|65.48|1|65|
1208|144|941.35|1|941|
1208|219|620.77|1|621|
1208|304|876.67|1|877|
1209|60|227.74|1|228|
1209|145|701.95|1|702|
1209|220|193.52|1|194|
1209|305|59.20|1|59|
1210|61|283.08|1|283|
1210|146|764.16|1|764|
1210|221|682.48|1|682|
1210|306|127.44|1|127|
1211|62|489.52|1|490|
1211|147|822.98|1|823|
1211|222|184.96|1|185|
1211|307|26.88|1|27|
1212|63|466.09|1|466|
1212|148|581.17|1|581|
1212|223|739.08|1|739|
1212|308|256.62|1|257|
1213|64|819.54|1|820|
1213|149|844.93|1|845|
1213|224|733.48|1|733|
1213|309|999.99|1|1000|
1214|65|666.96|1|667|
1214|150|984.08|1|984|
1214|225|118.83|1|119|
1214|310|438.22|1|438|
1215|66|480.88|1|481|
1215|151|419.16|1|419|
1215|226|117.05|1|117|
1215|311|445.16|1|445|
1216|67|658.22|1|658|
1216|152|7.53|1|8|
1216|227|6.04|1|6|
1216|312|831.47|1|831|
1217|68|530.39|1|530|
1217|153|311.15|1|311|
1217|228|998.55|1|999|
1217|313|460.68|1|461|
1218|69|589.15|1|589|
1218|154|912.35|1|912|
1218|229|999.95|1|1000|
1218|314|148.32|1|148|
1219|70|776.06|1|776|
1219|155|430.53|1|431|
1219|230|241.89|1|242|
1219|315|665.17|1|665|
1220|71|902.95|1|903|
1220|156|119.58|1|120|
1220|231|267.12|1|267|
1220|316|243.27|1|243|
1221|72|60.94|1|61|
1221|157|424.67|1|425|
1221|232|974.62|1|975|
1221|317|944.91|1|945|
1222|73|437.14|1|437|
1222|158|533.63|1|534|
1222|233|758.18|1|758|
1222|318|697.90|1|698|
1223|74|848.60|1|849|
1223|159|774.52|1|775|
1223|234|875.20|1|875|
1223|319|253.55|1|254|
1224|75|648.61|1|649|
1224|160|265.18|1|265|
1224|235|553.08|1|553|
1224|320|41.57|1|42|
1225|76|309.24|1|309|
1225|161|752.19|1|752|
1225|236|607.83|1|608|
1225|321|190.87|1|191|
1226|77|690.83|1|691|
1226|162|600.71|1|601|
1226|237|767.77|1|768|
1226|322|995.41|1|995|
1227|78|206.56|1|207|
1227|163|298.29|1|298|
1227|238|446.30|1|446|
1227|323|681.12|1|681|
1228|79|797.53|1|798|
1228|164|602.94|1|603|
1228|239|658.94|1|659|
1228|324|55.13|1|55|
1229|80|327.44|1|327|
1229|165|31.12|1|31|
1229|240|948.95|1|949|
1229|325|82.57|1|83|
1230|81|705.88|1|706|
1230|166|724.12|1|724|
1230|241|852.64|1|853|
1230|326|703.62|1|704|
1231|82|398.49|1|398|
1231|167|266.54|1|267|
1231|242|679.16|1|679|
1231|327|231.71|1|232|
1232|83|301.40|1|301|
1232|168|961.53|1|962|
1232|243|371.29|1|371|
1232|328|661.81|1|662|
1233|84|321.75|1|322|
1233|169|317.08|1|317|
1233|244|728.07|1|728|
1233|329|139.51|1|140|
1234|85|120.58|1|121|
1234|170|878.95|1|879|
1234|245|741.98|1|742|
1234|330|75.66|1|76|
1235|1|41.21|1|41|
1235|86|513.72|1|514|
1235|171|976.19|1|976|
1235|246|466.29|1|466|
1236|2|480.01|1|480|
1236|87|866.18|1|866|
1236|172|616.79|1|617|
1236|247|396.42|1|396|
1237|3|54.57|1|55|
1237|88|352.30|1|352|
1237|173|252.17|1|252|
1237|248|916.38|1|916|
1238|4|861.63|1|862|
1238|89|949.69|1|950|
1238|174|531.77|1|532|
1238|249|619.10|1|619|
1239|5|840.10|1|840|
1239|90|835.66|1|836|
1239|175|64.59|1|65|
1239|250|564.48|1|564|
1240|6|54.18|1|54|
1240|91|828.94|1|829|
1240|176|82.81|1|83|
1240|251|871.14|1|871|
1241|7|909.13|1|909|
1241|92|96.52|1|97|
1241|177|997.46|1|997|
1241|252|363.57|1|364|
1242|8|42.62|1|43|
1242|93|246.80|1|247|
1242|178|270.26|1|270|
1242|253|229.43|1|229|
1243|9|478.46|1|478|
1243|94|761.29|1|761|
1243|179|956.42|1|956|
1243|254|65.46|1|65|
1244|10|283.61|1|284|
1244|95|641.82|1|642|
1244|180|944.22|1|944|
1244|255|763.45|1|763|
1245|11|379.42|1|379|
1245|96|561.07|1|561|
1245|181|552.87|1|553|
1245|256|455.08|1|455|
1246|12|182.23|1|182|
1246|97|966.19|1|966|
1246|182|167.52|1|168|
1246|257|482.05|1|482|
1247|13|524.24|1|524|
1247|98|977.52|1|978|
1247|183|643.58|1|644|
1247|258|625.39|1|625|
1248|14|423.20|1|423|
1248|99|113.95|1|114|
1248|184|254.21|1|254|
1248|259|558.81|1|559|
1249|15|366.28|1|366|
1249|100|352.40|1|352|
1249|185|847.33|1|847|
1249|260|35.79|1|36|
1250|16|9.64|1|10|
1250|101|418.87|1|419|
