11
o_orderkey|o_custkey|o_totalprice|o_orderdate|o_shippriority|o_year|q3_annot|q10_annot|q18_annot|q8_annot|q9_annot|
8293|3658|187421.81|1992-08-11|0|1992|1|0|1|0|1|
8294|25|75537.30|1992-06-21|0|1992|1|0|1|0|1|
8295|3215|317397.17|1994-04-02|0|1994|1|0|1|0|1|
8320|2113|188761.67|1994-09-20|0|1994|1|0|1|0|1|
8321|1109|240679.07|1993-11-11|0|1993|1|0|1|0|1|
8322|1385|115148.14|1996-03-25|0|1996|0|0|1|1|1|
8323|1751|213913.52|1995-09-07|0|1995|0|0|1|1|1|
8324|3251|105186.02|1994-09-02|0|1994|1|0|1|0|1|
8325|2434|44263.11|1994-01-15|0|1994|1|0|1|0|1|
8326|4030|83631.65|1996-02-27|0|1996|0|0|1|1|1|
8327|3794|73171.11|1997-11-08|0|1997|0|0|1|0|1|
8352|2296|65365.63|1993-07-11|0|1993|1|0|1|0|1|
8353|1378|178075.97|1994-05-16|0|1994|1|0|1|0|1|
8354|2092|1178.65|1996-09-15|0|1996|0|0|1|1|1|
8355|3889|229998.28|1997-11-20|0|1997|0|0|1|0|1|
8356|2932|48485.86|1995-03-31|0|1995|0|0|1|1|1|
8357|2443|108617.47|1997-08-29|0|1997|0|0|1|0|1|
8358|1753|165474.14|1997-01-05|0|1997|0|0|1|0|1|
8359|1234|131465.79|1992-05-17|0|1992|1|0|1|0|1|
8384|1484|144300.71|1993-05-06|0|1993|1|0|1|0|1|
8385|2659|220283.40|1997-06-28|0|1997|0|0|1|0|1|
8386|1285|135361.50|1998-02-17|0|1998|0|0|1|0|1|
8387|4756|146526.85|1993-03-21|0|1993|1|0|1|0|1|
8388|2896|235392.53|1992-02-24|0|1992|1|0|1|0|1|
8389|2003|132457.49|1994-04-23|0|1994|1|0|1|0|1|
8390|2215|73867.60|1992-04-22|0|1992|1|0|1|0|1|
8391|175|266156.60|1995-08-29|0|1995|0|0|1|1|1|
8416|356|317610.24|1993-08-07|0|1993|1|1|1|0|1|
8417|3562|78400.15|1997-08-23|0|1997|0|0|1|0|1|
8418|355|12139.09|1996-10-15|0|1996|0|0|1|1|1|
8419|3871|344375.97|1995-09-30|0|1995|0|0|1|1|1|
8420|4660|1807.51|1997-06-19|0|1997|0|0|1|0|1|
8421|1939|288752.60|1997-03-22|0|1997|0|0|1|0|1|
8422|586|321717.25|1994-04-15|0|1994|1|0|1|0|1|
8423|2981|171310.34|1996-12-08|0|1996|0|0|1|1|1|
8448|2056|81839.25|1995-10-07|0|1995|0|0|1|1|1|
8449|4802|127958.06|1996-10-11|0|1996|0|0|1|1|1|
8450|3416|69251.11|1992-04-14|0|1992|1|0|1|0|1|
8451|1069|83605.44|1995-12-14|0|1995|0|0|1|1|1|
8452|4594|214499.49|1992-07-30|0|1992|1|0|1|0|1|
8453|1549|106509.91|1997-09-04|0|1997|0|0|1|0|1|
8454|1117|201289.49|1992-08-16|0|1992|1|0|1|0|1|
8455|2188|81924.70|1994-08-21|0|1994|1|0|1|0|1|
8480|4945|238695.22|1995-01-30|0|1995|1|0|1|1|1|
8481|1282|26540.92|1998-04-08|0|1998|0|0|1|0|1|
8482|1919|124370.81|1997-03-16|0|1997|0|0|1|0|1|
8483|1936|87071.03|1995-10-31|0|1995|0|0|1|1|1|
8484|4781|97533.85|1995-09-05|0|1995|0|0|1|1|1|
8485|4592|49133.34|1997-09-02|0|1997|0|0|1|0|1|
8486|2644|94859.28|1997-01-21|0|1997|0|0|1|0|1|
8487|2857|210407.49|1997-01-05|0|1997|0|0|1|0|1|
8512|3157|47800.45|1994-06-24|0|1994|1|0|1|0|1|
8513|1297|120106.12|1995-07-16|0|1995|0|0|1|1|1|
8514|2300|264149.37|1996-02-14|0|1996|0|0|1|1|1|
8515|3334|224332.99|1993-12-22|0|1993|1|0|1|0|1|
8516|352|357120.15|1996-04-08|0|1996|0|0|1|1|1|
8517|3739|239838.61|1997-03-12|0|1997|0|0|1|0|1|
8518|2158|61006.07|1998-05-04|0|1998|0|0|1|0|1|
8519|1924|251437.33|1996-08-25|0|1996|0|0|1|1|1|
8544|4754|49284.88|1993-02-13|0|1993|1|0|1|0|1|
8545|1925|295029.44|1994-06-18|0|1994|1|0|1|0|1|
8546|359|136497.64|1992-04-02|0|1992|1|0|1|0|1|
8547|3995|230758.36|1996-12-23|0|1996|0|0|1|1|1|
8548|4142|108145.59|1997-08-05|0|1997|0|0|1|0|1|
8549|1508|206295.63|1997-09-29|0|1997|0|0|1|0|1|
8550|292|207939.55|1993-02-04|0|1993|1|0|1|0|1|
8551|49|158741.02|1994-07-30|0|1994|1|0|1|0|1|
8576|2278|108137.68|1994-01-10|0|1994|1|0|1|0|1|
8577|97|340490.14|1996-11-09|0|1996|0|0|1|1|1|
8578|4822|181199.34|1995-09-03|0|1995|0|0|1|1|1|
8579|4645|198206.69|1997-09-09|0|1997|0|0|1|0|1|
8580|2548|151221.32|1995-03-23|0|1995|0|0|1|1|1|
8581|143|185794.39|1993-07-06|0|1993|1|0|1|0|1|
8582|2189|206065.66|1993-11-21|0|1993|1|0|1|0|1|
8583|1733|85865.41|1993-06-13|0|1993|1|0|1|0|1|
8608|3308|133666.24|1996-04-11|0|1996|0|0|1|1|1|
8609|4150|118195.28|1992-04-15|0|1992|1|0|1|0|1|
8610|2297|256273.41|1994-05-09|0|1994|1|0|1|0|1|
8611|2104|87023.20|1996-05-08|0|1996|0|0|1|1|1|
8612|3365|83344.61|1996-08-11|0|1996|0|0|1|1|1|
8613|4000|122734.72|1993-09-26|0|1993|1|1|1|0|1|
8614|3934|112422.43|1994-06-05|0|1994|1|0|1|0|1|
8615|136|91785.92|1996-06-29|0|1996|0|0|1|1|1|
8640|4015|29669.67|1993-09-12|0|1993|1|1|1|0|1|
8641|1132|83313.88|1995-03-24|0|1995|0|0|1|1|1|
8642|1642|70389.88|1993-01-17|0|1993|1|0|1|0|1|
8643|3797|28794.08|1998-06-29|0|1998|0|0|1|0|1|
8644|4040|107071.42|1994-07-08|0|1994|1|0|1|0|1|
8645|2063|277579.87|1996-10-27|0|1996|0|0|1|1|1|
8646|3577|115980.03|1994-04-10|0|1994|1|0|1|0|1|
8647|3635|96387.61|1993-11-14|0|1993|1|0|1|0|1|
8672|536|82668.08|1993-05-27|0|1993|1|0|1|0|1|
8673|3670|230591.68|1996-02-14|0|1996|0|0|1|1|1|
8674|4565|74689.85|1997-02-12|0|1997|0|0|1|0|1|
8675|2299|102359.73|1997-10-05|0|1997|0|0|1|0|1|
8676|3472|25389.20|1996-04-02|0|1996|0|0|1|1|1|
8677|1570|52473.09|1992-10-08|0|1992|1|0|1|0|1|
8678|980|164487.46|1992-10-01|0|1992|1|0|1|0|1|
8679|1877|139992.71|1992-05-07|0|1992|1|0|1|0|1|
8704|1819|239014.38|1995-07-01|0|1995|0|0|1|1|1|
8705|4849|110805.19|1996-03-18|0|1996|0|0|1|1|1|
8706|1099|320631.36|1996-07-06|0|1996|0|0|1|1|1|
8707|3223|178773.12|1997-12-04|0|1997|0|0|1|0|1|
8708|4015|171487.39|1997-11-27|0|1997|0|0|1|0|1|
8709|1603|291314.16|1994-03-09|0|1994|1|0|1|0|1|
8710|3187|115276.26|1994-01-05|0|1994|1|0|1|0|1|
8711|3910|241188.77|1997-03-19|0|1997|0|0|1|0|1|
8736|1097|219335.34|1993-09-07|0|1993|1|1|1|0|1|
8737|2720|149883.73|1998-01-05|0|1998|0|0|1|0|1|
8738|928|36722.35|1998-01-28|0|1998|0|0|1|0|1|
8739|1285|99558.71|1998-07-01|0|1998|0|0|1|0|1|
8740|3952|129916.72|1998-06-23|0|1998|0|0|1|0|1|
8741|2518|179681.10|1997-09-03|0|1997|0|0|1|0|1|
8742|1793|170129.13|1997-08-18|0|1997|0|0|1|0|1|
8743|1814|206453.89|1995-08-01|0|1995|0|0|1|1|1|
8768|3935|119690.00|1995-08-19|0|1995|0|0|1|1|1|
8769|1633|80396.03|1997-05-22|0|1997|0|0|1|0|1|
8770|526|109555.65|1996-07-10|0|1996|0|0|1|1|1|
8771|4001|114510.55|1992-03-19|0|1992|1|0|1|0|1|
8772|934|19400.40|1992-02-14|0|1992|1|0|1|0|1|
8773|4501|57078.53|1995-10-23|0|1995|0|0|1|1|1|
8774|4778|247612.97|1996-04-15|0|1996|0|0|1|1|1|
8775|2713|68689.71|1995-02-04|0|1995|1|0|1|1|1|
8800|4160|13727.65|1992-11-24|0|1992|1|0|1|0|1|
8801|782|272546.60|1992-08-11|0|1992|1|0|1|0|1|
8802|4027|123973.80|1995-02-01|0|1995|1|0|1|1|1|
8803|2900|220139.80|1992-12-21|0|1992|1|0|1|0|1|
8804|4421|285095.38|1997-11-21|0|1997|0|0|1|0|1|
8805|2869|300347.02|1996-07-28|0|1996|0|0|1|1|1|
8806|2521|155507.15|1996-04-01|0|1996|0|0|1|1|1|
8807|4850|101331.93|1993-02-26|0|1993|1|0|1|0|1|
8832|1682|138963.55|1992-02-03|0|1992|1|0|1|0|1|
8833|1301|125927.43|1992-05-05|0|1992|1|0|1|0|1|
8834|871|137154.96|1993-11-09|0|1993|1|0|1|0|1|
8835|1555|121500.10|1994-10-14|0|1994|1|0|1|0|1|
8836|1993|246310.54|1996-10-20|0|1996|0|0|1|1|1|
8837|4720|65569.06|1997-02-19|0|1997|0|0|1|0|1|
8838|359|80933.02|1997-09-19|0|1997|0|0|1|0|1|
8839|3064|58243.53|1995-04-12|0|1995|0|0|1|1|1|
8864|2681|46439.78|1997-02-14|0|1997|0|0|1|0|1|
8865|2089|7968.29|1993-05-04|0|1993|1|0|1|0|1|
8866|4330|209440.80|1998-02-27|0|1998|0|0|1|0|1|
8867|146|250829.95|1996-12-23|0|1996|0|0|1|1|1|
8868|1237|187619.03|1994-01-29|0|1994|1|0|1|0|1|
8869|1714|210842.91|1993-05-21|0|1993|1|0|1|0|1|
8870|3889|114194.21|1993-03-06|0|1993|1|0|1|0|1|
8871|2593|46496.65|1993-10-21|0|1993|1|1|1|0|1|
8896|286|29236.50|1997-01-15|0|1997|0|0|1|0|1|
8897|3535|347070.00|1997-09-09|0|1997|0|0|1|0|1|
8898|3713|93373.86|1996-08-31|0|1996|0|0|1|1|1|
8899|2885|126573.56|1993-08-11|0|1993|1|1|1|0|1|
8900|1900|311360.00|1996-03-31|0|1996|0|0|1|1|1|
8901|3559|40048.13|1995-08-21|0|1995|0|0|1|1|1|
8902|1876|14544.28|1995-06-20|0|1995|0|0|1|1|1|
8903|127|134026.07|1994-08-05|0|1994|1|0|1|0|1|
8928|559|19658.80|1994-11-06|0|1994|1|0|1|0|1|
8929|2618|108716.12|1997-09-18|0|1997|0|0|1|0|1|
8930|2332|51134.87|1994-05-20|0|1994|1|0|1|0|1|
8931|2080|59083.31|1996-05-27|0|1996|0|0|1|1|1|
8932|4042|2475.42|1993-04-24|0|1993|1|0|1|0|1|
8933|590|33241.35|1993-10-08|0|1993|1|1|1|0|1|
8934|2047|196354.42|1996-09-19|0|1996|0|0|1|1|1|
8935|3260|67870.28|1998-03-23|0|1998|0|0|1|0|1|
8960|1426|169745.35|1993-06-06|0|1993|1|0|1|0|1|
8961|3659|144966.81|1995-06-29|0|1995|0|0|1|1|1|
8962|1166|50643.51|1997-05-09|0|1997|0|0|1|0|1|
8963|4651|124030.08|1997-03-21|0|1997|0|0|1|0|1|
8964|2441|132303.38|1998-02-11|0|1998|0|0|1|0|1|
8965|2410|97273.37|1993-10-04|0|1993|1|1|1|0|1|
8966|4042|233047.58|1996-05-09|0|1996|0|0|1|1|1|
8967|1492|77685.42|1995-07-13|0|1995|0|0|1|1|1|
8992|2863|168424.37|1993-11-13|0|1993|1|0|1|0|1|
8993|2584|71438.55|1995-05-29|0|1995|0|0|1|1|1|
8994|3304|203601.59|1994-04-08|0|1994|1|0|1|0|1|
8995|3730|234385.91|1995-05-18|0|1995|0|0|1|1|1|
8996|4921|138878.54|1995-06-03|0|1995|0|0|1|1|1|
8997|2000|151403.37|1994-07-02|0|1994|1|0|1|0|1|
8998|262|184893.64|1993-01-04|0|1993|1|0|1|0|1|
8999|3875|135147.83|1994-06-13|0|1994|1|0|1|0|1|
9024|4846|303472.31|1992-06-03|0|1992|1|0|1|0|1|
9025|2437|88520.43|1994-05-20|0|1994|1|0|1|0|1|
9026|2233|75272.57|1996-07-24|0|1996|0|0|1|1|1|
9027|1691|165936.10|1995-09-03|0|1995|0|0|1|1|1|
9028|4868|72927.73|1993-12-22|0|1993|1|0|1|0|1|
9029|3998|74044.49|1992-11-20|0|1992|1|0|1|0|1|
9030|1766|244240.78|1998-07-14|0|1998|0|0|1|0|1|
9031|4552|287794.77|1993-12-27|0|1993|1|0|1|0|1|
9056|395|123466.21|1996-08-08|0|1996|0|0|1|1|1|
9057|235|331448.12|1994-11-05|0|1994|1|0|1|0|1|
9058|1325|49012.13|1993-06-29|0|1993|1|0|1|0|1|
9059|3056|149848.99|1996-08-01|0|1996|0|0|1|1|1|
9060|1523|40790.56|1996-06-09|0|1996|0|0|1|1|1|
9061|1067|83120.24|1996-01-15|0|1996|0|0|1|1|1|
9062|3631|229193.15|1995-03-21|0|1995|0|0|1|1|1|
9063|4612|51854.51|1997-02-12|0|1997|0|0|1|0|1|
9088|2009|219698.15|1994-06-23|0|1994|1|0|1|0|1|
9089|1216|48108.77|1993-05-24|0|1993|1|0|1|0|1|
9090|2552|15750.88|1996-11-21|0|1996|0|0|1|1|1|
9091|2242|212482.75|1993-11-12|0|1993|1|0|1|0|1|
9092|2185|189048.87|1994-07-25|0|1994|1|0|1|0|1|
9093|2038|30477.10|1995-12-10|0|1995|0|0|1|1|1|
9094|4718|57173.19|1998-05-27|0|1998|0|0|1|0|1|
9095|721|76706.88|1995-06-11|0|1995|0|0|1|1|1|
9120|3332|131937.11|1992-06-22|0|1992|1|0|1|0|1|
9121|1432|119804.27|1996-07-05|0|1996|0|0|1|1|1|
9122|262|222810.94|1996-12-14|0|1996|0|0|1|1|1|
9123|1211|55760.89|1993-06-27|0|1993|1|0|1|0|1|
9124|1844|126033.96|1995-10-17|0|1995|0|0|1|1|1|
9125|499|185669.78|1998-05-30|0|1998|0|0|1|0|1|
9126|1223|103426.69|1994-11-18|0|1994|1|0|1|0|1|
9127|2015|70676.18|1995-10-11|0|1995|0|0|1|1|1|
9152|3991|125364.07|1993-08-21|0|1993|1|1|1|0|1|
9153|3781|177281.40|1997-07-19|0|1997|0|0|1|0|1|
9154|1|364169.77|1997-06-23|0|1997|0|0|1|0|1|
9155|1172|81239.60|1992-08-31|0|1992|1|0|1|0|1|
9156|506|167342.28|1994-02-07|0|1994|1|0|1|0|1|
9157|1963|36903.03|1992-06-20|0|1992|1|0|1|0|1|
9158|889|71952.55|1995-04-25|0|1995|0|0|1|1|1|
9159|3745|145106.74|1995-07-26|0|1995|0|0|1|1|1|
9184|3814|91580.41|1997-07-19|0|1997|0|0|1|0|1|
9185|478|59503.70|1994-06-16|0|1994|1|0|1|0|1|
9186|1507|170092.55|1992-03-30|0|1992|1|0|1|0|1|
9187|2533|228784.02|1994-08-22|0|1994|1|0|1|0|1|
9188|2041|236814.83|1998-01-25|0|1998|0|0|1|0|1|
9189|3524|72678.57|1996-12-02|0|1996|0|0|1|1|1|
9190|1516|245087.62|1998-03-03|0|1998|0|0|1|0|1|
9191|1762|20309.51|1996-03-24|0|1996|0|0|1|1|1|
9216|2119|126380.45|1995-04-15|0|1995|0|0|1|1|1|
9217|4910|125609.14|1997-05-26|0|1997|0|0|1|0|1|
9218|794|32172.05|1997-12-10|0|1997|0|0|1|0|1|
9219|1357|171165.98|1994-09-29|0|1994|1|0|1|0|1|
9220|1591|1561.74|1998-04-07|0|1998|0|0|1|0|1|
9221|280|237143.27|1995-01-04|0|1995|1|0|1|1|1|
9222|695|203063.37|1994-02-11|0|1994|1|0|1|0|1|
9223|998|238947.68|1997-08-05|0|1997|0|0|1|0|1|
9248|3838|101903.36|1994-12-24|0|1994|1|0|1|0|1|
9249|4448|187401.07|1993-05-20|0|1993|1|0|1|0|1|
9250|4439|84514.64|1992-08-14|0|1992|1|0|1|0|1|
9251|1064|36984.20|1993-08-30|0|1993|1|1|1|0|1|
9252|1357|70299.14|1997-12-11|0|1997|0|0|1|0|1|
9253|2698|266038.89|1992-01-31|0|1992|1|0|1|0|1|
9254|4208|67131.33|1993-05-15|0|1993|1|0|1|0|1|
9255|1558|134873.96|1995-12-08|0|1995|0|0|1|1|1|
9280|4036|213360.34|1998-06-12|0|1998|0|0|1|0|1|
9281|2978|230434.86|1992-02-24|0|1992|1|0|1|0|1|
9282|260|20472.76|1995-11-26|0|1995|0|0|1|1|1|
9283|4136|5774.52|1994-06-03|0|1994|1|0|1|0|1|
9284|2182|57821.42|1994-06-14|0|1994|1|0|1|0|1|
9285|3337|133710.34|1994-01-03|0|1994|1|0|1|0|1|
9286|1664|159203.69|1995-04-04|0|1995|0|0|1|1|1|
9287|2606|13808.93|1998-01-02|0|1998|0|0|1|0|1|
9312|3037|205464.08|1992-05-19|0|1992|1|0|1|0|1|
9313|4445|203046.63|1996-04-06|0|1996|0|0|1|1|1|
9314|4333|14959.21|1995-02-15|0|1995|1|0|1|1|1|
9315|1936|16718.77|1998-03-17|0|1998|0|0|1|0|1|
9316|4594|263694.48|1995-09-18|0|1995|0|0|1|1|1|
9317|328|92740.27|1994-03-15|0|1994|1|0|1|0|1|
9318|4828|100350.75|1992-07-28|0|1992|1|0|1|0|1|
9319|2903|106357.25|1992-09-11|0|1992|1|0|1|0|1|
9344|2189|276684.05|1995-12-07|0|1995|0|0|1|1|1|
9345|4540|151367.04|1996-01-22|0|1996|0|0|1|1|1|
9346|3025|193309.94|1996-10-09|0|1996|0|0|1|1|1|
9347|2215|194523.14|1992-08-10|0|1992|1|0|1|0|1|
9348|2171|130616.08|1996-06-07|0|1996|0|0|1|1|1|
9349|4660|213456.10|1997-08-29|0|1997|0|0|1|0|1|
9350|479|211241.46|1992-11-01|0|1992|1|0|1|0|1|
9351|2962|62265.14|1996-05-17|0|1996|0|0|1|1|1|
9376|2752|180730.71|1997-07-24|0|1997|0|0|1|0|1|
9377|1120|14106.65|1993-04-22|0|1993|1|0|1|0|1|
9378|1507|97444.84|1997-10-16|0|1997|0|0|1|0|1|
9379|1154|118241.97|1992-01-04|0|1992|1|0|1|0|1|
9380|2926|119804.40|1994-08-26|0|1994|1|0|1|0|1|
9381|3907|85957.12|1995-12-18|0|1995|0|0|1|1|1|
9382|1111|138119.37|1996-02-19|0|1996|0|0|1|1|1|
9383|463|167089.86|1994-03-17|0|1994|1|0|1|0|1|
9408|604|8040.78|1992-10-21|0|1992|1|0|1|0|1|
9409|3202|164882.40|1992-05-06|0|1992|1|0|1|0|1|
9410|2593|105193.04|1997-07-18|0|1997|0|0|1|0|1|
9411|2180|64169.96|1995-02-07|0|1995|1|0|1|1|1|
9412|4012|236749.85|1998-07-14|0|1998|0|0|1|0|1|
9413|487|167750.89|1995-07-13|0|1995|0|0|1|1|1|
9414|4397|83610.25|1993-09-10|0|1993|1|1|1|0|1|
9415|3463|190568.55|1992-08-24|0|1992|1|0|1|0|1|
9440|2117|6105.39|1994-06-08|0|1994|1|0|1|0|1|
9441|1099|3394.45|1997-06-18|0|1997|0|0|1|0|1|
9442|4177|80634.14|1993-03-11|0|1993|1|0|1|0|1|
9443|998|173192.04|1997-05-07|0|1997|0|0|1|0|1|
9444|346|42208.39|1996-07-18|0|1996|0|0|1|1|1|
9445|3059|71646.40|1997-11-14|0|1997|0|0|1|0|1|
9446|4480|242772.37|1997-12-29|0|1997|0|0|1|0|1|
9447|3830|125061.70|1995-06-19|0|1995|0|0|1|1|1|
9472|1582|48530.53|1995-06-17|0|1995|0|0|1|1|1|
9473|74|189547.61|1992-10-12|0|1992|1|0|1|0|1|
9474|439|219376.66|1995-05-12|0|1995|0|0|1|1|1|
9475|4759|166656.59|1996-11-22|0|1996|0|0|1|1|1|
9476|4231|173036.77|1994-05-26|0|1994|1|0|1|0|1|
9477|559|255072.21|1998-03-19|0|1998|0|0|1|0|1|
9478|3100|123975.34|1994-03-29|0|1994|1|0|1|0|1|
9479|4531|75927.53|1994-09-22|0|1994|1|0|1|0|1|
9504|2425|159051.68|1992-11-26|0|1992|1|0|1|0|1|
9505|1037|273781.21|1992-06-08|0|1992|1|0|1|0|1|
9506|4066|44593.50|1994-02-11|0|1994|1|0|1|0|1|
9507|1705|44491.43|1994-11-30|0|1994|1|0|1|0|1|
9508|1477|235542.71|1996-04-22|0|1996|0|0|1|1|1|
9509|119|207732.43|1992-10-08|0|1992|1|0|1|0|1|
9510|772|130444.01|1996-11-20|0|1996|0|0|1|1|1|
9511|3764|114752.14|1996-08-01|0|1996|0|0|1|1|1|
9536|3754|94261.61|1997-08-20|0|1997|0|0|1|0|1|
9537|2659|215361.12|1995-02-14|0|1995|1|0|1|1|1|
9538|4616|34538.54|1994-03-11|0|1994|1|0|1|0|1|
9539|862|41291.37|1995-11-15|0|1995|0|0|1|1|1|
9540|2587|115964.49|1994-06-11|0|1994|1|0|1|0|1|
9541|1972|126644.30|1992-03-26|0|1992|1|0|1|0|1|
9542|3787|110612.97|1995-12-16|0|1995|0|0|1|1|1|
9543|2800|137443.05|1992-05-10|0|1992|1|0|1|0|1|
9568|2041|77931.77|1993-03-08|0|1993|1|0|1|0|1|
9569|4168|208242.26|1997-11-01|0|1997|0|0|1|0|1|
9570|4730|67412.43|1996-06-04|0|1996|0|0|1|1|1|
9571|4505|62783.38|1996-04-30|0|1996|0|0|1|1|1|
9572|158|89043.66|1998-03-28|0|1998|0|0|1|0|1|
9573|4492|128789.60|1992-06-14|0|1992|1|0|1|0|1|
9574|2605|145609.39|1995-07-31|0|1995|0|0|1|1|1|
9575|3017|34382.38|1992-03-31|0|1992|1|0|1|0|1|
9600|1769|117845.71|1993-11-08|0|1993|1|0|1|0|1|
9601|4730|146282.70|1996-03-20|0|1996|0|0|1|1|1|
9602|4888|190471.12|1992-11-11|0|1992|1|0|1|0|1|
9603|3973|266740.72|1998-01-09|0|1998|0|0|1|0|1|
9604|2044|38192.21|1996-06-25|0|1996|0|0|1|1|1|
9605|4024|102320.29|1992-12-26|0|1992|1|0|1|0|1|
9606|500|171856.65|1994-07-28|0|1994|1|0|1|0|1|
9607|2122|29364.81|1995-12-18|0|1995|0|0|1|1|1|
9632|4714|122141.30|1992-01-17|0|1992|1|0|1|0|1|
9633|4405|232263.81|1995-09-12|0|1995|0|0|1|1|1|
9634|3158|290515.75|1998-01-13|0|1998|0|0|1|0|1|
9635|2794|178733.24|1994-04-14|0|1994|1|0|1|0|1|
9636|1000|116037.10|1997-01-30|0|1997|0|0|1|0|1|
9637|4654|97805.76|1994-01-04|0|1994|1|0|1|0|1|
9638|3712|94483.85|1996-06-08|0|1996|0|0|1|1|1|
9639|2381|229238.45|1993-09-06|0|1993|1|1|1|0|1|
9664|1018|86056.97|1993-04-08|0|1993|1|0|1|0|1|
9665|3521|113045.33|1994-04-24|0|1994|1|0|1|0|1|
9666|728|196001.81|1996-05-09|0|1996|0|0|1|1|1|
9667|3637|171842.04|1996-02-24|0|1996|0|0|1|1|1|
9668|2794|60319.29|1994-09-07|0|1994|1|0|1|0|1|
9669|2038|72229.66|1994-04-23|0|1994|1|0|1|0|1|
9670|4576|166815.55|1997-11-08|0|1997|0|0|1|0|1|
9671|445|135060.56|1995-09-13|0|1995|0|0|1|1|1|
9696|1897|251341.29|1995-02-20|0|1995|1|0|1|1|1|
9697|541|189490.83|1995-01-27|0|1995|1|0|1|1|1|
9698|4906|5861.92|1995-08-07|0|1995|0|0|1|1|1|
9699|2887|15824.47|1995-03-12|0|1995|1|0|1|1|1|
9700|1793|360520.90|1995-08-09|0|1995|0|0|1|1|1|
9701|365|249123.69|1993-02-28|0|1993|1|0|1|0|1|
9702|3959|144595.31|1996-08-22|0|1996|0|0|1|1|1|
9703|3715|24828.09|1994-10-07|0|1994|1|0|1|0|1|
9728|2723|40737.45|1993-07-03|0|1993|1|0|1|0|1|
9729|3199|175985.92|1996-07-06|0|1996|0|0|1|1|1|
9730|472|273156.04|1997-03-04|0|1997|0|0|1|0|1|
9731|934|16748.32|1993-10-21|0|1993|1|1|1|0|1|
9732|2705|87121.50|1995-03-14|0|1995|0|0|1|1|1|
9733|3296|65206.69|1994-03-18|0|1994|1|0|1|0|1|
9734|2755|76387.26|1997-02-03|0|1997|0|0|1|0|1|
9735|1111|102479.56|1997-06-28|0|1997|0|0|1|0|1|
9760|3898|118389.76|1998-04-14|0|1998|0|0|1|0|1|
9761|1424|80342.64|1992-01-23|0|1992|1|0|1|0|1|
9762|4918|253051.92|1994-01-04|0|1994|1|0|1|0|1|
9763|4918|156357.96|1995-08-14|0|1995|0|0|1|1|1|
9764|4145|73580.11|1992-12-30|0|1992|1|0|1|0|1|
9765|3802|50254.71|1992-10-13|0|1992|1|0|1|0|1|
9766|773|211752.66|1992-08-15|0|1992|1|0|1|0|1|
9767|3208|45564.84|1994-06-28|0|1994|1|0|1|0|1|
9792|3676|159214.95|1995-07-24|0|1995|0|0|1|1|1|
9793|3949|109620.26|1992-04-04|0|1992|1|0|1|0|1|
9794|1666|216791.70|1992-03-25|0|1992|1|0|1|0|1|
9795|1216|234618.39|1998-02-04|0|1998|0|0|1|0|1|
9796|3472|201007.41|1993-09-11|0|1993|1|1|1|0|1|
9797|140|206501.32|1993-09-13|0|1993|1|1|1|0|1|
9798|3743|38476.58|1996-03-09|0|1996|0|0|1|1|1|
9799|1520|139769.13|1996-04-07|0|1996|0|0|1|1|1|
9824|1558|171246.40|1995-01-23|0|1995|1|0|1|1|1|
9825|88|90775.10|1996-04-09|0|1996|0|0|1|1|1|
9826|2303|130267.36|1992-03-23|0|1992|1|0|1|0|1|
9827|4252|52505.61|1998-07-04|0|1998|0|0|1|0|1|
9828|4307|255750.67|1992-04-25|0|1992|1|0|1|0|1|
9829|4550|8684.51|1995-12-09|0|1995|0|0|1|1|1|
9830|1627|211655.15|1997-09-08|0|1997|0|0|1|0|1|
9831|2603|79220.26|1996-06-20|0|1996|0|0|1|1|1|
9856|2641|229037.84|1993-05-30|0|1993|1|0|1|0|1|
9857|568|199836.28|1993-05-12|0|1993|1|0|1|0|1|
9858|4613|84674.09|1997-12-08|0|1997|0|0|1|0|1|
9859|1567|305827.33|1996-07-28|0|1996|0|0|1|1|1|
9860|2056|126778.54|1993-10-11|0|1993|1|1|1|0|1|
9861|4870|65693.90|1992-10-29|0|1992|1|0|1|0|1|
9862|31|175829.05|1997-10-10|0|1997|0|0|1|0|1|
9863|814|352516.47|1995-09-05|0|1995|0|0|1|1|1|
9888|4352|83095.83|1994-09-13|0|1994|1|0|1|0|1|
9889|266|44156.06|1994-09-09|0|1994|1|0|1|0|1|
9890|2411|99901.41|1995-02-22|0|1995|1|0|1|1|1|
9891|3607|58200.52|1995-06-09|0|1995|0|0|1|1|1|
9892|2278|17429.26|1992-07-17|0|1992|1|0|1|0|1|
9893|1355|110652.86|1994-08-17|0|1994|1|0|1|0|1|
9894|2806|85447.16|1994-03-19|0|1994|1|0|1|0|1|
9895|466|249545.25|1993-04-21|0|1993|1|0|1|0|1|
9920|3539|69665.91|1996-06-06|0|1996|0|0|1|1|1|
9921|4550|161516.17|1995-05-15|0|1995|0|0|1|1|1|
9922|2645|192513.14|1995-04-04|0|1995|0|0|1|1|1|
9923|4015|219755.65|1994-10-06|0|1994|1|0|1|0|1|
9924|2633|172297.19|1997-05-09|0|1997|0|0|1|0|1|
9925|169|310228.70|1992-01-31|0|1992|1|0|1|0|1|
9926|838|237006.09|1994-10-12|0|1994|1|0|1|0|1|
9927|43|191396.20|1995-08-17|0|1995|0|0|1|1|1|
