7
c_custkey|c_name|c_nationkey|q3_annot|q10_annot|q18_annot|q8_annot|
1261|Customer#000001261|20|0|1|1|0|
1262|Customer#000001262|3|0|1|1|0|
1263|Customer#000001263|9|0|1|1|1|
1264|Customer#000001264|16|0|1|1|0|
1265|Customer#000001265|24|0|1|1|0|
1266|Customer#000001266|3|0|1|1|0|
1267|Customer#000001267|24|0|1|1|0|
1268|Customer#000001268|24|0|1|1|0|
1269|Customer#000001269|10|0|1|1|0|
1270|Customer#000001270|13|0|1|1|0|
1271|Customer#000001271|14|0|1|1|0|
1272|Customer#000001272|21|0|1|1|1|
1273|Customer#000001273|12|1|1|1|1|
1274|Customer#000001274|24|1|1|1|0|
1275|Customer#000001275|20|0|1|1|0|
1276|Customer#000001276|16|1|1|1|0|
1277|Customer#000001277|14|0|1|1|0|
1278|Customer#000001278|5|0|1|1|0|
1279|Customer#000001279|14|0|1|1|0|
1280|Customer#000001280|16|0|1|1|0|
1281|Customer#000001281|11|1|1|1|0|
1282|Customer#000001282|14|0|1|1|0|
1283|Customer#000001283|0|1|1|1|0|
1284|Customer#000001284|18|0|1|1|1|
1285|Customer#000001285|19|0|1|1|0|
1286|Customer#000001286|12|0|1|1|1|
1287|Customer#000001287|15|0|1|1|0|
1288|Customer#000001288|3|0|1|1|0|
1289|Customer#000001289|24|0|1|1|0|
1290|Customer#000001290|24|0|1|1|0|
1291|Customer#000001291|7|0|1|1|0|
1292|Customer#000001292|21|0|1|1|1|
1293|Customer#000001293|12|0|1|1|1|
1294|Customer#000001294|23|1|1|1|0|
1295|Customer#000001295|24|0|1|1|0|
1296|Customer#000001296|5|0|1|1|0|
1297|Customer#000001297|21|0|1|1|1|
1298|Customer#000001298|15|1|1|1|0|
1299|Customer#000001299|11|0|1|1|0|
1300|Customer#000001300|23|0|1|1|0|
1301|Customer#000001301|10|0|1|1|0|
1302|Customer#000001302|9|0|1|1|1|
1303|Customer#000001303|5|0|1|1|0|
1304|Customer#000001304|11|1|1|1|0|
1305|Customer#000001305|23|0|1|1|0|
1306|Customer#000001306|12|0|1|1|1|
1307|Customer#000001307|3|0|1|1|0|
1308|Customer#000001308|18|0|1|1|1|
1309|Customer#000001309|10|1|1|1|0|
1310|Customer#000001310|17|0|1|1|0|
1311|Customer#000001311|13|0|1|1|0|
1312|Customer#000001312|3|0|1|1|0|
1313|Customer#000001313|23|0|1|1|0|
1314|Customer#000001314|1|0|1|1|0|
1315|Customer#000001315|10|1|1|1|0|
1316|Customer#000001316|5|0|1|1|0|
1317|Customer#000001317|14|1|1|1|0|
1318|Customer#000001318|14|0|1|1|0|
1319|Customer#000001319|9|0|1|1|1|
1320|Customer#000001320|15|0|1|1|0|
1321|Customer#000001321|10|0|1|1|0|
1322|Customer#000001322|13|0|1|1|0|
1323|Customer#000001323|23|0|1|1|0|
1324|Customer#000001324|7|1|1|1|0|
1325|Customer#000001325|7|0|1|1|0|
1326|Customer#000001326|21|0|1|1|1|
1327|Customer#000001327|12|0|1|1|1|
1328|Customer#000001328|10|1|1|1|0|
1329|Customer#000001329|17|0|1|1|0|
1330|Customer#000001330|1|0|1|1|0|
1331|Customer#000001331|8|0|1|1|1|
1332|Customer#000001332|18|0|1|1|1|
1333|Customer#000001333|2|1|1|1|0|
1334|Customer#000001334|5|0|1|1|0|
1335|Customer#000001335|10|0|1|1|0|
1336|Customer#000001336|16|1|1|1|0|
1337|Customer#000001337|22|0|1|1|0|
1338|Customer#000001338|20|0|1|1|0|
1339|Customer#000001339|4|0|1|1|0|
1340|Customer#000001340|21|0|1|1|1|
1341|Customer#000001341|18|0|1|1|1|
1342|Customer#000001342|16|0|1|1|0|
1343|Customer#000001343|18|1|1|1|1|
1344|Customer#000001344|5|1|1|1|0|
1345|Customer#000001345|9|0|1|1|1|
1346|Customer#000001346|10|0|1|1|0|
1347|Customer#000001347|24|0|1|1|0|
1348|Customer#000001348|23|0|1|1|0|
1349|Customer#000001349|18|1|1|1|1|
1350|Customer#000001350|3|1|1|1|0|
1351|Customer#000001351|1|0|1|1|0|
1352|Customer#000001352|20|0|1|1|0|
1353|Customer#000001353|1|0|1|1|0|
1354|Customer#000001354|13|0|1|1|0|
1355|Customer#000001355|20|1|1|1|0|
1356|Customer#000001356|5|0|1|1|0|
1357|Customer#000001357|15|0|1|1|0|
1358|Customer#000001358|3|0|1|1|0|
1359|Customer#000001359|11|0|1|1|0|
1360|Customer#000001360|19|0|1|1|0|
1361|Customer#000001361|13|0|1|1|0|
1362|Customer#000001362|7|0|1|1|0|
1363|Customer#000001363|13|0|1|1|0|
1364|Customer#000001364|19|0|1|1|0|
1365|Customer#000001365|17|0|1|1|0|
1366|Customer#000001366|20|0|1|1|0|
1367|Customer#000001367|22|0|1|1|0|
1368|Customer#000001368|15|0|1|1|0|
1369|Customer#000001369|10|1|1|1|0|
1370|Customer#000001370|18|0|1|1|1|
1371|Customer#000001371|7|0|1|1|0|
1372|Customer#000001372|23|0|1|1|0|
1373|Customer#000001373|13|0|1|1|0|
1374|Customer#000001374|19|1|1|1|0|
1375|Customer#000001375|14|0|1|1|0|
1376|Customer#000001376|12|0|1|1|1|
1377|Customer#000001377|17|0|1|1|0|
1378|Customer#000001378|17|0|1|1|0|
1379|Customer#000001379|6|0|1|1|0|
1380|Customer#000001380|17|0|1|1|0|
1381|Customer#000001381|22|0|1|1|0|
1382|Customer#000001382|10|1|1|1|0|
1383|Customer#000001383|15|1|1|1|0|
1384|Customer#000001384|8|0|1|1|1|
1385|Customer#000001385|3|0|1|1|0|
1386|Customer#000001386|11|0|1|1|0|
1387|Customer#000001387|19|0|1|1|0|
1388|Customer#000001388|13|0|1|1|0|
1389|Customer#000001389|19|0|1|1|0|
1390|Customer#000001390|11|0|1|1|0|
1391|Customer#000001391|23|0|1|1|0|
1392|Customer#000001392|22|0|1|1|0|
1393|Customer#000001393|24|0|1|1|0|
1394|Customer#000001394|3|0|1|1|0|
1395|Customer#000001395|23|0|1|1|0|
1396|Customer#000001396|3|0|1|1|0|
1397|Customer#000001397|8|1|1|1|1|
1398|Customer#000001398|8|0|1|1|1|
1399|Customer#000001399|0|1|1|1|0|
1400|Customer#000001400|0|0|1|1|0|
1401|Customer#000001401|9|0|1|1|1|
1402|Customer#000001402|6|1|1|1|0|
1403|Customer#000001403|12|0|1|1|1|
1404|Customer#000001404|12|0|1|1|1|
1405|Customer#000001405|16|0|1|1|0|
1406|Customer#000001406|5|0|1|1|0|
1407|Customer#000001407|14|0|1|1|0|
1408|Customer#000001408|11|0|1|1|0|
1409|Customer#000001409|11|0|1|1|0|
1410|Customer#000001410|22|0|1|1|0|
1411|Customer#000001411|21|1|1|1|1|
1412|Customer#000001412|10|0|1|1|0|
1413|Customer#000001413|15|1|1|1|0|
1414|Customer#000001414|20|0|1|1|0|
1415|Customer#000001415|21|0|1|1|1|
1416|Customer#000001416|7|0|1|1|0|
1417|Customer#000001417|1|0|1|1|0|
1418|Customer#000001418|17|1|1|1|0|
1419|Customer#000001419|4|0|1|1|0|
1420|Customer#000001420|9|1|1|1|1|
1421|Customer#000001421|12|0|1|1|1|
1422|Customer#000001422|17|0|1|1|0|
1423|Customer#000001423|21|0|1|1|1|
1424|Customer#000001424|22|0|1|1|0|
1425|Customer#000001425|1|0|1|1|0|
1426|Customer#000001426|15|0|1|1|0|
1427|Customer#000001427|11|1|1|1|0|
1428|Customer#000001428|15|0|1|1|0|
1429|Customer#000001429|3|1|1|1|0|
1430|Customer#000001430|0|0|1|1|0|
1431|Customer#000001431|13|1|1|1|0|
1432|Customer#000001432|21|0|1|1|1|
1433|Customer#000001433|17|0|1|1|0|
1434|Customer#000001434|18|0|1|1|1|
1435|Customer#000001435|20|1|1|1|0|
1436|Customer#000001436|10|0|1|1|0|
1437|Customer#000001437|17|0|1|1|0|
1438|Customer#000001438|17|0|1|1|0|
1439|Customer#000001439|21|1|1|1|1|
1440|Customer#000001440|7|0|1|1|0|
1441|Customer#000001441|23|0|1|1|0|
1442|Customer#000001442|16|0|1|1|0|
1443|Customer#000001443|10|0|1|1|0|
1444|Customer#000001444|7|0|1|1|0|
1445|Customer#000001445|21|0|1|1|1|
1446|Customer#000001446|23|0|1|1|0|
1447|Customer#000001447|17|0|1|1|0|
1448|Customer#000001448|24|1|1|1|0|
1449|Customer#000001449|22|0|1|1|0|
1450|Customer#000001450|3|0|1|1|0|
1451|Customer#000001451|2|0|1|1|0|
1452|Customer#000001452|7|0|1|1|0|
1453|Customer#000001453|0|0|1|1|0|
1454|Customer#000001454|24|0|1|1|0|
1455|Customer#000001455|3|0|1|1|0|
1456|Customer#000001456|13|1|1|1|0|
1457|Customer#000001457|23|0|1|1|0|
1458|Customer#000001458|3|1|1|1|0|
1459|Customer#000001459|11|1|1|1|0|
1460|Customer#000001460|20|0|1|1|0|
1461|Customer#000001461|3|1|1|1|0|
1462|Customer#000001462|17|0|1|1|0|
1463|Customer#000001463|7|0|1|1|0|
1464|Customer#000001464|14|1|1|1|0|
1465|Customer#000001465|8|0|1|1|1|
1466|Customer#000001466|17|0|1|1|0|
1467|Customer#000001467|24|0|1|1|0|
1468|Customer#000001468|12|0|1|1|1|
1469|Customer#000001469|7|0|1|1|0|
1470|Customer#000001470|17|0|1|1|0|
1471|Customer#000001471|5|1|1|1|0|
1472|Customer#000001472|5|0|1|1|0|
1473|Customer#000001473|0|0|1|1|0|
1474|Customer#000001474|16|0|1|1|0|
1475|Customer#000001475|0|0|1|1|0|
1476|Customer#000001476|16|0|1|1|0|
1477|Customer#000001477|6|0|1|1|0|
1478|Customer#000001478|7|1|1|1|0|
1479|Customer#000001479|16|0|1|1|0|
1480|Customer#000001480|7|0|1|1|0|
1481|Customer#000001481|12|1|1|1|1|
1482|Customer#000001482|19|0|1|1|0|
1483|Customer#000001483|7|0|1|1|0|
1484|Customer#000001484|18|0|1|1|1|
1485|Customer#000001485|24|0|1|1|0|
1486|Customer#000001486|24|0|1|1|0|
1487|Customer#000001487|17|0|1|1|0|
1488|Customer#000001488|4|0|1|1|0|
1489|Customer#000001489|9|0|1|1|1|
1490|Customer#000001490|20|0|1|1|0|
1491|Customer#000001491|4|0|1|1|0|
1492|Customer#000001492|1|0|1|1|0|
1493|Customer#000001493|24|0|1|1|0|
1494|Customer#000001494|11|0|1|1|0|
1495|Customer#000001495|10|0|1|1|0|
1496|Customer#000001496|3|1|1|1|0|
1497|Customer#000001497|14|1|1|1|0|
1498|Customer#000001498|19|1|1|1|0|
1499|Customer#000001499|3|1|1|1|0|
1500|Customer#000001500|5|0|1|1|0|
1501|Customer#000001501|10|0|1|1|0|
1502|Customer#000001502|13|0|1|1|0|
1503|Customer#000001503|2|0|1|1|0|
1504|Customer#000001504|0|0|1|1|0|
1505|Customer#000001505|21|1|1|1|1|
1506|Customer#000001506|1|0|1|1|0|
1507|Customer#000001507|10|0|1|1|0|
1508|Customer#000001508|4|1|1|1|0|
1509|Customer#000001509|9|0|1|1|1|
1510|Customer#000001510|1|0|1|1|0|
1511|Customer#000001511|4|0|1|1|0|
1512|Customer#000001512|16|0|1|1|0|
1513|Customer#000001513|10|0|1|1|0|
1514|Customer#000001514|8|0|1|1|1|
1515|Customer#000001515|12|0|1|1|1|
1516|Customer#000001516|14|0|1|1|0|
1517|Customer#000001517|23|0|1|1|0|
1518|Customer#000001518|8|0|1|1|1|
1519|Customer#000001519|14|0|1|1|0|
1520|Customer#000001520|24|0|1|1|0|
1521|Customer#000001521|13|1|1|1|0|
1522|Customer#000001522|4|1|1|1|0|
1523|Customer#000001523|7|0|1|1|0|
1524|Customer#000001524|22|0|1|1|0|
1525|Customer#000001525|0|1|1|1|0|
1526|Customer#000001526|8|0|1|1|1|
1527|Customer#000001527|24|0|1|1|0|
1528|Customer#000001528|21|1|1|1|1|
1529|Customer#000001529|2|0|1|1|0|
1530|Customer#000001530|2|0|1|1|0|
1531|Customer#000001531|21|1|1|1|1|
1532|Customer#000001532|1|0|1|1|0|
1533|Customer#000001533|7|0|1|1|0|
1534|Customer#000001534|17|0|1|1|0|
1535|Customer#000001535|23|0|1|1|0|
1536|Customer#000001536|13|0|1|1|0|
1537|Customer#000001537|15|0|1|1|0|
1538|Customer#000001538|2|0|1|1|0|
1539|Customer#000001539|17|0|1|1|0|
1540|Customer#000001540|17|0|1|1|0|
1541|Customer#000001541|15|1|1|1|0|
1542|Customer#000001542|14|0|1|1|0|
1543|Customer#000001543|18|0|1|1|1|
1544|Customer#000001544|23|1|1|1|0|
1545|Customer#000001545|1|0|1|1|0|
1546|Customer#000001546|20|1|1|1|0|
1547|Customer#000001547|4|1|1|1|0|
1548|Customer#000001548|23|1|1|1|0|
1549|Customer#000001549|24|0|1|1|0|
1550|Customer#000001550|20|0|1|1|0|
1551|Customer#000001551|14|0|1|1|0|
1552|Customer#000001552|21|1|1|1|1|
1553|Customer#000001553|1|1|1|1|0|
1554|Customer#000001554|7|1|1|1|0|
1555|Customer#000001555|5|0|1|1|0|
1556|Customer#000001556|11|0|1|1|0|
1557|Customer#000001557|19|0|1|1|0|
1558|Customer#000001558|9|1|1|1|1|
1559|Customer#000001559|0|0|1|1|0|
1560|Customer#000001560|15|0|1|1|0|
1561|Customer#000001561|13|1|1|1|0|
1562|Customer#000001562|13|0|1|1|0|
1563|Customer#000001563|4|0|1|1|0|
1564|Customer#000001564|5|0|1|1|0|
1565|Customer#000001565|2|1|1|1|0|
1566|Customer#000001566|23|0|1|1|0|
1567|Customer#000001567|24|0|1|1|0|
1568|Customer#000001568|22|0|1|1|0|
1569|Customer#000001569|6|0|1|1|0|
1570|Customer#000001570|13|0|1|1|0|
1571|Customer#000001571|6|0|1|1|0|
1572|Customer#000001572|5|0|1|1|0|
1573|Customer#000001573|10|1|1|1|0|
1574|Customer#000001574|8|0|1|1|1|
1575|Customer#000001575|0|1|1|1|0|
1576|Customer#000001576|22|0|1|1|0|
1577|Customer#000001577|22|0|1|1|0|
1578|Customer#000001578|17|1|1|1|0|
1579|Customer#000001579|3|1|1|1|0|
1580|Customer#000001580|13|0|1|1|0|
1581|Customer#000001581|14|1|1|1|0|
1582|Customer#000001582|11|0|1|1|0|
1583|Customer#000001583|13|0|1|1|0|
1584|Customer#000001584|21|0|1|1|1|
1585|Customer#000001585|22|1|1|1|0|
1586|Customer#000001586|2|0|1|1|0|
1587|Customer#000001587|17|0|1|1|0|
1588|Customer#000001588|1|0|1|1|0|
1589|Customer#000001589|13|0|1|1|0|
1590|Customer#000001590|19|1|1|1|0|
1591|Customer#000001591|9|0|1|1|1|
1592|Customer#000001592|9|0|1|1|1|
1593|Customer#000001593|7|1|1|1|0|
1594|Customer#000001594|13|0|1|1|0|
1595|Customer#000001595|3|0|1|1|0|
1596|Customer#000001596|20|1|1|1|0|
1597|Customer#000001597|22|0|1|1|0|
1598|Customer#000001598|9|1|1|1|1|
1599|Customer#000001599|11|0|1|1|0|
1600|Customer#000001600|20|0|1|1|0|
1601|Customer#000001601|9|0|1|1|1|
1602|Customer#000001602|19|0|1|1|0|
1603|Customer#000001603|11|0|1|1|0|
1604|Customer#000001604|6|0|1|1|0|
1605|Customer#000001605|15|0|1|1|0|
1606|Customer#000001606|19|0|1|1|0|
1607|Customer#000001607|23|0|1|1|0|
1608|Customer#000001608|6|0|1|1|0|
1609|Customer#000001609|20|0|1|1|0|
1610|Customer#000001610|18|0|1|1|1|
1611|Customer#000001611|18|0|1|1|1|
1612|Customer#000001612|16|1|1|1|0|
1613|Customer#000001613|19|0|1|1|0|
1614|Customer#000001614|1|0|1|1|0|
1615|Customer#000001615|18|0|1|1|1|
1616|Customer#000001616|20|0|1|1|0|
1617|Customer#000001617|2|1|1|1|0|
1618|Customer#000001618|12|1|1|1|1|
1619|Customer#000001619|13|0|1|1|0|
1620|Customer#000001620|5|0|1|1|0|
1621|Customer#000001621|16|1|1|1|0|
1622|Customer#000001622|5|0|1|1|0|
1623|Customer#000001623|23|0|1|1|0|
1624|Customer#000001624|17|1|1|1|0|
1625|Customer#000001625|9|0|1|1|1|
1626|Customer#000001626|22|0|1|1|0|
1627|Customer#000001627|10|1|1|1|0|
1628|Customer#000001628|18|0|1|1|1|
1629|Customer#000001629|18|0|1|1|1|
1630|Customer#000001630|24|0|1|1|0|
1631|Customer#000001631|13|0|1|1|0|
1632|Customer#000001632|24|1|1|1|0|
1633|Customer#000001633|11|0|1|1|0|
1634|Customer#000001634|24|0|1|1|0|
1635|Customer#000001635|23|0|1|1|0|
1636|Customer#000001636|20|0|1|1|0|
1637|Customer#000001637|15|0|1|1|0|
1638|Customer#000001638|17|0|1|1|0|
1639|Customer#000001639|1|1|1|1|0|
1640|Customer#000001640|8|0|1|1|1|
1641|Customer#000001641|12|0|1|1|1|
1642|Customer#000001642|9|0|1|1|1|
1643|Customer#000001643|13|0|1|1|0|
1644|Customer#000001644|8|0|1|1|1|
1645|Customer#000001645|16|0|1|1|0|
1646|Customer#000001646|24|0|1|1|0|
1647|Customer#000001647|16|0|1|1|0|
1648|Customer#000001648|23|1|1|1|0|
1649|Customer#000001649|4|0|1|1|0|
1650|Customer#000001650|24|0|1|1|0|
1651|Customer#000001651|3|1|1|1|0|
1652|Customer#000001652|7|0|1|1|0|
1653|Customer#000001653|8|0|1|1|1|
1654|Customer#000001654|5|1|1|1|0|
1655|Customer#000001655|5|0|1|1|0|
1656|Customer#000001656|19|1|1|1|0|
1657|Customer#000001657|12|0|1|1|1|
1658|Customer#000001658|21|0|1|1|1|
1659|Customer#000001659|11|0|1|1|0|
1660|Customer#000001660|21|1|1|1|1|
1661|Customer#000001661|0|0|1|1|0|
1662|Customer#000001662|13|0|1|1|0|
1663|Customer#000001663|16|0|1|1|0|
1664|Customer#000001664|12|0|1|1|1|
1665|Customer#000001665|9|0|1|1|1|
1666|Customer#000001666|22|0|1|1|0|
1667|Customer#000001667|16|1|1|1|0|
1668|Customer#000001668|23|0|1|1|0|
1669|Customer#000001669|6|0|1|1|0|
1670|Customer#000001670|18|1|1|1|1|
1671|Customer#000001671|2|0|1|1|0|
1672|Customer#000001672|23|0|1|1|0|
1673|Customer#000001673|3|0|1|1|0|
1674|Customer#000001674|3|0|1|1|0|
1675|Customer#000001675|24|1|1|1|0|
1676|Customer#000001676|5|1|1|1|0|
1677|Customer#000001677|5|0|1|1|0|
1678|Customer#000001678|4|0|1|1|0|
1679|Customer#000001679|18|0|1|1|1|
1680|Customer#000001680|18|0|1|1|1|
1681|Customer#000001681|16|0|1|1|0|
1682|Customer#000001682|17|0|1|1|0|
1683|Customer#000001683|22|1|1|1|0|
1684|Customer#000001684|6|1|1|1|0|
1685|Customer#000001685|8|0|1|1|1|
1686|Customer#000001686|12|0|1|1|1|
1687|Customer#000001687|23|1|1|1|0|
1688|Customer#000001688|3|0|1|1|0|
1689|Customer#000001689|23|0|1|1|0|
1690|Customer#000001690|1|0|1|1|0|
1691|Customer#000001691|12|1|1|1|1|
1692|Customer#000001692|7|0|1|1|0|
1693|Customer#000001693|12|0|1|1|1|
1694|Customer#000001694|4|1|1|1|0|
1695|Customer#000001695|16|1|1|1|0|
1696|Customer#000001696|16|0|1|1|0|
1697|Customer#000001697|24|0|1|1|0|
1698|Customer#000001698|22|0|1|1|0|
1699|Customer#000001699|1|0|1|1|0|
1700|Customer#000001700|21|0|1|1|1|
1701|Customer#000001701|3|0|1|1|0|
1702|Customer#000001702|19|0|1|1|0|
1703|Customer#000001703|19|0|1|1|0|
1704|Customer#000001704|16|0|1|1|0|
1705|Customer#000001705|11|1|1|1|0|
1706|Customer#000001706|2|0|1|1|0|
1707|Customer#000001707|11|1|1|1|0|
1708|Customer#000001708|2|1|1|1|0|
1709|Customer#000001709|11|1|1|1|0|
1710|Customer#000001710|10|0|1|1|0|
1711|Customer#000001711|15|0|1|1|0|
1712|Customer#000001712|18|0|1|1|1|
1713|Customer#000001713|15|1|1|1|0|
1714|Customer#000001714|23|0|1|1|0|
1715|Customer#000001715|12|0|1|1|1|
1716|Customer#000001716|20|0|1|1|0|
1717|Customer#000001717|3|0|1|1|0|
1718|Customer#000001718|24|0|1|1|0|
1719|Customer#000001719|9|0|1|1|1|
1720|Customer#000001720|7|0|1|1|0|
1721|Customer#000001721|9|0|1|1|1|
1722|Customer#000001722|1|0|1|1|0|
1723|Customer#000001723|22|1|1|1|0|
1724|Customer#000001724|11|1|1|1|0|
1725|Customer#000001725|6|0|1|1|0|
1726|Customer#000001726|13|0|1|1|0|
1727|Customer#000001727|23|1|1|1|0|
1728|Customer#000001728|16|1|1|1|0|
1729|Customer#000001729|5|1|1|1|0|
1730|Customer#000001730|1|0|1|1|0|
1731|Customer#000001731|2|0|1|1|0|
1732|Customer#000001732|2|0|1|1|0|
1733|Customer#000001733|21|0|1|1|1|
1734|Customer#000001734|8|1|1|1|1|
1735|Customer#000001735|10|0|1|1|0|
1736|Customer#000001736|7|0|1|1|0|
1737|Customer#000001737|5|0|1|1|0|
1738|Customer#000001738|8|1|1|1|1|
1739|Customer#000001739|12|0|1|1|1|
1740|Customer#000001740|19|0|1|1|0|
1741|Customer#000001741|20|0|1|1|0|
1742|Customer#000001742|20|1|1|1|0|
1743|Customer#000001743|16|0|1|1|0|
1744|Customer#000001744|17|0|1|1|0|
1745|Customer#000001745|22|0|1|1|0|
1746|Customer#000001746|17|0|1|1|0|
1747|Customer#000001747|15|0|1|1|0|
1748|Customer#000001748|13|1|1|1|0|
1749|Customer#000001749|4|1|1|1|0|
1750|Customer#000001750|16|0|1|1|0|
1751|Customer#000001751|7|0|1|1|0|
1752|Customer#000001752|5|0|1|1|0|
1753|Customer#000001753|11|0|1|1|0|
1754|Customer#000001754|0|0|1|1|0|
1755|Customer#000001755|3|0|1|1|0|
1756|Customer#000001756|19|0|1|1|0|
1757|Customer#000001757|6|0|1|1|0|
1758|Customer#000001758|16|0|1|1|0|
1759|Customer#000001759|20|0|1|1|0|
1760|Customer#000001760|9|0|1|1|1|
1761|Customer#000001761|21|0|1|1|1|
1762|Customer#000001762|15|1|1|1|0|
1763|Customer#000001763|1|1|1|1|0|
1764|Customer#000001764|13|0|1|1|0|
1765|Customer#000001765|9|1|1|1|1|
1766|Customer#000001766|15|0|1|1|0|
1767|Customer#000001767|12|1|1|1|1|
1768|Customer#000001768|17|1|1|1|0|
1769|Customer#000001769|10|1|1|1|0|
1770|Customer#000001770|18|0|1|1|1|
1771|Customer#000001771|11|0|1|1|0|
1772|Customer#000001772|13|0|1|1|0|
1773|Customer#000001773|19|0|1|1|0|
1774|Customer#000001774|8|1|1|1|1|
1775|Customer#000001775|2|0|1|1|0|
1776|Customer#000001776|22|0|1|1|0|
1777|Customer#000001777|24|0|1|1|0|
1778|Customer#000001778|4|0|1|1|0|
1779|Customer#000001779|23|1|1|1|0|
1780|Customer#000001780|17|0|1|1|0|
1781|Customer#000001781|8|1|1|1|1|
1782|Customer#000001782|21|1|1|1|1|
1783|Customer#000001783|3|0|1|1|0|
1784|Customer#000001784|15|0|1|1|0|
1785|Customer#000001785|23|0|1|1|0|
1786|Customer#000001786|6|1|1|1|0|
1787|Customer#000001787|20|0|1|1|0|
1788|Customer#000001788|24|0|1|1|0|
1789|Customer#000001789|0|0|1|1|0|
1790|Customer#000001790|5|0|1|1|0|
1791|Customer#000001791|8|0|1|1|1|
1792|Customer#000001792|1|0|1|1|0|
1793|Customer#000001793|19|0|1|1|0|
1794|Customer#000001794|7|0|1|1|0|
1795|Customer#000001795|21|0|1|1|1|
1796|Customer#000001796|10|0|1|1|0|
1797|Customer#000001797|19|0|1|1|0|
1798|Customer#000001798|7|0|1|1|0|
1799|Customer#000001799|20|0|1|1|0|
1800|Customer#000001800|16|0|1|1|0|
1801|Customer#000001801|3|0|1|1|0|
1802|Customer#000001802|23|0|1|1|0|
1803|Customer#000001803|0|0|1|1|0|
1804|Customer#000001804|15|0|1|1|0|
1805|Customer#000001805|9|1|1|1|1|
1806|Customer#000001806|9|0|1|1|1|
1807|Customer#000001807|6|0|1|1|0|
1808|Customer#000001808|22|0|1|1|0|
1809|Customer#000001809|20|0|1|1|0|
1810|Customer#000001810|0|0|1|1|0|
1811|Customer#000001811|14|0|1|1|0|
1812|Customer#000001812|0|0|1|1|0|
1813|Customer#000001813|3|0|1|1|0|
1814|Customer#000001814|13|1|1|1|0|
1815|Customer#000001815|13|0|1|1|0|
1816|Customer#000001816|4|0|1|1|0|
1817|Customer#000001817|7|0|1|1|0|
1818|Customer#000001818|22|0|1|1|0|
1819|Customer#000001819|18|1|1|1|1|
1820|Customer#000001820|6|0|1|1|0|
1821|Customer#000001821|11|0|1|1|0|
1822|Customer#000001822|14|1|1|1|0|
1823|Customer#000001823|19|0|1|1|0|
1824|Customer#000001824|10|1|1|1|0|
1825|Customer#000001825|8|0|1|1|1|
1826|Customer#000001826|3|0|1|1|0|
1827|Customer#000001827|24|0|1|1|0|
1828|Customer#000001828|13|1|1|1|0|
1829|Customer#000001829|0|0|1|1|0|
1830|Customer#000001830|17|1|1|1|0|
1831|Customer#000001831|13|0|1|1|0|
1832|Customer#000001832|10|0|1|1|0|
1833|Customer#000001833|3|0|1|1|0|
1834|Customer#000001834|24|0|1|1|0|
1835|Customer#000001835|7|1|1|1|0|
1836|Customer#000001836|7|0|1|1|0|
1837|Customer#000001837|14|1|1|1|0|
1838|Customer#000001838|21|1|1|1|1|
1839|Customer#000001839|5|1|1|1|0|
1840|Customer#000001840|3|0|1|1|0|
1841|Customer#000001841|10|0|1|1|0|
1842|Customer#000001842|10|0|1|1|0|
1843|Customer#000001843|1|0|1|1|0|
1844|Customer#000001844|18|0|1|1|1|
1845|Customer#000001845|10|0|1|1|0|
1846|Customer#000001846|16|0|1|1|0|
1847|Customer#000001847|16|0|1|1|0|
1848|Customer#000001848|4|0|1|1|0|
1849|Customer#000001849|22|0|1|1|0|
1850|Customer#000001850|10|0|1|1|0|
1851|Customer#000001851|3|0|1|1|0|
1852|Customer#000001852|14|1|1|1|0|
1853|Customer#000001853|5|0|1|1|0|
1854|Customer#000001854|14|0|1|1|0|
1855|Customer#000001855|13|0|1|1|0|
1856|Customer#000001856|21|1|1|1|1|
1857|Customer#000001857|12|0|1|1|1|
1858|Customer#000001858|18|0|1|1|1|
1859|Customer#000001859|1|1|1|1|0|
1860|Customer#000001860|15|0|1|1|0|
1861|Customer#000001861|15|0|1|1|0|
1862|Customer#000001862|7|0|1|1|0|
1863|Customer#000001863|16|0|1|1|0|
1864|Customer#000001864|22|0|1|1|0|
1865|Customer#000001865|14|0|1|1|0|
1866|Customer#000001866|6|0|1|1|0|
1867|Customer#000001867|1|0|1|1|0|
1868|Customer#000001868|2|0|1|1|0|
1869|Customer#000001869|6|0|1|1|0|
1870|Customer#000001870|1|0|1|1|0|
1871|Customer#000001871|15|1|1|1|0|
1872|Customer#000001872|22|0|1|1|0|
1873|Customer#000001873|3|0|1|1|0|
1874|Customer#000001874|17|0|1|1|0|
1875|Customer#000001875|10|0|1|1|0|
1876|Customer#000001876|7|0|1|1|0|
1877|Customer#000001877|23|0|1|1|0|
1878|Customer#000001878|6|0|1|1|0|
1879|Customer#000001879|17|0|1|1|0|
1880|Customer#000001880|16|0|1|1|0|
1881|Customer#000001881|18|0|1|1|1|
1882|Customer#000001882|3|0|1|1|0|
1883|Customer#000001883|18|0|1|1|1|
1884|Customer#000001884|0|0|1|1|0|
1885|Customer#000001885|8|0|1|1|1|
1886|Customer#000001886|13|0|1|1|0|
1887|Customer#000001887|10|1|1|1|0|
1888|Customer#000001888|5|1|1|1|0|
1889|Customer#000001889|24|0|1|1|0|
1890|Customer#000001890|9|0|1|1|1|
1891|Customer#000001891|9|0|1|1|1|
1892|Customer#000001892|14|1|1|1|0|
1893|Customer#000001893|1|0|1|1|0|
1894|Customer#000001894|12|0|1|1|1|
