22
l_orderkey|l_partkey|l_suppkey|l_linenumber|l_quantity|l_extendedprice|l_discount|l_tax|l_returnflag|l_linestatus|l_shipdate|l_commitdate|l_receiptdate|l_shipinstruct|l_shipmode|l_comment|q3_annot|q10_annot|q18_annot|q8_annot|q9_annot1|q9_annot2|
1282|30|9|2|10.00|930.03|0.09|0.06|R|F|1992-04-10|1992-04-16|1992-05-01|DELIVER IN PERSON|SHIP|r theodolite|0|846|0|846|846|10|
1282|160|1|3|19.00|2014.30|0.01|0.03|R|F|1992-05-07|1992-04-07|1992-05-13|NONE|RAIL|ts x-ray across the furi|0|1994|0|1994|1994|19|
1282|59|10|4|19.00|1822.20|0.00|0.05|A|F|1992-06-20|1992-04-17|1992-07-05|DELIVER IN PERSON|REG AIR|nto beans. carefully close theodo|0|0|0|1822|1822|19|
1283|93|7|1|47.00|4667.52|0.05|0.03|N|O|1996-10-21|1996-10-29|1996-11-12|DELIVER IN PERSON|TRUCK|even instructions boost slyly blithely |4434|0|0|4434|4434|47|
1283|106|1|2|1.00|100.61|0.00|0.08|N|O|1996-10-07|1996-10-12|1996-10-08|NONE|RAIL|d the sauternes. slyly ev|101|0|0|101|101|1|
1283|138|4|3|18.00|1868.63|0.02|0.01|N|O|1996-10-14|1996-11-07|1996-10-22|DELIVER IN PERSON|AIR|equests use along the fluff|1831|0|0|1831|1831|18|
1283|192|4|4|40.00|4368.76|0.07|0.03|N|O|1996-11-09|1996-11-23|1996-11-28|NONE|MAIL|riously. even, ironic instructions after|4063|0|0|4063|4063|40|
1283|124|9|5|43.00|4403.72|0.01|0.04|N|O|1996-09-29|1996-11-19|1996-10-26|TAKE BACK RETURN|RAIL|requests sleep slyly about the |4360|0|0|4360|4360|43|
1283|8|5|6|30.00|2724.00|0.06|0.07|N|O|1996-11-22|1996-11-22|1996-12-15|COLLECT COD|TRUCK|t the fluffily|2561|0|0|2561|2561|30|
1283|197|8|7|21.00|2304.10|0.04|0.03|N|O|1996-09-12|1996-10-02|1996-10-12|NONE|REG AIR|fully regular |2212|0|0|2212|2212|21|
1284|178|7|1|49.00|5283.03|0.00|0.06|N|O|1996-04-11|1996-03-04|1996-04-16|NONE|MAIL|lar packages. special packages ac|5283|0|0|5283|5283|49|
1284|6|7|2|4.00|362.40|0.07|0.06|N|O|1996-02-29|1996-02-11|1996-03-01|TAKE BACK RETURN|TRUCK| regular asymptotes. |337|0|0|337|337|4|
1284|133|4|3|39.00|4029.21|0.08|0.00|N|O|1996-01-11|1996-02-07|1996-02-05|COLLECT COD|MAIL|even accoun|3707|0|0|3707|3707|39|
1284|59|10|4|1.00|95.91|0.01|0.07|N|O|1996-04-28|1996-04-02|1996-05-08|DELIVER IN PERSON|SHIP|al packages use carefully express de|95|0|0|95|95|1|
1284|34|5|5|9.00|840.63|0.05|0.06|N|O|1996-03-03|1996-03-19|1996-04-01|DELIVER IN PERSON|REG AIR|after the pending|799|0|0|799|799|9|
1285|22|3|1|12.00|1106.42|0.00|0.06|A|F|1992-06-21|1992-08-16|1992-07-12|COLLECT COD|MAIL|ss foxes. blithe theodolites cajole slyly|0|0|0|1106|1106|12|
1285|143|10|2|45.00|4694.13|0.01|0.02|R|F|1992-09-05|1992-08-08|1992-10-02|COLLECT COD|REG AIR| special requests haggle blithely.|0|4647|0|4647|4647|45|
1285|189|10|3|4.00|435.67|0.09|0.06|A|F|1992-07-20|1992-08-17|1992-07-26|DELIVER IN PERSON|FOB|l packages sleep slyly quiet i|0|0|0|396|396|4|
1285|188|9|4|39.00|4243.90|0.05|0.01|A|F|1992-09-15|1992-08-05|1992-10-05|DELIVER IN PERSON|TRUCK|uctions. car|0|0|0|4032|4032|39|
1285|84|5|5|33.00|3247.46|0.00|0.08|R|F|1992-09-08|1992-08-25|1992-09-16|NONE|SHIP|ites affix|0|3247|0|3247|3247|33|
1286|178|9|1|49.00|5283.03|0.08|0.01|R|F|1993-06-24|1993-08-12|1993-06-26|DELIVER IN PERSON|SHIP|gged accoun|0|4860|0|4860|4860|49|
1286|49|6|2|48.00|4555.39|0.01|0.04|A|F|1993-07-11|1993-07-11|1993-08-01|COLLECT COD|TRUCK|unts alongs|0|0|0|4510|4510|48|
1286|189|10|3|11.00|1198.10|0.03|0.04|R|F|1993-08-08|1993-07-30|1993-09-05|DELIVER IN PERSON|FOB| slyly even packages. requ|0|1162|0|1162|1162|11|
1286|184|5|4|37.00|4011.47|0.00|0.02|R|F|1993-05-27|1993-07-11|1993-06-01|COLLECT COD|SHIP|lyly ironic pinto beans cajole furiously s|0|4011|0|4011|4011|37|
1286|165|10|5|14.00|1491.22|0.00|0.01|R|F|1993-05-23|1993-08-09|1993-06-01|NONE|REG AIR|blithely bo|0|1491|0|1491|1491|14|
1286|146|5|6|41.00|4289.17|0.04|0.05|R|F|1993-08-02|1993-08-06|1993-08-07|TAKE BACK RETURN|FOB| the furiously expre|0|4118|0|4118|4118|41|
1287|174|3|1|35.00|3759.60|0.09|0.06|A|F|1994-09-07|1994-09-12|1994-09-30|TAKE BACK RETURN|FOB|s wake unusual grou|0|0|0|3421|3421|35|
1287|95|8|2|10.00|995.09|0.08|0.03|R|F|1994-07-08|1994-08-28|1994-07-10|TAKE BACK RETURN|RAIL|thely alongside of the unusual, ironic pa|0|915|0|915|915|10|
1287|1|2|3|30.00|2703.00|0.00|0.07|R|F|1994-07-12|1994-09-23|1994-08-07|NONE|RAIL|ar packages. even, even|0|2703|0|2703|2703|30|
1287|62|7|4|10.00|962.06|0.01|0.05|A|F|1994-09-03|1994-08-12|1994-09-16|TAKE BACK RETURN|REG AIR|ding, regular accounts|0|0|0|952|952|10|
1287|179|8|5|21.00|2266.26|0.06|0.02|A|F|1994-10-06|1994-09-25|1994-10-16|TAKE BACK RETURN|TRUCK|y quickly bold theodoli|0|0|0|2130|2130|21|
1287|21|10|6|26.00|2394.65|0.03|0.08|R|F|1994-10-03|1994-09-27|1994-10-30|DELIVER IN PERSON|RAIL|egular foxes. theodolites nag along t|0|2323|0|2323|2323|26|
1312|81|2|1|9.00|882.97|0.04|0.08|R|F|1994-07-19|1994-06-29|1994-07-24|TAKE BACK RETURN|MAIL|. furiously |0|848|0|848|848|9|
1312|136|7|2|28.00|2901.16|0.06|0.06|A|F|1994-09-09|1994-08-01|1994-10-02|TAKE BACK RETURN|FOB|uriously final frays should use quick|0|0|0|2727|2727|28|
1312|173|1|3|18.00|1931.71|0.03|0.07|A|F|1994-09-13|1994-07-08|1994-09-22|TAKE BACK RETURN|MAIL|. slyly ironic|0|0|0|1874|1874|18|
1313|52|4|1|48.00|4569.84|0.01|0.03|A|F|1994-12-20|1994-10-29|1995-01-07|COLLECT COD|MAIL|s are quick|0|0|0|4524|4524|48|
1314|198|10|1|5.00|549.10|0.03|0.01|A|F|1994-05-26|1994-08-06|1994-05-31|TAKE BACK RETURN|AIR|equests nag across the furious|0|0|0|533|533|5|
1314|110|5|2|39.00|3939.43|0.01|0.03|R|F|1994-08-09|1994-06-14|1994-08-31|TAKE BACK RETURN|TRUCK| unusual accounts slee|0|3900|0|3900|3900|39|
1314|41|2|3|11.00|1035.14|0.01|0.04|A|F|1994-05-16|1994-07-30|1994-05-31|COLLECT COD|REG AIR|tegrate furious|0|0|0|1025|1025|11|
1315|96|8|1|27.00|2689.44|0.01|0.03|N|O|1998-07-04|1998-06-13|1998-07-28|NONE|SHIP|latelets. fluffily ironic account|2663|0|0|2663|2663|27|
1315|16|6|2|15.00|1374.02|0.05|0.01|N|O|1998-07-12|1998-06-10|1998-08-07|COLLECT COD|AIR|. foxes integrate carefully special|1305|0|0|1305|1305|15|
1315|168|3|3|25.00|2670.40|0.01|0.08|N|O|1998-06-26|1998-06-10|1998-07-06|TAKE BACK RETURN|FOB|lites. unusual foxes affi|2644|0|0|2644|2644|25|
1315|161|6|4|19.00|2016.20|0.02|0.05|N|O|1998-07-05|1998-05-23|1998-08-04|TAKE BACK RETURN|SHIP|nal, regular warhorses about the fu|1976|0|0|1976|1976|19|
1315|159|7|5|32.00|3389.28|0.10|0.05|N|O|1998-03-30|1998-06-12|1998-04-25|NONE|SHIP|neath the final p|3050|0|0|3050|3050|32|
1316|127|6|1|46.00|4724.75|0.05|0.04|A|F|1994-01-13|1994-01-24|1994-02-03|COLLECT COD|TRUCK|ges haggle of the|0|0|0|4489|4489|46|
1316|79|9|2|15.00|1468.61|0.02|0.01|R|F|1994-03-12|1994-03-02|1994-03-14|COLLECT COD|FOB|se. furiously final depo|0|1439|0|1439|1439|15|
1316|198|9|3|33.00|3624.03|0.10|0.06|R|F|1994-03-31|1994-01-23|1994-04-20|TAKE BACK RETURN|AIR|manently; blithely special deposits|0|3262|0|3262|3262|33|
1316|66|3|4|15.00|1449.09|0.00|0.06|R|F|1993-12-17|1994-02-04|1993-12-20|NONE|RAIL|fully express dugouts. furiously silent ide|0|1449|0|1449|1449|15|
1316|41|2|5|40.00|3764.16|0.01|0.03|R|F|1994-02-04|1994-02-09|1994-02-27|NONE|REG AIR|l dugouts. co|0|3727|0|3727|3727|40|
1316|4|7|6|7.00|632.80|0.05|0.04|A|F|1993-12-09|1994-01-12|1993-12-30|TAKE BACK RETURN|MAIL|. furiously even accounts a|0|0|0|601|601|7|
1316|163|8|7|8.00|850.53|0.10|0.04|A|F|1994-03-26|1994-02-08|1994-04-19|NONE|SHIP|packages against the express requests wa|0|0|0|765|765|8|
1317|134|5|1|34.00|3516.04|0.08|0.04|N|O|1995-08-13|1995-08-08|1995-09-10|COLLECT COD|RAIL|deposits boost thinly blithely final id|3235|0|0|3235|3235|34|
1317|160|2|2|7.00|742.11|0.05|0.01|A|F|1995-06-08|1995-08-03|1995-06-16|TAKE BACK RETURN|SHIP| pinto beans according to the final, pend|705|0|0|705|705|7|
1317|158|9|3|26.00|2751.19|0.01|0.02|N|O|1995-07-13|1995-06-26|1995-08-06|COLLECT COD|RAIL|leep along th|2724|0|0|2724|2724|26|
1317|106|3|4|35.00|3521.35|0.05|0.02|N|O|1995-07-16|1995-07-07|1995-07-22|TAKE BACK RETURN|FOB|r packages impress blithely car|3345|0|0|3345|3345|35|
1317|150|9|5|36.00|3780.54|0.02|0.00|N|O|1995-09-03|1995-07-06|1995-09-04|DELIVER IN PERSON|AIR| deposits. quic|3705|0|0|3705|3705|36|
1318|114|4|1|24.00|2433.86|0.08|0.06|N|O|1998-09-27|1998-09-15|1998-10-12|TAKE BACK RETURN|AIR|ual, unusual packages. fluffy, iro|2239|0|0|2239|2239|24|
1318|46|3|2|26.00|2459.70|0.01|0.03|N|O|1998-09-26|1998-08-09|1998-10-07|DELIVER IN PERSON|FOB|ly. regular, u|2435|0|0|2435|2435|26|
1318|129|4|3|31.00|3190.27|0.01|0.04|N|O|1998-08-25|1998-07-31|1998-08-31|COLLECT COD|AIR|ve the carefully expr|3158|0|0|3158|3158|31|
1319|61|8|1|21.00|2018.23|0.03|0.04|N|O|1996-10-05|1996-12-02|1996-10-28|COLLECT COD|FOB|s: carefully express |1958|0|0|1958|1958|21|
1319|37|8|2|12.00|1124.44|0.09|0.05|N|O|1996-11-05|1996-12-12|1996-11-29|DELIVER IN PERSON|TRUCK|packages integrate furiously. expres|1023|0|0|1023|1023|12|
1344|141|4|1|15.00|1561.71|0.10|0.07|A|F|1992-06-22|1992-06-24|1992-06-23|TAKE BACK RETURN|MAIL|rding to the blithely ironic theodolite|0|0|0|1406|1406|15|
1344|190|1|2|29.00|3161.55|0.09|0.00|A|F|1992-07-17|1992-06-07|1992-07-21|NONE|REG AIR|ffily quiet foxes wake blithely. slyly |0|0|0|2877|2877|29|
1345|198|9|1|49.00|5381.13|0.08|0.00|A|F|1992-12-27|1993-01-23|1993-01-06|NONE|FOB|sly. furiously final accounts are blithely |0|0|0|4951|4951|49|
1345|12|9|2|37.00|3374.44|0.10|0.07|A|F|1992-11-27|1992-12-11|1992-12-07|COLLECT COD|FOB|e slyly express requests. ironic accounts c|0|0|0|3037|3037|37|
1345|57|8|3|31.00|2966.86|0.08|0.07|R|F|1992-12-02|1992-12-29|1992-12-14|COLLECT COD|REG AIR|. slyly silent accounts sublat|0|2730|0|2730|2730|31|
1346|160|8|1|29.00|3074.46|0.07|0.05|A|F|1992-08-18|1992-09-15|1992-09-17|TAKE BACK RETURN|REG AIR|the pinto |0|0|0|2859|2859|29|
1346|125|6|2|48.00|4920.58|0.06|0.03|A|F|1992-09-28|1992-07-22|1992-10-13|TAKE BACK RETURN|REG AIR| along the carefully spec|0|0|0|4625|4625|48|
1346|54|5|3|13.00|1240.27|0.10|0.04|A|F|1992-07-22|1992-08-10|1992-08-06|NONE|SHIP|arefully brave deposits into the slyly iro|0|0|0|1116|1116|13|
1346|124|5|4|6.00|614.47|0.02|0.02|R|F|1992-09-13|1992-07-21|1992-09-27|TAKE BACK RETURN|AIR|inst the furiously final theodolites. caref|0|602|0|602|602|6|
1346|187|8|5|30.00|3261.54|0.01|0.07|R|F|1992-10-01|1992-07-22|1992-10-24|NONE|SHIP| nag blithely. unusual, ru|0|3229|0|3229|3229|30|
1346|16|6|6|45.00|4122.05|0.02|0.04|A|F|1992-09-11|1992-08-06|1992-09-12|COLLECT COD|FOB|press deposits.|0|0|0|4040|4040|45|
1347|81|2|1|45.00|4414.86|0.02|0.05|N|O|1997-08-24|1997-09-03|1997-09-08|COLLECT COD|AIR|ages wake around t|4327|0|0|4327|4327|45|
1347|143|6|2|34.00|3546.68|0.07|0.04|N|O|1997-06-25|1997-09-08|1997-07-24|COLLECT COD|FOB|r packages. f|3298|0|0|3298|3298|34|
1347|185|6|3|23.00|2495.91|0.03|0.04|N|O|1997-07-31|1997-08-25|1997-08-21|COLLECT COD|SHIP|ronic pinto beans. express reques|2421|0|0|2421|2421|23|
1347|113|7|4|28.00|2836.71|0.01|0.00|N|O|1997-07-30|1997-07-22|1997-08-18|TAKE BACK RETURN|FOB|foxes after the blithely special i|2808|0|0|2808|2808|28|
1347|65|6|5|9.00|868.55|0.01|0.03|N|O|1997-08-28|1997-09-16|1997-09-26|DELIVER IN PERSON|AIR| detect blithely above the fina|860|0|0|860|860|9|
1347|153|8|6|21.00|2211.62|0.06|0.04|N|O|1997-10-10|1997-08-16|1997-11-02|NONE|FOB|g pinto beans affix car|2079|0|0|2079|2079|21|
1347|51|3|7|10.00|951.05|0.02|0.07|N|O|1997-07-04|1997-07-23|1997-07-05|DELIVER IN PERSON|SHIP|y ironic pin|932|0|0|932|932|10|
1348|95|7|1|13.00|1293.62|0.01|0.01|N|O|1998-04-28|1998-06-05|1998-05-12|TAKE BACK RETURN|SHIP| blithely r|1281|0|0|1281|1281|13|
1348|22|5|2|41.00|3780.28|0.07|0.03|N|O|1998-05-02|1998-05-26|1998-05-09|COLLECT COD|RAIL|kages. platelets about the ca|3516|0|0|3516|3516|41|
1348|199|10|3|40.00|4396.76|0.07|0.05|N|O|1998-08-14|1998-07-10|1998-08-27|COLLECT COD|AIR|fter the regu|4089|0|0|4089|4089|40|
1348|98|1|4|2.00|199.62|0.01|0.04|N|O|1998-05-30|1998-06-20|1998-06-05|COLLECT COD|MAIL|lly final packages use fluffily express ac|198|0|0|198|198|2|
1349|181|2|1|1.00|108.12|0.06|0.03|N|O|1998-01-07|1998-01-14|1998-02-03|COLLECT COD|REG AIR| express inst|102|0|0|102|102|1|
1349|118|2|2|45.00|4581.50|0.03|0.02|N|O|1997-12-24|1998-01-17|1997-12-28|NONE|AIR| ironic, unusual deposits wake carefu|4444|0|0|4444|4444|45|
1350|54|9|1|21.00|2003.51|0.04|0.04|A|F|1993-12-17|1993-10-17|1993-12-25|COLLECT COD|REG AIR|lyly above the evenly |0|0|0|1923|1923|21|
1350|44|5|2|32.00|3020.93|0.03|0.00|R|F|1993-11-18|1993-09-30|1993-12-16|COLLECT COD|MAIL|ic, final |0|2930|0|2930|2930|32|
1351|108|9|1|25.00|2520.25|0.06|0.04|N|O|1998-06-02|1998-05-25|1998-06-22|COLLECT COD|SHIP|iously regul|2369|0|0|2369|2369|25|
1376|169|8|1|22.00|2352.15|0.01|0.03|N|O|1997-08-05|1997-07-08|1997-09-03|NONE|REG AIR|inst the final, pending |2329|0|0|2329|2329|22|
1377|154|6|1|5.00|527.08|0.06|0.05|N|O|1998-05-06|1998-07-08|1998-06-01|TAKE BACK RETURN|FOB| final, final grouches. accoun|495|0|0|495|495|5|
1377|33|9|2|3.00|279.91|0.10|0.04|N|O|1998-04-30|1998-07-02|1998-05-14|DELIVER IN PERSON|REG AIR|yly enticing requ|252|0|0|252|252|3|
1377|84|5|3|26.00|2558.61|0.07|0.07|N|O|1998-05-28|1998-06-11|1998-06-25|COLLECT COD|SHIP|egular deposits. quickly regular acco|2380|0|0|2380|2380|26|
1377|121|4|4|39.00|3982.37|0.00|0.03|N|O|1998-07-27|1998-07-18|1998-08-13|DELIVER IN PERSON|SHIP|e ironic, regular requests. carefully |3982|0|0|3982|3982|39|
1377|33|9|5|19.00|1772.76|0.10|0.00|N|O|1998-06-20|1998-06-27|1998-07-20|NONE|AIR|ught to are bold foxes|1595|0|0|1595|1595|19|
1377|154|6|6|17.00|1792.06|0.03|0.04|N|O|1998-06-19|1998-07-20|1998-07-14|NONE|REG AIR|s must have to mold b|1738|0|0|1738|1738|17|
1378|197|10|1|34.00|3730.45|0.09|0.07|N|O|1996-07-08|1996-04-23|1996-07-09|COLLECT COD|RAIL|le furiously slyly final accounts. careful|3395|0|0|3395|3395|34|
1378|124|9|2|18.00|1843.42|0.05|0.02|N|O|1996-06-19|1996-05-16|1996-06-21|DELIVER IN PERSON|RAIL| theodolites. i|1751|0|0|1751|1751|18|
1378|73|4|3|11.00|1070.38|0.10|0.03|N|O|1996-06-07|1996-05-09|1996-07-05|COLLECT COD|TRUCK| blithely express hoc|963|0|0|963|963|11|
1378|171|2|4|12.00|1285.40|0.02|0.06|N|O|1996-06-16|1996-05-23|1996-07-09|COLLECT COD|SHIP|notornis. b|1260|0|0|1260|1260|12|
1378|156|7|5|9.00|950.54|0.06|0.05|N|O|1996-04-20|1996-04-13|1996-05-09|COLLECT COD|REG AIR|e carefully. carefully iron|894|0|0|894|894|9|
1378|194|6|6|29.00|3173.15|0.05|0.05|N|O|1996-04-15|1996-04-23|1996-05-14|NONE|REG AIR|ual packages are furiously blith|3014|0|0|3014|3014|29|
1379|73|3|1|13.00|1264.99|0.04|0.01|N|O|1998-06-08|1998-07-13|1998-06-16|NONE|AIR|ully across the furiously iron|1214|0|0|1214|1214|13|
1379|118|2|2|50.00|5090.55|0.07|0.08|N|O|1998-08-31|1998-07-13|1998-09-02|TAKE BACK RETURN|FOB|olphins. ca|4734|0|0|4734|4734|50|
1379|13|7|3|24.00|2191.22|0.05|0.02|N|O|1998-07-06|1998-07-09|1998-07-29|DELIVER IN PERSON|MAIL|ages cajole carefully idly express re|2082|0|0|2082|2082|24|
1380|149|2|1|6.00|629.48|0.00|0.04|N|O|1996-08-06|1996-10-01|1996-08-14|NONE|RAIL|e foxes. slyly specia|629|0|0|629|629|6|
1380|141|4|2|40.00|4164.56|0.02|0.02|N|O|1996-10-01|1996-08-14|1996-10-20|COLLECT COD|RAIL|ly final frets. ironic,|4081|0|0|4081|4081|40|
1380|78|9|3|15.00|1467.11|0.05|0.02|N|O|1996-07-14|1996-08-12|1996-08-03|NONE|FOB|riously ironic foxes aff|1394|0|0|1394|1394|15|
1380|61|10|4|33.00|3171.50|0.04|0.07|N|O|1996-08-23|1996-10-01|1996-09-18|TAKE BACK RETURN|SHIP|e ironic, even excuses haggle |3045|0|0|3045|3045|33|
1381|144|1|1|47.00|4907.46|0.08|0.04|N|O|1998-09-22|1998-08-12|1998-10-12|DELIVER IN PERSON|AIR|ly ironic deposits|4515|0|0|4515|4515|47|
1381|34|10|2|12.00|1120.84|0.07|0.08|N|O|1998-08-13|1998-08-12|1998-08-28|TAKE BACK RETURN|AIR| furiously regular package|1042|0|0|1042|1042|12|
1382|162|3|1|18.00|1911.89|0.08|0.03|R|F|1993-08-30|1993-10-19|1993-09-03|DELIVER IN PERSON|AIR|hely regular deposits. fluffy s|0|1759|0|1759|1759|18|
1382|181|2|2|29.00|3135.42|0.08|0.04|A|F|1993-10-08|1993-11-11|1993-10-10|COLLECT COD|FOB| haggle: closely even asymptot|0|0|0|2885|2885|29|
1382|178|7|3|43.00|4636.13|0.10|0.04|A|F|1993-09-02|1993-10-06|1993-09-15|DELIVER IN PERSON|AIR|ress deposits. slyly ironic foxes are blit|0|0|0|4173|4173|43|
1382|181|2|4|11.00|1189.30|0.04|0.04|R|F|1993-09-17|1993-09-29|1993-09-21|NONE|SHIP|furiously unusual packages play quickly |0|1142|0|1142|1142|11|
1382|157|8|5|31.00|3277.17|0.07|0.03|R|F|1993-10-26|1993-10-15|1993-11-09|TAKE BACK RETURN|FOB|hely regular dependencies. f|0|3048|0|3048|3048|31|
1382|10|5|6|38.00|3458.04|0.07|0.07|R|F|1993-11-17|1993-09-28|1993-11-20|COLLECT COD|SHIP|ake pending pinto beans. s|0|3216|0|3216|3216|38|
1382|23|4|7|5.00|461.51|0.07|0.01|R|F|1993-10-02|1993-09-29|1993-10-12|DELIVER IN PERSON|REG AIR|ter the carefully final excuses. blit|0|429|0|429|429|5|
1383|193|7|1|14.00|1530.47|0.07|0.06|A|F|1993-08-25|1993-07-09|1993-09-12|DELIVER IN PERSON|RAIL|ole carefully silent requests. car|0|0|0|1423|1423|14|
1383|161|10|2|19.00|2016.20|0.06|0.04|R|F|1993-05-24|1993-07-07|1993-06-14|NONE|AIR|lyly unusual accounts sle|0|1895|0|1895|1895|19|
1408|148|7|1|29.00|3039.61|0.03|0.04|N|O|1998-03-12|1998-02-14|1998-03-17|COLLECT COD|MAIL|en accounts grow furiousl|2948|0|0|2948|2948|29|
1408|173|2|2|7.00|751.22|0.05|0.06|N|O|1998-01-14|1998-03-21|1998-01-29|COLLECT COD|AIR|fully final instructions. theodolites ca|714|0|0|714|714|7|
1408|76|6|3|11.00|1073.68|0.00|0.03|N|O|1998-04-04|1998-01-29|1998-04-18|NONE|REG AIR|y even accounts thrash care|1074|0|0|1074|1074|11|
1408|148|5|4|20.00|2096.28|0.06|0.00|N|O|1998-04-21|1998-01-25|1998-05-12|DELIVER IN PERSON|TRUCK| blithely fluffi|1971|0|0|1971|1971|20|
1408|170|1|5|41.00|4387.70|0.02|0.06|N|O|1998-02-25|1998-02-03|1998-03-13|COLLECT COD|REG AIR|ep along the fina|4300|0|0|4300|4300|41|
1408|134|10|6|42.00|4343.35|0.05|0.08|N|O|1998-01-30|1998-02-07|1998-02-18|TAKE BACK RETURN|REG AIR|even packages. even accounts cajole|4126|0|0|4126|4126|42|
1408|55|6|7|26.00|2483.13|0.00|0.00|N|O|1998-03-19|1998-03-14|1998-04-01|COLLECT COD|RAIL|ic foxes ca|2483|0|0|2483|2483|26|
1409|99|1|1|23.00|2297.91|0.01|0.03|A|F|1993-04-18|1993-02-25|1993-05-06|DELIVER IN PERSON|FOB|ions. slyly ironic packages wake quick|0|0|0|2275|2275|23|
1409|65|2|2|36.00|3474.22|0.09|0.02|A|F|1993-01-27|1993-01-31|1993-02-07|COLLECT COD|FOB|ncies sleep carefully r|0|0|0|3162|3162|36|
1409|160|1|3|17.00|1802.27|0.07|0.00|R|F|1993-04-15|1993-03-01|1993-04-29|NONE|REG AIR|pending accounts poach. care|0|1676|0|1676|1676|17|
1410|121|10|1|15.00|1531.68|0.06|0.05|N|O|1997-05-25|1997-07-08|1997-06-15|NONE|SHIP| bold packages are fluf|1440|0|0|1440|1440|15|
1410|179|9|2|18.00|1942.51|0.03|0.00|N|O|1997-06-03|1997-05-17|1997-06-07|TAKE BACK RETURN|RAIL|gle furiously fluffily regular requests|1884|0|0|1884|1884|18|
1410|109|4|3|37.00|3733.67|0.02|0.01|N|O|1997-04-17|1997-06-18|1997-04-19|COLLECT COD|TRUCK|to beans b|3659|0|0|3659|3659|37|
1410|188|9|4|22.00|2394.00|0.10|0.00|N|O|1997-07-31|1997-05-17|1997-08-19|TAKE BACK RETURN|RAIL|gular account|2155|0|0|2155|2155|22|
1410|66|1|5|25.00|2415.15|0.09|0.02|N|O|1997-05-07|1997-07-10|1997-05-16|NONE|REG AIR|unts haggle against the furiously fina|2198|0|0|2198|2198|25|
1411|17|7|1|9.00|825.31|0.06|0.04|A|F|1995-03-08|1995-03-04|1995-03-11|DELIVER IN PERSON|AIR|accounts. furiou|0|0|0|776|776|9|
1411|107|8|2|26.00|2618.46|0.02|0.02|A|F|1995-04-12|1995-01-24|1995-05-03|TAKE BACK RETURN|TRUCK|c packages. |2566|0|0|2566|2566|26|
1411|27|6|3|37.00|3429.97|0.00|0.06|A|F|1995-02-27|1995-03-02|1995-03-24|NONE|MAIL|d excuses. furiously final pear|0|0|0|3430|3430|37|
1411|200|3|4|20.00|2200.40|0.01|0.03|R|F|1995-04-06|1995-03-16|1995-04-17|COLLECT COD|FOB|s against the|2178|2178|0|2178|2178|20|
1411|83|4|5|46.00|4522.17|0.08|0.05|A|F|1995-04-03|1995-01-20|1995-04-05|DELIVER IN PERSON|REG AIR|ly daring instructions|4160|0|0|4160|4160|46|
1411|77|6|6|30.00|2931.21|0.09|0.04|A|F|1995-01-12|1995-02-01|1995-01-23|DELIVER IN PERSON|MAIL|ious foxes wake courts. caref|0|0|0|2667|2667|30|
1412|58|3|1|37.00|3544.79|0.06|0.01|A|F|1993-04-10|1993-04-19|1993-04-12|DELIVER IN PERSON|RAIL|hely express excuses are |0|0|0|3332|3332|37|
1412|156|1|2|20.00|2112.30|0.10|0.05|A|F|1993-07-04|1993-05-18|1993-07-22|DELIVER IN PERSON|REG AIR|odolites sleep ironically|0|0|0|1901|1901|20|
1412|23|2|3|2.00|184.60|0.10|0.07|R|F|1993-04-01|1993-05-03|1993-04-12|DELIVER IN PERSON|REG AIR|s among the requests are a|0|166|0|166|166|2|
1412|167|8|4|11.00|1173.88|0.05|0.07|R|F|1993-05-27|1993-05-30|1993-06-07|DELIVER IN PERSON|MAIL|en packages. regular packages dete|0|1115|0|1115|1115|11|
1412|158|6|5|11.00|1163.97|0.08|0.06|A|F|1993-03-30|1993-05-25|1993-04-21|NONE|FOB|se slyly. special, unusual accounts nag bl|0|0|0|1071|1071|11|
1413|178|9|1|18.00|1940.71|0.08|0.05|N|O|1997-10-11|1997-08-17|1997-10-25|NONE|FOB|yly bold packages haggle quickly acr|1785|0|0|1785|1785|18|
1413|165|10|2|49.00|5219.28|0.07|0.06|N|O|1997-08-28|1997-08-23|1997-09-12|DELIVER IN PERSON|MAIL|nstructions br|4854|0|0|4854|4854|49|
1413|42|9|3|6.00|565.22|0.04|0.02|N|O|1997-09-07|1997-07-30|1997-09-21|TAKE BACK RETURN|MAIL|lithely excuses. f|543|0|0|543|543|6|
1414|38|4|1|39.00|3658.32|0.10|0.03|N|O|1995-09-22|1995-09-30|1995-10-07|NONE|MAIL|quickly aro|3292|0|0|3292|3292|39|
1414|107|8|2|4.00|402.84|0.02|0.05|N|O|1995-09-16|1995-11-01|1995-10-02|COLLECT COD|AIR| haggle quickly|395|0|0|395|395|4|
1415|149|10|1|25.00|2622.85|0.06|0.00|A|F|1994-09-03|1994-07-12|1994-09-13|DELIVER IN PERSON|RAIL|ect never fluff|0|0|0|2465|2465|25|
1440|193|6|1|3.00|327.96|0.06|0.01|N|O|1995-10-30|1995-10-17|1995-11-08|COLLECT COD|SHIP|instructions boost. fluffily regul|308|0|0|308|308|3|
1440|114|4|2|46.00|4664.91|0.02|0.03|N|O|1995-09-21|1995-10-19|1995-10-19|NONE|RAIL|blithely even instructions. |4572|0|0|4572|4572|46|
